,AI.mean,AI.median,AI.sd,AI_Mod.mean,AI_Mod.median,AI_Mod.sd,DBE.mean,DBE.median,DBE.sd,DBE_O.mean,DBE_O.median,DBE_O.sd,KenMass.mean,KenMass.median,KenMass.sd,KenDef.mean,KenDef.median,KenDef.sd,NOSC.mean,NOSC.median,NOSC.sd,HtoC.mean,HtoC.median,HtoC.sd,OtoC.mean,OtoC.median,OtoC.sd,NtoC.mean,NtoC.median,NtoC.sd,PtoC.mean,PtoC.median,PtoC.sd,NtoP.mean,NtoP.median,NtoP.sd,GFE_0.mean,GFE_0.median,GFE_0.sd,GFE_7.mean,GFE_7.median,GFE_7.sd,GFEperC_0.mean,GFEperC_0.median,GFEperC_0.sd,GFEperC_7.mean,GFEperC_7.median,GFEperC_7.sd,lambdaO2_0.mean,lambdaO2_0.median,lambdaO2_0.sd,lambdaO2_7.mean,lambdaO2_7.median,lambdaO2_7.sd
HJA_54_2016,0.066037225036218,0,0.154191954436386,0.178366308288316,0.111111111111111,0.208180584636944,6.19404693760733,5,4.37746612465255,-0.779049799656554,-1,4.46679958402708,362.019300329567,358.798437813444,89.7445308017532,0.262897724239594,0.247146486677423,0.102005954811799,-0.568235829621277,-0.6,0.659910403399879,1.47320386828608,1.52941176470588,0.426553125299006,0.426016647950535,0.411764705882353,0.167641434964228,0.037461440568697,0,0.0756938519377555,0.0156247079033985,0,0.0285777642851947,Inf,2,NA,1319.09502003434,1300.2,523.163209465337,-2510.18469940949,-2483.49202223269,768.907978988467,76.4947211442064,77.4,18.8074464968966,-146.102554940974,-145.906394980589,9.94787822925129,0.0585889509690099,0.0529346346828105,0.025049271657555,0.0521390134233946,0.0475408503917484,0.0217629006643167
HJA_55_2016,0.0726868879855464,0,0.171969815862773,0.162809478491666,0.0769230769230769,0.207912830384082,5.82976827094474,5,4.74679907545673,-0.529411764705882,-2,5.13853828889548,362.819014265345,350.8337475908,108.995271149543,0.246048123246483,0.229431228234176,0.10325759956089,-0.749498854891141,-0.842105263157895,0.643620183355987,1.53202034257668,1.6,0.421446551582098,0.387208848100546,0.380952380952381,0.166101622754645,0.0266334434427594,0,0.0634194654028394,0.0180966092717639,0,0.0293899481302285,Inf,0,NA,1479.14278074866,1420.8,686.838620118369,-2670.67989579996,-2545.44588377896,1023.69821888302,81.6607173643975,84.3,18.3431752256456,-148.809107908896,-149.389063253403,9.58510000437808,0.0543763957378423,0.0474606153324641,0.0265720350738636,0.048437957464258,0.0422822035662467,0.0231166698633453
HJA_56_2016,0.0649330713896321,0,0.169377683156838,0.145985893668259,0.0344827586206897,0.203977631057711,5.38197424892704,4,4.60677327507325,-1.02575107296137,-2,4.96728091329538,352.349567983199,348.254540887936,97.9528139313285,0.238414849419189,0.228401731350345,0.0961617560799448,-0.772317401297653,-0.875,0.622529994959194,1.56539718662536,1.64705882352941,0.415324398295642,0.40171264908754,0.4,0.162823970376478,0.0260989776081484,0,0.0633711981190364,0.0204499800581645,0,0.0312629346068551,Inf,0,NA,1414.51094420601,1363.8,586.935257747094,-2552.62276602536,-2467.18819706852,876.236728694612,82.3110459369831,85.2375,17.742104856337,-149.178410502878,-149.829738720154,9.52487039729222,0.0552467117432002,0.049237392664763,0.024499579338149,0.0492389873243607,0.0439581614267052,0.0213358625358661
HJA_57_2016,0.0735913857598634,0,0.162768408311637,0.20562663076258,0.157894736842105,0.213641405523084,6.90423572744015,6,4.77291837986576,-0.987108655616943,-2,4.93014652598386,382.0666868299,374.710802284161,103.540689090535,0.290587571573134,0.279605412092906,0.113947564047906,-0.500451038453836,-0.526315789473684,0.695578086577931,1.40328151385212,1.4,0.441343771277085,0.459918301255271,0.466666666666667,0.181894679555241,0.0155181628744515,0,0.0477090356702217,0.0156687073342026,0,0.0279203435654478,Inf,0,NA,1348.12044198895,1303.5,579.489002079849,-2633.18562092071,-2579.16896210135,848.137401630309,74.5628545959343,75.3,19.823975467471,-146.128661739386,-145.200217495786,9.68483779039355,0.0572903467261267,0.0522648663388374,0.0241852798389093,0.0505175569458627,0.0459131416497877,0.0207180563306717
HJA_58_2016,0.08779589719607,0,0.171803701254379,0.212567835249205,0.157894736842105,0.219614913393097,7.21049974760222,6,4.77193085061545,-0.395254921756689,-1,4.8461958107878,380.671898133792,374.674595765876,98.3520911846777,0.294785359393673,0.281495187879273,0.11403748171442,-0.449027310603636,-0.4,0.62951850706908,1.38835135489214,1.36842105263158,0.438318213051844,0.449049373009774,0.4375,0.177266784736454,0.0351884457108798,0,0.0722852101202048,0.0166833035789714,0,0.0281239687523982,Inf,2,NA,1301.33079252903,1263,501.127142258237,-2577.84251552588,-2525.46896210135,790.677950245106,73.0972783522036,71.7,17.9412774514688,-144.920605129311,-144.050754118201,9.25550310707114,0.0590796893096677,0.0543605829175725,0.023837522796272,0.0523017790077092,0.0479662829783808,0.0207157856360756
HJA_60_2016,0.0819810896423962,0,0.17285805249151,0.181426835559788,0.1,0.215222610612893,6.39770554493308,5,4.57589744115546,-0.334608030592734,-1,4.89203250274685,369.227253751853,370.182116814061,91.3104066580377,0.264142041645776,0.252795070653179,0.100180495112016,-0.591314732182043,-0.603030303030303,0.61841521014494,1.47129603615485,1.53333333333333,0.419160168499133,0.402999098338561,0.388888888888889,0.162859891359344,0.0411742730509787,0,0.0761736475540164,0.0144642122745421,0,0.0257824955756143,Inf,2,NA,1385.1423040153,1363.8,548.472150748228,-2604.79898879364,-2578.15741384463,813.659147366439,77.1524698671882,77.4863636363636,17.6248334891308,-146.207875614345,-146.206771690949,9.61277738849291,0.0569122975583637,0.0506379193884589,0.0255914964182815,0.0507685491586804,0.0454487267172857,0.0222826173554713
HJA_64_2016,0.130451364436007,0,0.199443172320564,0.245541245459704,0.2,0.22975124909468,8.85012994513428,8,5.8073544838386,1.58446433727982,1,6.08397436968213,427.422733294144,424.598168676301,120.003877094334,0.331814785555419,0.312179395604176,0.13512279547186,-0.472048930454912,-0.461538461538462,0.59307867457519,1.33101168226205,1.36,0.422359178183433,0.381947122160316,0.363636363636364,0.177939103594231,0.0380975369758848,0,0.0641612782574024,0.0127501452019902,0,0.0223570830406924,Inf,2,NA,1551.0082298585,1491,644.383666240074,-3033.24245416231,-2932.69198585058,1030.77098943905,73.753394517965,73.4538461538462,16.9027422253929,-145.262187716927,-145.187164561186,8.89708811453947,0.0520446232291744,0.0460104646007884,0.0245028637336661,0.0461094160280168,0.0402559905014487,0.0214419597133109
HJA_65_2016,0.106932798280928,0,0.187967640022945,0.227423549026891,0.172413793103448,0.229524287421223,7.47796432318993,6,4.93270059616737,0.270199370409234,-1,5.32974849949246,386.441714993344,384.778579611862,95.9092273845455,0.29490620287811,0.287241718079457,0.112850371431412,-0.481718736324516,-0.5,0.599683777639876,1.36821120229626,1.38461538461538,0.428247095314427,0.413054287393646,0.411764705882353,0.173890233734023,0.0274510345996184,0,0.0579534863787887,0.0114938185213117,0,0.0219884889647143,Inf,2,NA,1387.21841552991,1367.1,543.312844312141,-2707.233004828,-2653.75355229835,818.663153469789,74.0289839852487,74.55,17.0909876627365,-145.517596158592,-145.202957265125,8.48738185931048,0.0560851626780984,0.0504383573777805,0.024128971297299,0.0496509654711387,0.044859676220923,0.020631842531976
HJA_66_2016,0.0710665976936481,0,0.167987714570523,0.182116877015082,0.111111111111111,0.213543421098165,6.18181818181818,5,4.53651133696103,-0.66013986013986,-1,4.7052245258933,360.609102223819,354.77083972124,97.6401196140046,0.258729944012804,0.243695890094301,0.103069409600459,-0.592259326338355,-0.588235294117647,0.65838744676588,1.47477149808283,1.52380952380952,0.433606575864793,0.417646697573557,0.411764705882353,0.163526490490203,0.0352231581220212,0,0.0741025662950452,0.0151842141321785,0,0.0284098791876274,Inf,2,NA,1340.95405594406,1300.2,579.201880568854,-2532.08211170929,-2462.60743203568,852.992559438086,77.1793908006431,77.0647058823529,18.7640422328276,-146.407901480342,-145.832463084569,9.87255567530195,0.0581630669823449,0.0529346346828105,0.024328189964654,0.0517194747775628,0.0473269705529037,0.0211823086112807
HJA_68_2016,0.118902606395234,0,0.198198704457104,0.265671475981932,0.235294117647059,0.230202396523282,8.10427606901725,8,5.15280803547497,0.622655663915979,-1,5.48169187340982,379.978929770666,374.689811753575,100.448751856895,0.301640371870143,0.296701840585342,0.117279781814573,-0.354404961828561,-0.333333333333333,0.614512175164422,1.29443872891313,1.25,0.440921624500666,0.440022486506103,0.444444444444444,0.178587181380435,0.0314619370822982,0,0.0641111171636521,0.010964509190041,0,0.0220409433296407,Inf,2,NA,1283.49744936234,1243.2,540.331292666203,-2604.34420802146,-2533.35358868046,843.723240411774,70.400541412114,69.8,17.513596992186,-143.555678141239,-143.086219940919,8.5646415672586,0.0601556335226199,0.0550934697811646,0.0236231524332781,0.0531448510453474,0.0483686498517005,0.0204992754124367
HJA_71_2016,0.0818458121253249,0,0.183835077317728,0.157019137718897,0.0344827586206897,0.211261655031729,5.95514147688061,5,4.88571631311758,-0.849551414768806,-2,6.03106611066642,366.430286076485,364.747165678509,90.472673417917,0.257084523928617,0.252669936249845,0.0880350532107293,-0.723799391393885,-0.769230769230769,0.570201184375351,1.5301956074798,1.61111111111111,0.409902802043418,0.415993345694654,0.428571428571429,0.178388778067849,0.0225757921359393,0,0.0629444134478738,0.0214860053042321,0,0.0315184098961068,Inf,0,NA,1446.09544513458,1420.8,554.076209211872,-2647.45016184701,-2575.86896210135,870.174117780621,80.9282826547257,82.2230769230769,16.2507337546975,-148.856326754512,-149.114558548931,9.13323814480884,0.0546210844715857,0.0480550296314234,0.0255743022106027,0.0486774063953451,0.0427939665529725,0.022230976465211
HJA_72_2016,0.0976488825855812,0,0.183409196556653,0.225794849258293,0.172413793103448,0.228662014121907,7.17853231106243,6,4.50666468211666,-0.20591456736035,-1,4.3775627248143,372.183893870943,362.782387380464,99.2051819212869,0.283795066625842,0.270059370132657,0.10833419711796,-0.450795551513846,-0.413793103448276,0.646530583265815,1.36846110501895,1.36842105263158,0.442504735202192,0.434691419862122,0.428571428571429,0.16345008578587,0.0310208887562876,0,0.0677903469742582,0.0126520546771792,0,0.0259473065861036,Inf,2,NA,1299.59490690033,1259.7,535.560432619648,-2564.92199318512,-2512.46899848346,807.83610052223,73.1476732181446,72.0931034482759,18.4261216230757,-144.773331022816,-143.810393813625,9.35469547791196,0.059210752808189,0.0542407032371018,0.0236580162887106,0.0524279270257676,0.0479883450744241,0.0205133459861353
HJA_73_2016,0.138611220952962,0,0.200530730170089,0.265897379629692,0.241379310344828,0.233085900970036,8.71880199667221,8,5.57011488549375,1.40973377703827,0,5.94269388261299,399.380299431747,394.763850826112,103.872712768601,0.31978376292832,0.311780313506688,0.124387313134753,-0.399881593124715,-0.4,0.587333296981472,1.2931791131893,1.26666666666667,0.432849587146053,0.411388627733217,0.4,0.174960859032685,0.0377195895450336,0,0.0630624923689825,0.0147127631945996,0,0.0238519784489693,Inf,2,NA,1376.64783693844,1363.8,524.807448881471,-2765.30594307204,-2697.75358868046,871.115343150402,71.6966254040544,71.7,16.738998963972,-144.335810738695,-144.050754118201,8.56257876552795,0.0563215904655703,0.0506130614033209,0.023295658944864,0.0498282947648445,0.0448408402894375,0.0202865489028565
HJA_74_2016,0.0629527528543208,0,0.156707033696897,0.166695207971682,0.0833333333333333,0.205858902026358,5.98882265275708,5,4.51502028322525,-0.786885245901639,-2,4.60692417138601,358.185621080994,354.749939798368,86.2043800055027,0.259237339274308,0.243716594877867,0.102913942898392,-0.593591254130698,-0.6,0.643473536299468,1.50363547437906,1.57518796992481,0.430649626076728,0.422128248670055,0.411764705882353,0.164944936961119,0.0443282490316491,0,0.0820254076858744,0.0176806588546498,0,0.0301696124555759,Inf,2,NA,1305.1305514158,1295.25,497.772256073772,-2469.82289274872,-2455.09590197001,740.429728534692,77.2173507427249,77.4,18.3389957845348,-146.333490645118,-145.937548441932,9.96332429002804,0.0589382213743934,0.0538313366553731,0.0241085998628725,0.0525377924116657,0.0479061477927182,0.0211843449699381
HJA_76_2016,0.264500245187424,0.2,0.2694900401149,0.384738254653139,0.4,0.27173298144947,12.3976705490849,12,7.37006539329228,5.8481697171381,5,7.38759805720571,447.58848033904,444.555998093631,112.195736158197,0.389889045319654,0.386731437856952,0.128385019208892,-0.163958270464311,-0.125,0.67348602547092,1.09994893348543,1.03703703703704,0.452695661364468,0.321247279527059,0.296296296296296,0.176894470236027,0.0742547387473307,0.0526315789473684,0.0743363889167032,0.00626782767136832,0,0.0177919097174917,Inf,Inf,NA,1405.90682196339,1321.65,579.159015481528,-3063.389262009,-2921.60737746252,970.666646116737,64.9728107082329,63.8625,19.1943517259212,-140.920319426019,-141.980429773518,11.6032122163415,0.052771996280816,0.0496945151964034,0.0208120240545804,0.0463572479854344,0.0438720207332234,0.0178541702620078
