,AI.mean,AI.median,AI.sd,AI_Mod.mean,AI_Mod.median,AI_Mod.sd,DBE.mean,DBE.median,DBE.sd,DBE_O.mean,DBE_O.median,DBE_O.sd,KenMass.mean,KenMass.median,KenMass.sd,KenDef.mean,KenDef.median,KenDef.sd,NOSC.mean,NOSC.median,NOSC.sd,HtoC.mean,HtoC.median,HtoC.sd,OtoC.mean,OtoC.median,OtoC.sd,NtoC.mean,NtoC.median,NtoC.sd,PtoC.mean,PtoC.median,PtoC.sd,NtoP.mean,NtoP.median,NtoP.sd,GFE_0.mean,GFE_0.median,GFE_0.sd,GFE_7.mean,GFE_7.median,GFE_7.sd,GFEperC_0.mean,GFEperC_0.median,GFEperC_0.sd,GFEperC_7.mean,GFEperC_7.median,GFEperC_7.sd,lambdaO2_0.mean,lambdaO2_0.median,lambdaO2_0.sd,lambdaO2_7.mean,lambdaO2_7.median,lambdaO2_7.sd
HJA_83_2025,0.0982366007077861,0,0.209555560281728,0.198878409735242,0.105263157894737,0.239580394985319,7.85242896425298,6,6.5332769264338,-0.4967919340055,-2,6.95956465287781,437.602874689033,424.670740344543,114.692094520659,0.321964907667022,0.296701840585342,0.145235701919966,-0.594324433272098,-0.666666666666667,0.624090146934031,1.43443277428165,1.52380952380952,0.459060549296256,0.419981084173561,0.421052631578947,0.178656945304099,0.0214626273473027,0,0.0494968157732389,0.0167642244749,0,0.0259878381828463,Inf,0,NA,1628.6851512374,1601.7,631.769088303057,-3104.83820047904,-2990.43817887746,948.654642884796,77.2382463482548,79.3,17.7865691876199,-147.149728083145,-147.908890827329,8.5844651905665,0.0465645055878506,0.0422610060750558,0.0185717861787996,0.0413313861014033,0.0377245774308273,0.0159210559686463
HJA_177_2025,0.158421267543051,0,0.22795235292623,0.249076411714157,0.181818181818182,0.256179537357639,9.03476821192053,9,6.19852198018918,2.38907284768212,3,7.02749491007303,429.730535070583,422.706607598862,92.0620573508865,0.314166916172231,0.291647460874117,0.127717435745539,-0.418321175673692,-0.473389355742297,0.62935968658235,1.37237894457937,1.42857142857143,0.470265296138562,0.33821927180525,0.3,0.192024096566435,0.0922174746826759,0.0952380952380952,0.0820417656330382,0.00925606424719474,0,0.0210191944044568,Inf,Inf,NA,1514.52168874172,1489.35,590.493878748065,-2974.79534269682,-2838.77278726552,828.542300307558,72.2221535067002,73.7915966386555,17.936751067597,-142.25964220374,-142.050876706972,9.8744658188946,0.0490187736088515,0.0465255691792375,0.0166475525428506,0.0439881299468702,0.0419642658092899,0.0142093417008404
HJA_178_2025,0.0858941841518421,0,0.197545100162605,0.214766913042658,0.142857142857143,0.232078408694023,8.20784729586426,7,5.97973061848528,-0.532343584305408,-2,6.27524739369696,433.884405593881,424.634375003799,102.690831480447,0.328743928918688,0.306583987043098,0.13214609138407,-0.482999425962166,-0.526315789473684,0.609988773549678,1.36863116302371,1.41666666666667,0.430611625452619,0.439865838797576,0.444444444444444,0.164660388697511,0.0175971390533891,0,0.044716136227782,0.0129011847264126,0,0.0236247153377596,Inf,1,NA,1542.39003181336,1534.8,573.029821819585,-3028.87196954577,-2953.78433552224,842.039561490789,74.0654836399217,75.3,17.3846800461658,-145.681131835952,-145.832463084569,8.19964606457307,0.0485899695319234,0.0448571817754618,0.0173532924549336,0.0429288654329139,0.0404829239751466,0.0146692657477703
HJA_WS1-5_2025,0.121331873742955,0,0.212035634402847,0.237307692630291,0.2,0.239126088032651,9.1055900621118,9,5.57486849037804,0.447204968944099,-1,6.66781979539793,465.994422621548,458.72229364596,105.438737873521,0.353403465408799,0.328823718272105,0.13445944511955,-0.402893143981216,-0.494444444444444,0.602984217603135,1.35051393169787,1.34782608695652,0.449508415321578,0.404766387492621,0.409090909090909,0.18831220510257,0.0574417131206655,0,0.0797621387503662,0.0132173785164469,0,0.0243666082320932,Inf,Inf,NA,1606.46832298137,1561.2,651.622190378321,-3187.74471912759,-3094.16122081774,912.079474212532,71.7824546034647,74.3916666666667,17.1850502016893,-143.481304949579,-143.975719013235,8.63861308552657,0.0471444831995622,0.0446298527024616,0.0184721216854391,0.041912093564609,0.0398828718803231,0.0160070542697598
HJA_53_2025,0.18237004082302,0.0833333333333333,0.224363027061262,0.259522701807826,0.230769230769231,0.251896959794417,9.10590015128593,9,6.02250664985859,3.18759455370651,4,7.18022729818117,424.701449001245,414.733682204964,92.6071260938896,0.306115295275224,0.287175617969922,0.10873567261933,-0.453156112170512,-0.545454545454546,0.597900196289829,1.37623643893174,1.375,0.4661596597564,0.303045149779849,0.28,0.186685400044748,0.102901722024478,0.111111111111111,0.0827083392928601,0.0103681006029648,0,0.0227644884569168,Inf,Inf,NA,1554.33177004539,1477.8,681.828473690113,-3003.67037780728,-2748.68429914013,996.800670756148,73.2149491968596,75.8454545454546,17.0401555942601,-142.577887242711,-142.452600383992,9.96222267061188,0.0491602897242893,0.0466361154071424,0.0183147475688068,0.0442296328902468,0.0426030655003267,0.0157183295414234
HJA_WS1-3_2025,0.15506300681085,0,0.234047046776547,0.254255089852026,0.162790697674419,0.273340627422052,9.03539823008849,8,6.22328218848499,2.0070796460177,2,6.37842825097728,458.526411857633,444.748649317584,105.037812225554,0.353234160066034,0.331827912654774,0.12891888245774,-0.411321443525201,-0.48,0.744717503943193,1.3598197021382,1.375,0.499796564952457,0.334683550600438,0.304347826086957,0.185038643585155,0.0785465267659186,0.08,0.0749999960719464,0.0105046918405959,0,0.0228391003965482,Inf,Inf,NA,1559.41646017699,1534.8,633.429614635018,-3101.60597711996,-3000.13814249536,828.95535383132,72.0226611404682,73.98,21.224448862381,-143.799683017364,-143.61280512039,12.3423156705643,0.0472820218102573,0.0452620576795643,0.0184349426125332,0.0420122906884715,0.0409674778934608,0.0156762679181576
HJA_WS3-3_2025,0.124479896851076,0,0.233124923631826,0.236833253127727,0.153846153846154,0.259800850149014,7.66666666666667,5,5.96632798269334,0.85792349726776,0,5.92086365606198,380.504390116183,364.789276488639,127.130501684101,0.293424091467328,0.253368494361666,0.162205064922781,-0.477772142429209,-0.636363636363637,0.728771209166598,1.3704692070008,1.45454545454545,0.465907079540994,0.396307155008208,0.357142857142857,0.201082445828315,0.0439527859574272,0,0.0720000952371298,0.015866046372892,0,0.0322516221469912,Inf,Inf,NA,1352.26557377049,1363.8,572.645360561978,-2654.69009343386,-2567.44590197002,930.528124377844,73.9165060592324,78.4363636363636,20.769979461248,-145.403275482613,-146.832401790184,10.1527839433725,0.0589726567423771,0.049237392664763,0.0306686143351117,0.051875526184327,0.0438289102699958,0.0253227794471527
HJA_WS3-5_2025,0.0548849170085981,0,0.151508291101411,0.163823543328921,0.111111111111111,0.194881681169184,6.33674775928297,6,4.36278482859882,-1.02176696542894,-2,4.60331958838453,404.082364455605,408.620890595727,81.8038251924028,0.283832727493828,0.270455495535373,0.096425852725902,-0.653326088375492,-0.7,0.593609602940256,1.49567976694092,1.52380952380952,0.392123325438572,0.392432829554666,0.388888888888889,0.148102985966735,0.0263209284790946,0,0.0586066623627901,0.0115833470285808,0,0.0227508244459919,Inf,2,NA,1552.64673495519,1548,527.904664815113,-2882.38334934398,-2878.99198585058,710.058124643723,78.9197935187015,80.25,16.9178736837973,-147.554286027967,-147.554282673916,9.24112355085493,0.0488518642551754,0.0445587183585525,0.0193126061004322,0.0435274309877165,0.0400363589159036,0.0165660281033147
HJA_65_2025,0.0679925115982218,0,0.166883678579318,0.210250911784141,0.166666666666667,0.20934522841393,8.01044932079415,7,5.39039665081613,-0.943573667711599,-2,5.82655091660075,430.487946327993,432.594122253481,89.302404076129,0.325010829791906,0.306877952431819,0.120155447765322,-0.446658217324002,-0.545454545454546,0.60076360303112,1.37057310607998,1.4,0.408700769478772,0.452652679986494,0.458333333333333,0.165506395390405,0.0165488888905773,0,0.0458932472901239,0.00903098364384593,0,0.0208355137449342,Inf,1,NA,1507.26112852665,1491,530.703329406436,-2983.35046914779,-2940.57661242969,758.489685785756,73.0297591937341,75.8454545454546,17.1217626863869,-144.92765311985,-145.615961907685,7.88604705232705,0.0493942756229627,0.0462488953035746,0.0177977137529012,0.0436678263152253,0.04096875212467,0.0150734856937318
HJA_43_2025,0.134766832218056,0,0.217290411481415,0.224506535277161,0.128205128205128,0.254985921218446,8.75084937712344,8,6.64445166585416,1.85050962627407,2,6.55209952941711,462.637612862765,456.639962727951,115.453931861741,0.353327114584549,0.324722206248111,0.140599639316675,-0.528170118344607,-0.571428571428571,0.708855612756712,1.39814531547884,1.44,0.47783403467222,0.320299633332843,0.272727272727273,0.192701653463103,0.057934754462273,0.024390243902439,0.0680505950000049,0.0107702036179332,0,0.022374494195739,Inf,Inf,NA,1657.18878822197,1614.9,656.368927942229,-3217.85881872596,-3125.32276907447,914.25925345295,75.3528483728213,76.5857142857143,20.2023849635663,-146.250628939864,-146.634599292529,11.3537440392181,0.0448152555516097,0.0416551544355244,0.0173542487941749,0.0397246434012393,0.0377004855958779,0.0147199813675242
HJA_170_2025,0.244350814404998,0.2,0.234416378130968,0.374665252877938,0.384615384615385,0.242490989439495,11.7977624784854,12,5.56811042739354,5.05421686746988,6,5.64752690589038,445.815053352783,444.130317443786,95.9321949997488,0.361366612793995,0.348111956491522,0.115158162237657,-0.146699844783022,-0.131182795698925,0.660580029330184,1.13296078300291,1.09090909090909,0.405876377462644,0.311560598218338,0.285714285714286,0.171428361972818,0.105288259155678,0.148148148148148,0.0837100649027724,0.00395011080817413,0,0.0144391672215659,Inf,Inf,NA,1392.07822719449,1357.2,542.328450923826,-2997.44630314781,-2917.39970894314,711.007576698631,64.4809455763161,64.0387096774193,18.8265308359102,-138.597430952593,-136.846731138454,11.6213169331768,0.0500881109041365,0.049237392664763,0.0133855463520359,0.0446824739100282,0.0439137423819007,0.0114119899838829
HJA_165_2025,0.0735822949346824,0,0.174125716249323,0.227406292762602,0.2,0.213451113723742,8.7765726681128,8,5.60207557797631,-0.933839479392625,-2,5.83681120535453,457.038339225547,447.665982293579,104.390502968595,0.357539299399092,0.341510449247835,0.134925776080314,-0.389184196519344,-0.380952380952381,0.617397401545045,1.32567763452915,1.28,0.417481411825935,0.468430698750224,0.476190476190476,0.167454304902517,0.0144274621012642,0,0.0417911681155964,0.0119066690818874,0,0.0231957793274589,Inf,0,NA,1543.9363340564,1500.9,589.253835565242,-3115.97315098031,-3041.36888933713,827.868995436446,71.3917496008013,71.1571428571429,17.5958259440338,-144.61916686064,-144.241651507455,8.25658555878962,0.0483700048611447,0.0457734572745861,0.0175846290870005,0.0424777199215693,0.040446348864394,0.0145289204312761
HJA_KC-1_2025,0.0953751418391546,0,0.207933032660989,0.204574857033971,0.103448275862069,0.24575638735958,8.26245210727969,6,6.7227867675456,-0.258620689655172,-2,7.11410782513128,446.224977625346,430.703865510483,127.394356812104,0.330577930209212,0.289465653323276,0.163424777405473,-0.496963246150968,-0.608695652173913,0.633539012966554,1.4077999301111,1.5,0.457505033807097,0.416608749383937,0.411764705882353,0.184343006050869,0.0332943899220415,0,0.0609296087927944,0.0106713511316612,0,0.02289593104835,Inf,Inf,NA,1588.36149425287,1603.35,590.898709092325,-3105.90894026656,-3064.27657604758,928.389978265899,74.4634525153026,77.6478260869565,18.0558618695468,-145.304977946975,-146.391322108181,8.50581453619102,0.0479766333572233,0.0427371501430081,0.0202439786099196,0.0425100106299778,0.0376970918187129,0.0173493018636734
HJA_KC-2_2025,0.0614161474687693,0,0.167949446079873,0.172081887598541,0.0967741935483871,0.2128977672756,7.17427385892116,5,5.00944129366627,-0.775933609958506,-2,5.08916349336909,418.307465617433,408.766385917742,89.9662054692384,0.29004475601069,0.255139730230155,0.130174895312892,-0.593577136332638,-0.736842105263158,0.630365706941747,1.460528557087,1.57894736842105,0.403861930331566,0.398813294088267,0.388888888888889,0.163404249014607,0.0317016275644694,0,0.0662189658786644,0.00787584263723667,0,0.0211588867084218,Inf,Inf,NA,1591.71161825726,1618.2,533.498366240348,-3002.81458401093,-2995.55351591625,714.069493177762,77.2169483854802,81.3,17.9654226478398,-145.902364234671,-148.195954570567,8.76334218547501,0.0468121979815111,0.0416551544355244,0.0184889577813745,0.0417384613415477,0.0376718243700657,0.0157459999665559
HJA_KC-3_2025,0.125564439502734,0,0.217279638894121,0.228678180038379,0.130434782608696,0.254196556699383,8.22304832713755,7,5.70369646453912,0.695167286245353,1,6.57987765772036,431.526427324876,426.491704109192,115.249492355541,0.332308734603749,0.317042115349636,0.132529578498568,-0.502904529592218,-0.545454545454546,0.657982287613977,1.37999791127273,1.47619047619048,0.462392733681341,0.384875503186728,0.375,0.205642404979784,0.0497841624912836,0,0.0732330405093479,0.0203978258644421,0,0.030709597334899,Inf,2,NA,1536.47286245353,1571.1,606.983323592185,-2984.25252863533,-3004.71504598191,905.505959263217,74.6327790933782,75.8454545454546,18.7524951969984,-146.068477057709,-146.799676523454,9.93332336572776,0.0511767819110156,0.0440016714492041,0.0240087955611542,0.0451000478710313,0.0392132506385244,0.0204000906373594
HJA_72_2025,0.190536646977727,0,0.250999819363938,0.283688895317934,0.266666666666667,0.266396116187285,11.0265095729013,10,6.71254744908195,3.2120765832106,3,8.86571908448389,484.029622640079,480.626198845576,96.893555900908,0.385694002041827,0.372719643969447,0.123810927334303,-0.382534466718218,-0.418604651162791,0.615104810403792,1.2533122533573,1.23076923076923,0.445869630247104,0.366151891194767,0.333333333333333,0.23138440537447,0.0584872833313868,0.0476190476190476,0.0658764685749658,0.018061914494576,0,0.0236095838108873,Inf,2,NA,1720.32857142857,1671.9,737.874934028806,-3421.4780469947,-3274.49194946847,1049.67215363974,71.2022323014692,72.2302325581395,17.5304870965081,-144.02240464277,-144.646620010067,8.68881032355117,0.045576824740353,0.0413201023358734,0.0193578858426739,0.040192423312279,0.0365444608136577,0.0164989399142191
HJA_73_2025,0.110492352292426,0,0.243465498815201,0.221519688498288,0.142857142857143,0.253577682981084,8.44957264957265,6,7.30579175305296,0.309401709401709,-2,8.96062527350186,425.156606897608,416.617141030063,92.9276946806835,0.320316179314958,0.299487412999042,0.130297821975056,-0.447485839426593,-0.5,0.608528342853327,1.38676713033223,1.46666666666667,0.470409080802457,0.430066931215113,0.416666666666667,0.214357715693365,0.0301785577393995,0,0.0553398835286672,0.007808358307956,0,0.0200489713765076,Inf,Inf,NA,1512.01641025641,1494.3,555.776540912688,-2987.67421472731,-2835.19970894313,861.911409409198,73.0533464236579,74.55,17.3430577713198,-144.565280703845,-145.206492945112,8.20718446435659,0.0500577603804943,0.0452620576795643,0.0187234197612644,0.0442277592738857,0.0406227067597142,0.0158937095519024
HJA_55_2025,0.0766473275811846,0,0.18540819659882,0.188169732778777,0.111111111111111,0.225200381247953,7.73651452282158,6,5.70434734904729,-0.736514522821577,-2,5.66374789490531,433.702642323492,422.580957198061,104.659719922705,0.320179253271628,0.283856215658943,0.145056369854443,-0.584488110202158,-0.723636363636364,0.628507113002718,1.41884411649641,1.52941176470588,0.417667195134251,0.423737911963492,0.411764705882353,0.16998749553695,0.0183484437092335,0,0.0444037380327801,0.0176154343867445,0,0.0271932827554017,Inf,0,NA,1598.66203319502,1605,554.806501293712,-3059.19349754493,-3045.41508236402,788.787073532317,76.9579111407615,80.9236363636363,17.9124527205775,-147.236150727207,-148.059599292529,8.23485791666468,0.0466484707792874,0.0423674329006308,0.0194330474893896,0.0412738481524173,0.0378047924425701,0.0158708347354933
HJA_162_2025,0.0919495869437371,0,0.208054362668848,0.203676994025252,0.111111111111111,0.242625070692113,7.8951724137931,5,6.38930748539185,-0.346206896551724,-2,6.4162800177772,429.95760505887,416.510592573017,121.825725798498,0.319636320440141,0.283710341225742,0.153906045226837,-0.555035228723319,-0.666666666666667,0.64655783018569,1.4071191667558,1.5,0.452819033713854,0.423594549035373,0.421052631578947,0.173836859566239,0.0212737173645631,0,0.0477845857337992,0.0163189575502171,0,0.026529148229875,Inf,1,NA,1579.61048275862,1554.6,672.517636812345,-3035.63706663885,-2958.89967256102,985.498350545834,76.1185040186146,79.3,18.4268981602922,-146.73339308073,-147.554282673916,8.46788877214444,0.0492247086489007,0.0435872598930757,0.0218437768183029,0.0435262094036796,0.039031142173021,0.0184029934001875
HJA_192_2025,0.0846429763649386,0,0.196373967077861,0.199668307213327,0.134234234234234,0.225299180358925,8,6,6.2364825250869,-0.855022831050228,-2,6.82236556373172,445.487791869682,437.656518744903,109.290903725141,0.329559728491723,0.306904343430432,0.13451217483895,-0.534403185608998,-0.608695652173913,0.590342272144671,1.41456637190064,1.45454545454545,0.440446260963786,0.439554184542836,0.454545454545455,0.172791474641649,0.0201333312934711,0,0.0446035350665069,0.0154867397328716,0,0.0260266938149659,Inf,1,NA,1605.59143835616,1548,594.962729632982,-3109.6006093032,-2995.55351591625,891.069413813535,75.5304907898564,77.6478260869565,16.8247547561231,-146.384645721688,-146.627868873126,7.90858957135011,0.0471185154712554,0.0441767177389411,0.0180036110846108,0.0416360490692424,0.0397095807118308,0.0149637919996559
HJA_WS1-4_2025,0.044734686692593,0,0.130810410709013,0.176194610781461,0.130434782608696,0.188150514652267,7.08387096774194,6,4.48390005165722,-1.28774193548387,-1,4.10722460916909,412.935615967217,414.676604733423,100.53666558389,0.292771129557475,0.271856173349079,0.117958294862555,-0.490249227206761,-0.533333333333333,0.5464458757119,1.42821973495467,1.48,0.358835999876408,0.431824270405387,0.428571428571429,0.137141812292542,0.0262072688139659,0,0.0600888388269277,0.00350294191724571,0,0.0133427676206604,Inf,Inf,NA,1491.58761290323,1487.7,548.233870554443,-2887.61138556047,-2881.01508236402,793.44737219576,74.2721029753927,75.5,15.5737074577891,-144.581277926481,-145.196138453723,7.45968703498645,0.0511729103980934,0.0462488953035746,0.0197682122676765,0.0455631551380279,0.0416381830040898,0.0169916470852759
HJA_60_2025,0.122786863072066,0,0.231459210141726,0.254803482506264,0.2,0.246525619874202,9.59784560143627,8,6.72399298639984,1.02333931777379,-1,7.71836739885587,460.952026340333,448.680220472686,109.295712611731,0.34958945858992,0.32919853449539,0.137089440742392,-0.429607679442069,-0.476190476190476,0.617596061127548,1.30339514678362,1.30769230769231,0.442740136596473,0.409445118190515,0.416666666666667,0.188691225658539,0.027309504739454,0,0.0555085935362018,0.0110712786410306,0,0.0221771832946376,Inf,2,NA,1661.60305206463,1611.6,694.284778385543,-3280.26416150457,-3146.41511874613,1002.36907034267,72.543818864099,73.8714285714286,17.6014877421351,-144.749284934232,-145.196138453723,8.26502948311274,0.046572628264698,0.0422610060750558,0.0187958452597683,0.0410287929873034,0.0377409573197608,0.015757403644723
HJA_169_2025,0.138208895126288,0,0.243276694281421,0.219038151379759,0.102631578947369,0.276380057770831,7.21195652173913,6,5.84720459840304,1.93478260869565,2,5.9759158665669,422.618897800762,422.675931075833,69.689748090553,0.326754373151059,0.313740216044238,0.0945153756805407,-0.726511287716886,-0.904545454545455,0.770955469576952,1.4535182487598,1.53333333333333,0.497766054950041,0.278736198013507,0.235294117647059,0.166988204514938,0.0371997251604508,0,0.0709813172875151,0.0185604867221179,0,0.0291614206709577,Inf,2,NA,1663.11195652174,1804.5,558.971055360273,-3072.5041833372,-3214.29196765952,729.596807529526,81.0055716999312,86.0795454545455,21.9722308829431,-150.798694514513,-153.717136998438,12.6994799937302,0.045359825662116,0.0374258302922102,0.0217350533421202,0.0401248041454092,0.0333751114182978,0.0189088160882835
HJA_58_2025,0.210277121702942,0.117647058823529,0.243548425755031,0.302544343673037,0.26984126984127,0.264343770538627,10.4521212121212,10,6.10649411476334,3.86666666666667,5,6.96326468089367,449.222361023668,432.591704736919,103.924192170921,0.341275339968752,0.314973396453297,0.124435214465709,-0.306071554633764,-0.363636363636363,0.613198822503,1.28156193886697,1.3,0.46775226198215,0.314142874486234,0.277777777777778,0.183322434253343,0.110256037097975,0.117647058823529,0.0798205436249474,0.00840503604594046,0,0.0196496324986458,Inf,Inf,NA,1524.12327272727,1440.6,668.390637165817,-3081.70736036173,-2862.15358868046,959.941792142676,69.0230393070623,70.6636363636364,17.4761664413355,-140.409271856219,-140.368254800366,10.2798679892214,0.0487796047052275,0.0479348894154652,0.0156157533703686,0.0437889138271559,0.042823232922916,0.0135274719639032
HJA_155_2025,0.115449124056054,0,0.213830112417708,0.24569733558448,0.188797493145319,0.241599775559995,9.05376344086022,8,6.31546974099863,0.750537634408602,-1,6.73040149911363,448.469691795672,436.625569088341,110.703527325087,0.346437236585746,0.324335317377376,0.145282580734412,-0.453375421729998,-0.444444444444445,0.636107820895055,1.32680585459177,1.33333333333333,0.453758554722541,0.406663805262704,0.411764705882353,0.181975306602583,0.030501473982167,0,0.058932940179964,0.0135582767003207,0,0.0230016240743075,Inf,2,NA,1595.45387096774,1557.9,658.146917951704,-3145.77850164054,-3066.29967256102,946.15269022547,73.2211995193049,72.9666666666667,18.1290728955091,-145.253823113696,-144.95190803432,8.82419744645936,0.0480314617162145,0.0442220440433261,0.0189041930422989,0.0423428079775991,0.0391290916635489,0.0160516277958294
HJA_74_2025,0.101049093336851,0,0.195039647904661,0.204532254068131,0.151515151515152,0.23001693247466,7.36203090507726,6,5.55037807282127,0.902869757174393,0,5.531831912906,385.155124470524,358.806473828328,125.733925120164,0.286376633229216,0.246573821834886,0.150246624479981,-0.511416020656237,-0.571428571428571,0.64116489332956,1.41607935674393,1.47368421052632,0.409973677264498,0.360537363285621,0.347826086956522,0.191618754954175,0.0551429710097457,0,0.0779830351693165,0.00880718005103017,0,0.02307593146787,Inf,Inf,NA,1387.86754966887,1414.2,552.552756086517,-2691.21700074102,-2622.9612390088,883.46612095067,74.8753565887028,76.5857142857143,18.2731994598925,-145.06996008933,-145.615961907685,9.66436340799291,0.0558776288429375,0.0485736710424676,0.0245855150382477,0.0496888857785898,0.0436948646973359,0.0209803076687572
HJA_190_2025,0.136230619367373,0,0.229795759747515,0.235060239351584,0.18065268065268,0.257250182610869,8.41346153846154,7.5,5.90592472197767,1.8974358974359,2,5.25452429422289,440.828566775182,416.733653904314,136.734203692496,0.350920404305394,0.319600092254035,0.157454379979592,-0.528673455217969,-0.666666666666667,0.746445387166855,1.36864326329338,1.42640692640693,0.469973074855383,0.309903698441516,0.25,0.204086697406829,0.0488718275331628,0,0.0736803816258745,0.012178380062014,0,0.0251316065143275,Inf,Inf,NA,1571.73557692308,1559.55,639.264054090639,-3068.28865427285,-3005.72659423863,957.840830823238,75.3671934737121,79.3,21.2736935342554,-147.23076251056,-149.46326608047,11.3702984851229,0.0488794325359852,0.0431441540038051,0.0228187869710926,0.0431313401373528,0.0385064321576646,0.0195917315002632
HJA_67_2025,0.10435533860734,0,0.217067839687651,0.207640835534353,0.0909090909090909,0.256509371060945,8.29137529137529,6,6.58775735253888,-0.578088578088578,-2,6.99409531212767,465.621582700981,456.770392362252,118.198320642184,0.348114268715474,0.316113000538678,0.155281146933836,-0.533224232104183,-0.7,0.674750506997311,1.41301232508973,1.52941176470588,0.485537407541467,0.423569089852923,0.428571428571429,0.184598703607674,0.0302978344463058,0,0.0576879079852568,0.0176910211381923,0,0.0257779562704437,Inf,1,NA,1672.0986013986,1658.7,689.849242671804,-3229.46497852064,-3129.90739565358,961.055596715749,75.4968906149692,80.25,19.2303894494234,-146.383350328608,-147.908890827329,9.22371383637145,0.0455394598862305,0.0413201023358734,0.01925755789368,0.0402543988333198,0.0371834725378146,0.0163340952727336
