Calibrated m/z,C,H,O,N,S,P,Molecular Formula,Is Isotopologue,Heteroatom Class,Calculated m/z,m/z Error (ppm),MolForm,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd
569.126226714,23,26,15,2,0,0,C23H26O15N2,0,N2 O15,569.126041688,0.325105589,C23H26O15N2,0,0.185185185185185,12,-3,-5,47.9086956521739,568.490735284914,0.509264715086374,0.434782608695652,0.652173913043478,1.1304347826087,0.0869565217391304,0,Inf,Tannin,Tannin,Other,47.9086956521739,-131.015037634257,0.0518163776977836,0.0462567886463553,1101.9,-3013.34586558791
573.092529565,23,26,15,0,1,0,C23H26O15S1,0,S1 O15,573.091964854,0.985377104,C23H26O15S,0,0.172413793103448,11,-4,-5,52.8652173913043,572.452609326717,0.547390673283189,0.260869565217391,0.652173913043478,1.1304347826087,0,0,NA,Tannin,Tannin,Other,52.8652173913043,-138.218381264107,0.0510697947374299,0.0439366668532374,1215.9,-3179.02276907447
557.11496756,23,26,16,0,0,0,C23H26O16,0,O16,557.114808299,0.285867441,C23H26O16,0,0.2,11,-5,-5,52.8652173913043,556.492888010189,0.507111989811392,0.260869565217391,0.695652173913043,1.1304347826087,0,0,NA,Tannin,Tannin,Other,52.8652173913043,-136.481257639967,0.05106979473743,0.0442980329994583,1215.9,-3139.06892571924
585.121093773,23,26,16,2,0,0,C23H26O16N2,0,N2 O16,585.120956308,0.234935194,C23H26O16N2,0,0.153846153846154,12,-4,-6,45.4304347826087,584.467742332464,0.532257667535987,0.521739130434783,0.695652173913043,1.1304347826087,0.0869565217391304,0,Inf,Tannin,Tannin,Other,45.4304347826087,-130.019051255542,0.0527491455779334,0.0468873660825676,1044.9,-2990.43817887746
613.127159066,23,26,16,4,0,0,C23H26O16N4,0,N4 O16,613.127104316,0.08929595,C23H26O16N4,0,0.0909090909090909,13,-3,-7,37.995652173913,612.442535802763,0.557464197236754,0.782608695652174,0.695652173913043,1.1304347826087,0.173913043478261,0,Inf,Tannin,Tannin,Other,37.995652173913,-123.556844871117,0.0557419522767503,0.0497825408583338,873.9,-2841.80743203568
589.086969474,23,26,16,0,1,0,C23H26O16S1,0,S1 O16,589.086879473,0.15278037,C23H26O16S,0,0.142857142857143,11,-5,-6,50.3869565217391,588.429189701227,0.570810298773267,0.347826086956522,0.695652173913043,1.1304347826087,0,0,NA,Tannin,Tannin,Other,50.3869565217391,-137.222394885392,0.0512727304967683,0.0445033670379989,1158.9,-3156.11508236402
573.10946497,23,26,17,0,0,0,C23H26O17,0,O17,573.109722918,-0.45008486,C23H26O17,0,0.172413793103448,11,-6,-6,50.3869565217391,572.469525821492,0.530474178507689,0.347826086956522,0.739130434782609,1.1304347826087,0,0,NA,Tannin,Tannin,Other,50.3869565217391,-135.485271261252,0.0512727304967682,0.0448783591746316,1158.9,-3116.1612390088
601.116328857,23,26,17,2,0,0,C23H26O17N2,0,N2 O17,601.115870927,0.761799311,C23H26O17N2,0,0.12,12,-5,-7,42.9521739130435,600.445116994074,0.554883005925603,0.608695652173913,0.739130434782609,1.1304347826087,0.0869565217391304,0,Inf,Tannin,Tannin,Other,42.9521739130435,-129.023064876827,0.0537134180723015,0.0475287105095111,987.9,-2967.53049216702
629.1222591,23,26,17,4,0,0,C23H26O17N4,0,N4 O17,629.122018936,0.381745246,C23H26O17N4,0,0.0476190476190476,13,-4,-8,35.5173913043478,628.419775565172,0.580224434828324,0.869565217391304,0.739130434782609,1.1304347826087,0.173913043478261,0,Inf,Tannin,Tannin,Other,35.5173913043478,-122.560858492402,0.0568090455613043,0.0504930869894743,816.9,-2818.89974532524
605.081647248,23,26,17,0,1,0,C23H26O17S1,0,S1 O17,605.081794093,-0.242685298,C23H26O17S,0,0.111111111111111,11,-6,-7,47.9086956521739,604.406007675135,0.59399232486544,0.434782608695652,0.739130434782609,1.1304347826087,0,0,NA,Tannin,Tannin,Other,47.9086956521739,-136.226408506677,0.0518163776977836,0.0450790529889394,1101.9,-3133.20739565358
645.11681038,23,26,18,4,0,0,C23H26O18N4,0,N4 O18,645.116933556,-0.190934637,C23H26O18N4,0,0,13,-5,-9,33.0391304347826,644.396467186324,0.603532813676225,0.956521739130435,0.782608695652174,1.1304347826087,0.173913043478261,0,Inf,Tannin,Tannin,Other,33.0391304347826,-121.564872113687,0.0579132889877558,0.0512138945154661,759.9,-2795.9920586148
661.112216648,23,26,19,4,0,0,C23H26O19N4,0,N4 O19,661.111848175,0.557353475,C23H26O19N4,0,0,13,-6,-10,30.5608695652174,660.374012840789,0.625987159211377,1.04347826086957,0.826086956521739,1.1304347826087,0.173913043478261,0,Inf,Tannin,Tannin,Other,30.5608695652174,-120.568885734972,0.0590561460842763,0.0519437670996834,702.9,-2773.08437190435
637.071647967,23,26,19,0,1,0,C23H26O19S1,0,S1 O19,637.071623332,0.038669693,C23H26O19S,0,0.04,11,-8,-9,42.9521739130435,636.360288073546,0.639711926453629,0.608695652173913,0.826086956521739,1.1304347826087,0,0,NA,Tannin,Tannin,Other,42.9521739130435,-134.234435749247,0.0537134180723015,0.0462554991540594,987.9,-3087.39202223269
377.1696446,23,26,1,2,1,0,C23H26O1N2S1,0,N2 S1 O1,377.169308188,0.89193895,C23H26ON2S,0.421052631578947,0.435897435897436,12,11,8,80.1260869565217,376.748493605363,0.251506394637431,-0.695652173913044,0.0434782608695652,1.1304347826087,0.0869565217391304,0,Inf,Other,Unsat Hydrocarbon,Other,80.1260869565217,-145.699984181692,0.0374374268698679,0.0342511502461688,1842.9,-3351.09963617891
409.141765746,23,26,1,2,2,0,C23H26O1N2S2,0,N2 S2 O1,409.141379363,0.944376084,C23H26ON2S2,0.388888888888889,0.405405405405405,12,11,7,77.6478260869565,408.684914395265,0.315085604734747,-0.608695652173913,0.0434782608695652,1.1304347826087,0.0869565217391304,0,Inf,Other,Unsat Hydrocarbon,Other,77.6478260869565,-146.441121427117,0.0387961214514615,0.0352017864595307,1785.9,-3368.14579282369
373.203142859,23,26,1,4,0,0,C23H26O1N4,0,N4 O1,373.203385023,-0.648879614,C23H26ON4,0.444444444444444,0.459459459459459,13,12,8,75.1695652173913,372.786420895642,0.213579104358359,-0.521739130434782,0.0434782608695652,1.1304347826087,0.173913043478261,0,Inf,Other,Unsat Hydrocarbon,Other,75.1695652173913,-138.496640551842,0.0402012242969369,0.037525206159199,1728.9,-3185.42273269236
381.134970509,23,26,1,0,2,0,C23H26O1S2,0,S2 O1,381.135231354,-0.684389942,C23H26OS2,0.4,0.414634146341463,11,10,8,85.0826086956522,380.709391796028,0.290608203971999,-0.869565217391305,0.0434782608695652,1.1304347826087,0,0,NA,Other,Unsat Hydrocarbon,Other,85.0826086956522,-152.903327811542,0.034850359802607,0.0312314786991588,1956.9,-3516.77653966547
717.028999278,23,26,22,0,2,0,C23H26O22S2,0,S2 O22,717.028438365,0.782275078,C23H26O22S2,0,0,11,-11,-13,33.0391304347826,716.228358291767,0.771641708233346,0.956521739130435,0.956521739130435,1.1304347826087,0,0,NA,Tannin,Tannin,Other,33.0391304347826,-131.987613858527,0.0579132889877558,0.0481944774405067,759.9,-3035.71511874613
393.164594136,23,26,2,2,1,0,C23H26O2N2S1,0,N2 S1 O2,393.164222808,0.944459615,C23H26O2N2S,0.388888888888889,0.421052631578947,12,10,7,77.6478260869565,392.725583037818,0.27441696218159,-0.608695652173913,0.0869565217391304,1.1304347826087,0.0869565217391304,0,Inf,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,77.6478260869565,-144.703997802977,0.0387961214514615,0.035461544126554,1785.9,-3328.19194946847
425.135883288,23,26,2,2,2,0,C23H26O2N2S2,0,N2 S2 O2,425.136293982,-0.966030103,C23H26O2N2S2,0.352941176470588,0.388888888888889,12,10,6,75.1695652173913,424.661172762733,0.338827237266912,-0.521739130434782,0.0869565217391304,1.1304347826087,0.0869565217391304,0,Inf,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,75.1695652173913,-145.445135048402,0.0402012242969369,0.0364422040219518,1728.9,-3345.23810611325
389.198163459,23,26,2,4,0,0,C23H26O2N4,0,N4 O2,389.198299643,-0.349908134,C23H26O2N4,0.411764705882353,0.444444444444444,13,11,7,72.6913043478261,388.763581312747,0.236418687253206,-0.434782608695652,0.0869565217391304,1.1304347826087,0.173913043478261,0,Inf,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,72.6913043478261,-137.500654173127,0.0416551544355244,0.0388405767555987,1671.9,-3162.51504598191
365.158320863,23,26,2,0,1,0,C23H26O2S1,0,S1 O2,365.158074799,0.673855528,C23H26O2S,0.4,0.428571428571429,11,9,8,85.0826086956522,364.750581819751,0.24941818024854,-0.869565217391305,0.0869565217391304,1.1304347826087,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,85.0826086956522,-151.166204187402,0.034850359802607,0.0314656433038431,1956.9,-3476.82269631025
349.181265944,23,26,3,0,0,0,C23H26O3,0,O3,349.180918244,0.995757608,C23H26O3,0.4,0.441860465116279,11,8,8,85.0826086956522,348.791367023006,0.208632976993556,-0.869565217391305,0.130434782608696,1.1304347826087,0,0,NA,Unsat Hydrocarbon,Lignin,Other,85.0826086956522,-149.429080563262,0.034850359802607,0.0317012804198069,1956.9,-3436.86885295503
377.18721739,23,26,3,2,0,0,C23H26O3N2,0,N2 O3,377.187066253,0.400694819,C23H26O3N2,0.388888888888889,0.435897435897436,12,9,7,77.6478260869565,376.766046773428,0.233953226571771,-0.608695652173913,0.130434782608696,1.1304347826087,0.0869565217391304,0,Inf,Unsat Hydrocarbon,Lignin,Other,77.6478260869565,-142.966874178837,0.0387961214514615,0.0357230226249048,1785.9,-3288.23810611325
409.159434762,23,26,3,2,1,0,C23H26O3N2S1,0,N2 S1 O3,409.159137428,0.726697133,C23H26O3N2S,0.352941176470588,0.405405405405405,12,9,6,75.1695652173913,408.702563681884,0.297436318115842,-0.521739130434782,0.130434782608696,1.1304347826087,0.0869565217391304,0,Inf,Unsat Hydrocarbon,Lignin,Other,75.1695652173913,-143.708011424262,0.0402012242969369,0.0367102305360022,1728.9,-3305.28426275802
441.131130324,23,26,3,2,2,0,C23H26O3N2S2,0,N2 S2 O3,441.131208602,-0.177447469,C23H26O3N2S2,0.3125,0.371428571428571,12,9,5,72.6913043478261,440.638559362998,0.361440637002204,-0.434782608695652,0.130434782608696,1.1304347826087,0.0869565217391304,0,Inf,Unsat Hydrocarbon,Lignin,Other,72.6913043478261,-144.449148669687,0.0416551544355244,0.0377223592673602,1671.9,-3322.3304194028
405.193205124,23,26,3,4,0,0,C23H26O3N4,0,N4 O3,405.193214262,-0.022553159,C23H26O3N4,0.375,0.428571428571429,13,10,6,70.2130434782609,404.740762771331,0.259237228669406,-0.347826086956522,0.130434782608696,1.1304347826087,0.173913043478261,0,Inf,Unsat Hydrocarbon,Lignin,Protein,70.2130434782609,-136.504667794412,0.0431605019916575,0.0401993716495619,1614.9,-3139.60735927147
413.124674807,23,26,3,0,2,0,C23H26O3S2,0,S2 O3,413.125060593,-0.93382482,C23H26O3S2,0.333333333333333,0.384615384615385,11,8,6,80.1260869565217,412.663376104426,0.336623895573894,-0.695652173913044,0.130434782608696,1.1304347826087,0,0,NA,Unsat Hydrocarbon,Lignin,Other,80.1260869565217,-150.911355054112,0.0374374268698679,0.0335004184649887,1842.9,-3470.96116624458
365.176126212,23,26,4,0,0,0,C23H26O4,0,O4,365.175832864,0.803306566,C23H26O4,0.368421052631579,0.428571428571429,11,7,7,82.604347826087,364.76836728714,0.231632712860289,-0.782608695652174,0.173913043478261,1.1304347826087,0,0,NA,Other,Lignin,Other,82.604347826087,-148.433094184547,0.0361228787201508,0.0328329861493474,1899.9,-3413.96116624458
442.124541083,23,26,4,1,1,1,C23H26O4N1P1S1,0,N1 S1 P1 O4,442.124740041,-0.450004554,C23H26O4NSP,0.3125,0.388888888888889,12,8,5,82.604347826087,441.63086087067,0.369139129330449,-0.782608695652174,0.173913043478261,1.1304347826087,0.0434782608695652,0.0434782608695652,1,Other,Lignin,Phytochemical,82.604347826087,-151.907341432827,0.0361228787201508,0.0323489792982675,1899.9,-3493.86885295503
474.09697189,23,26,4,1,2,1,C23H26O4N1P1S2,0,N1 S2 P1 O4,474.096811216,0.338907218,C23H26O4NS2P,0.266666666666667,0.352941176470588,12,8,4,80.1260869565217,473.567590975802,0.432409024197966,-0.695652173913044,0.173913043478261,1.1304347826087,0.0434782608695652,0.0434782608695652,1,Other,Lignin,Phytochemical,80.1260869565217,-152.648478678252,0.0374374268698679,0.0332533867615784,1842.9,-3510.9150095998
393.181644201,23,26,4,2,0,0,C23H26O4N2,0,N2 O4,393.181980873,-0.85627371,C23H26O4N2,0.352941176470588,0.421052631578947,12,8,6,75.1695652173913,392.742614064563,0.257385935436503,-0.521739130434782,0.173913043478261,1.1304347826087,0.0869565217391304,0,Inf,Other,Lignin,Other,75.1695652173913,-141.970887800122,0.0402012242969369,0.036980060841969,1728.9,-3265.3304194028
425.153862161,23,26,4,2,1,0,C23H26O4N2S1,0,N2 S1 O4,425.154052047,-0.446630276,C23H26O4N2S,0.3125,0.388888888888889,12,8,5,72.6913043478261,424.679131560363,0.320868439637138,-0.434782608695652,0.173913043478261,1.1304347826087,0.0869565217391304,0,Inf,Other,Lignin,Other,72.6913043478261,-142.712025045547,0.0416551544355244,0.0379990558384796,1671.9,-3282.37657604758
457.126435893,23,26,4,2,2,0,C23H26O4N2S2,0,N2 S2 O4,457.126123222,0.683992941,C23H26O4N2S2,0.266666666666667,0.352941176470588,12,8,4,70.2130434782609,456.616004430904,0.383995569095987,-0.347826086956522,0.173913043478261,1.1304347826087,0.0869565217391304,0,Inf,Other,Lignin,Other,70.2130434782609,-143.453162290972,0.0431605019916575,0.0390441928189635,1614.9,-3299.42273269236
438.158387064,23,26,4,3,0,1,C23H26O4N3P1,0,N3 P1 O4,438.158816876,-0.980948546,C23H26O4N3P,0.333333333333333,0.411764705882353,13,9,5,77.6478260869565,437.669135494679,0.330864505320847,-0.608695652173913,0.173913043478261,1.1304347826087,0.130434782608696,0.0434782608695652,3,Other,Lignin,Protein,77.6478260869565,-144.703997802977,0.0387961214514616,0.035461544126554,1785.9,-3328.19194946847
421.187935673,23,26,4,4,0,0,C23H26O4N4,0,N4 O4,421.188128882,-0.458723353,C23H26O4N4,0.333333333333333,0.411764705882353,13,9,5,67.7347826086957,420.717633461309,0.282366538690667,-0.260869565217392,0.173913043478261,1.1304347826087,0.173913043478261,0,Inf,Other,Lignin,Protein,67.7347826086957,-135.508681415697,0.0460104646007884,0.0423977483452321,1557.9,-3116.69967256102
429.119573157,23,26,4,0,2,0,C23H26O4S2,0,S2 O4,429.119975213,-0.936930956,C23H26O4S2,0.294117647058824,0.368421052631579,11,7,5,77.6478260869565,428.640414408037,0.35958559196331,-0.608695652173913,0.173913043478261,1.1304347826087,0,0,NA,Other,Lignin,Other,77.6478260869565,-149.915368675397,0.0387961214514615,0.0346873661133568,1785.9,-3448.05347953414
381.170797667,23,26,5,0,0,0,C23H26O5,0,O5,381.170747484,0.131655775,C23H26O5,0.333333333333333,0.414634146341463,11,6,6,80.1260869565217,380.745178949103,0.25482105089668,-0.695652173913044,0.217391304347826,1.1304347826087,0,0,NA,Other,Lignin,Other,80.1260869565217,-147.437107805832,0.0374374268698679,0.033999284594491,1842.9,-3391.05347953414
490.091369787,23,26,5,1,2,1,C23H26O5N1P1S2,0,N1 S2 P1 O5,490.091725835,-0.72649197,C23H26O5NS2P,0.214285714285714,0.333333333333333,12,7,3,77.6478260869565,489.544129385223,0.455870614777041,-0.608695652173913,0.217391304347826,1.1304347826087,0.0434782608695652,0.0434782608695652,1,Other,Lignin,Phytochemical,77.6478260869565,-151.652492299537,0.0387961214514616,0.0344326702310585,1785.9,-3488.00732288936
409.176501487,23,26,5,2,0,0,C23H26O5N2,0,N2 O5,409.176895492,-0.962920637,C23H26O5N2,0.3125,0.405405405405405,12,7,5,72.6913043478261,408.719611350027,0.280388649973474,-0.434782608695652,0.217391304347826,1.1304347826087,0.0869565217391304,0,Inf,Other,Lignin,Other,72.6913043478261,-140.974901421407,0.0416551544355244,0.0382776445816317,1671.9,-3242.42273269236
473.121328965,23,26,5,2,2,0,C23H26O5N2S2,0,N2 S2 O5,473.121037841,0.615325844,C23H26O5N2S2,0.214285714285714,0.333333333333333,12,7,3,67.7347826086957,472.593037462408,0.406962537591937,-0.260869565217392,0.217391304347826,1.1304347826087,0.0869565217391304,0,Inf,Other,Lignin,Other,67.7347826086957,-142.457175912257,0.0460104646007884,0.0404097737536415,1557.9,-3276.51504598191
454.153510148,23,26,5,3,0,1,C23H26O5N3P1,0,N3 P1 O5,454.153731495,-0.487383728,C23H26O5N3P,0.285714285714286,0.393939393939394,13,8,4,75.1695652173913,453.64639828135,0.353601718650225,-0.521739130434782,0.217391304347826,1.1304347826087,0.130434782608696,0.0434782608695652,3,Other,Lignin,Protein,75.1695652173913,-143.708011424262,0.0402012242969369,0.0367102305360022,1728.9,-3305.28426275802
437.182875218,23,26,5,4,0,0,C23H26O5N4,0,N4 O5,437.183043501,-0.38492638,C23H26O5N4,0.285714285714286,0.393939393939394,13,8,4,65.2565217391304,436.694712913921,0.305287086078806,-0.173913043478261,0.217391304347826,1.1304347826087,0.173913043478261,0,Inf,Other,Lignin,Protein,65.2565217391304,-134.512695036982,0.0496945151964034,0.0456657494607851,1500.9,-3093.79198585058
445.114722875,23,26,5,0,2,0,C23H26O5S2,0,S2 O5,445.114889832,-0.375087758,C23H26O5S2,0.25,0.351351351351351,11,6,4,75.1695652173913,444.617703798968,0.382296201032432,-0.521739130434782,0.217391304347826,1.1304347826087,0,0,NA,Other,Lignin,Other,75.1695652173913,-148.919382296682,0.0402012242969369,0.0359114905008922,1728.9,-3425.14579282369
397.165581578,23,26,6,0,0,0,C23H26O6,0,O6,397.165662103,-0.202750514,C23H26O6,0.294117647058824,0.4,11,5,5,77.6478260869565,396.722102941497,0.277897058502504,-0.608695652173913,0.260869565217391,1.1304347826087,0,0,NA,Other,Lignin,Other,77.6478260869565,-146.441121427117,0.0387961214514615,0.0352017864595307,1785.9,-3368.14579282369
425.171509559,23,26,6,2,0,0,C23H26O6N2,0,N2 O6,425.171810112,-0.706898741,C23H26O6N2,0.266666666666667,0.388888888888889,12,6,4,70.2130434782609,424.696759253121,0.303240746879396,-0.347826086956522,0.260869565217391,1.1304347826087,0.0869565217391304,0,Inf,Other,Lignin,Other,70.2130434782609,-139.978915042692,0.0431605019916575,0.0396177676811986,1614.9,-3219.51504598191
453.177825763,23,26,6,4,0,0,C23H26O6N4,0,N4 O6,453.177958121,-0.292065653,C23H26O6N4,0.230769230769231,0.375,13,7,3,62.7782608695652,452.67180335425,0.328196645749586,-0.0869565217391308,0.260869565217391,1.1304347826087,0.173913043478261,0,Inf,Other,Lignin,Protein,62.7782608695652,-133.516708658267,0.0500063393566784,0.0455336091794019,1443.9,-3070.88429914013
429.137626752,23,26,6,0,1,0,C23H26O6S1,0,S1 O6,429.137733277,-0.248230728,C23H26O6S,0.25,0.368421052631579,11,5,4,75.1695652173913,428.658447844231,0.341552155768738,-0.521739130434782,0.260869565217391,1.1304347826087,0,0,NA,Other,Lignin,Other,75.1695652173913,-147.182258672542,0.0402012242969369,0.0361759632727863,1728.9,-3385.19194946847
461.109458136,23,26,6,0,2,0,C23H26O6S2,0,S2 O6,461.109804452,-0.751049601,C23H26O6S2,0.2,0.333333333333333,11,5,3,72.6913043478261,460.594579195685,0.405420804315213,-0.434782608695652,0.260869565217391,1.1304347826087,0,0,NA,Other,Lignin,Other,72.6913043478261,-147.923395917967,0.0416551544355244,0.0371745660517299,1671.9,-3402.23810611325
413.160311701,23,26,7,0,0,0,C23H26O7,0,O7,413.160576723,-0.641450698,C23H26O7,0.25,0.384615384615385,11,4,4,75.1695652173913,412.698973205952,0.301026794048084,-0.521739130434782,0.304347826086957,1.1304347826087,0,0,NA,Lignin,Lignin,Other,75.1695652173913,-145.445135048402,0.0402012242969369,0.0364422040219518,1728.9,-3345.23810611325
490.109165365,23,26,7,1,1,1,C23H26O7N1P1S1,0,N1 S1 P1 O7,490.1094839,-0.649926272,C23H26O7NSP,0.153846153846154,0.333333333333333,12,5,2,75.1695652173913,489.561905092522,0.438094907478444,-0.521739130434782,0.304347826086957,1.1304347826087,0.0434782608695652,0.0434782608695652,1,Lignin,Lignin,Phytochemical,75.1695652173913,-148.919382296682,0.0402012242969369,0.0359114905008922,1728.9,-3425.14579282369
441.166418589,23,26,7,2,0,0,C23H26O7N2,0,N2 O7,441.166724732,-0.693937255,C23H26O7N2,0.214285714285714,0.371428571428571,12,5,3,67.7347826086957,440.673808224806,0.326191775194218,-0.260869565217392,0.304347826086957,1.1304347826087,0.0869565217391304,0,Inf,Lignin,Lignin,Other,67.7347826086957,-138.982928663977,0.0460104646007884,0.041002556886584,1557.9,-3196.60735927147
473.138867231,23,26,7,2,1,0,C23H26O7N2S1,0,N2 S1 O7,473.138795906,0.150748187,C23H26O7N2S,0.153846153846154,0.333333333333333,12,5,2,65.2565217391304,472.610556145024,0.389443854976435,-0.173913043478261,0.304347826086957,1.1304347826087,0.0869565217391304,0,Inf,Lignin,Lignin,Other,65.2565217391304,-139.724065909402,0.0496945151964034,0.0426338959349211,1500.9,-3213.65351591625
469.172728308,23,26,7,4,0,0,C23H26O7N4,0,N4 O7,469.17287274,-0.307844437,C23H26O7N4,0.166666666666667,0.354838709677419,13,6,2,60.3,468.648845848177,0.351154151823152,0,0.304347826086957,1.1304347826087,0.173913043478261,0,Inf,Lignin,Lignin,Protein,60.3,-132.520722279552,0.0503027332784546,0.0453558614575246,1386.9,-3047.97661242969
445.132484347,23,26,7,0,1,0,C23H26O7S1,0,S1 O7,445.132647897,-0.367418363,C23H26O7S,0.2,0.351351351351351,11,4,3,72.6913043478261,444.635445438349,0.364554561650721,-0.434782608695652,0.304347826086957,1.1304347826087,0,0,NA,Lignin,Lignin,Other,72.6913043478261,-146.186272293827,0.0416551544355244,0.0374475356560967,1671.9,-3362.28426275802
477.104585396,23,26,7,0,2,0,C23H26O7S2,0,S2 O7,477.104719071,-0.280180406,C23H26O7S2,0.142857142857143,0.314285714285714,11,4,2,70.2130434782609,476.571846153692,0.428153846307566,-0.347826086956522,0.304347826086957,1.1304347826087,0,0,NA,Lignin,Lignin,Other,70.2130434782609,-146.927409539252,0.0431605019916575,0.0384784819386087,1614.9,-3379.3304194028
429.155729613,23,26,8,0,0,0,C23H26O8,0,O8,429.155491342,0.555209202,C23H26O8,0.2,0.368421052631579,11,3,3,72.6913043478261,428.676530491415,0.323469508585049,-0.434782608695652,0.347826086956522,1.1304347826087,0,0,NA,Lignin,Lignin,Other,72.6913043478261,-144.449148669687,0.0416551544355244,0.0377223592673602,1671.9,-3322.3304194028
457.161504863,23,26,8,2,0,0,C23H26O8N2,0,N2 O8,457.161639351,-0.294181393,C23H26O8N2,0.153846153846154,0.352941176470588,12,4,2,65.2565217391304,456.651034242579,0.348965757421183,-0.173913043478261,0.347826086956522,1.1304347826087,0.0869565217391304,0,Inf,Lignin,Lignin,Other,65.2565217391304,-137.986942285262,0.0496945151964034,0.043637251358747,1500.9,-3173.69967256102
489.133698403,23,26,8,2,1,0,C23H26O8N2S1,0,N2 S1 O8,489.133710525,-0.024783008,C23H26O8N2S,0.0833333333333333,0.3125,12,4,1,62.7782608695652,488.587527345646,0.412472654354303,-0.0869565217391308,0.347826086956522,1.1304347826087,0.0869565217391304,0,Inf,Lignin,Lignin,Other,62.7782608695652,-138.728079530687,0.0500063393566784,0.0423961213253299,1443.9,-3190.7458292058
485.167845854,23,26,8,4,0,0,C23H26O8N4,0,N4 O8,485.16778736,0.120563864,C23H26O8N4,0.0909090909090909,0.333333333333333,13,5,1,57.8217391304348,484.626103103031,0.373896896968745,0.0869565217391304,0.347826086956522,1.1304347826087,0.173913043478261,0,Inf,Lignin,Lignin,Protein,57.8217391304348,-131.524735900837,0.0505809439519614,0.0451272664614444,1329.9,-3025.06892571924
493.099569378,23,26,8,0,2,0,C23H26O8S2,0,S2 O8,493.099633691,-0.130426731,C23H26O8S2,0.0769230769230769,0.294117647058824,11,3,1,67.7347826086957,492.548969993686,0.451030006314397,-0.260869565217392,0.347826086956522,1.1304347826087,0,0,NA,Lignin,Lignin,Other,67.7347826086957,-145.931423160537,0.0460104646007884,0.0398252515110111,1557.9,-3356.42273269236
445.150631819,23,26,9,0,0,0,C23H26O9,0,O9,445.150405962,0.507371979,C23H26O9,0.142857142857143,0.351351351351351,11,2,2,70.2130434782609,444.65357264672,0.346427353280092,-0.347826086956522,0.391304347826087,1.1304347826087,0,0,NA,Lignin,Lignin,Other,70.2130434782609,-143.453162290972,0.0431605019916575,0.0390441928189635,1614.9,-3299.42273269236
505.128227889,23,26,9,2,1,0,C23H26O9N2S1,0,N2 S1 O9,505.128625145,-0.786446178,C23H26O9N2S,0,0.290322580645161,12,3,0,60.3,504.564197197133,0.435802802866817,0,0.391304347826087,1.1304347826087,0.0869565217391304,0,Inf,Lignin,Lignin,Other,60.3,-137.732093151972,0.0503027332784545,0.0429450106997156,1386.9,-3167.83814249536
518.133206873,23,26,9,3,0,1,C23H26O9N3P1,0,N3 P1 O9,518.133389973,-0.353383963,C23H26O9N3P,0,0.310344827586207,13,4,0,65.2565217391304,517.554654705419,0.445345294581443,-0.173913043478261,0.391304347826087,1.1304347826087,0.130434782608696,0.0434782608695652,3,Lignin,Lignin,Protein,65.2565217391304,-139.724065909402,0.0496945151964034,0.0426338959349211,1500.9,-3213.65351591625
501.162741399,23,26,9,4,0,0,C23H26O9N4,0,N4 O9,501.16270198,0.078655383,C23H26O9N4,0,0.310344827586207,13,4,0,55.3434782608696,500.603138604774,0.39686139522604,0.173913043478261,0.391304347826087,1.1304347826087,0.173913043478261,0,Inf,Lignin,Lignin,Protein,55.3434782608696,-130.528749522122,0.0508378285585282,0.045148696104239,1272.9,-3002.1612390088
509.094603917,23,26,9,0,2,0,C23H26O9S2,0,S2 O9,509.094548311,0.109226096,C23H26O9S2,0,0.272727272727273,11,2,0,65.2565217391304,508.526144334226,0.473855665773669,-0.173913043478261,0.391304347826087,1.1304347826087,0,0,NA,Lignin,Lignin,Other,65.2565217391304,-144.935436781822,0.0496945151964034,0.0409452835379773,1500.9,-3333.51504598191
476.15661362,23,27,10,1,0,0,C23H27O10N1,0,N1 O10,476.156219618,0.827464319,C23H27O10N,0,0.294117647058824,11,1,0,65.2565217391304,475.624932891446,0.375067108553708,-0.173913043478261,0.434782608695652,1.17391304347826,0.0434782608695652,0,Inf,Lignin,Lignin,Other,65.2565217391304,-139.724065909402,0.0496945151964034,0.0426338959349211,1500.9,-3213.65351591625
521.132629623,23,27,10,2,0,1,C23H27O10N2P1,0,N2 P1 O10,521.133055621,-0.817446184,C23H27O10N2P,0,0.266666666666667,12,2,-1,67.7347826086957,520.55072827318,0.449271726819688,-0.260869565217392,0.434782608695652,1.17391304347826,0.0869565217391304,0.0434782608695652,2,Lignin,Lignin,Phytochemical,67.7347826086957,-142.457175912257,0.0460104646007884,0.0404097737536415,1557.9,-3276.51504598191
493.127074825,23,27,10,0,0,1,C23H27O10P1,0,P1 O10,493.126907612,0.339088129,C23H27O10P,0,0.294117647058824,11,1,0,75.1695652173913,492.576444727858,0.42355527214221,-0.521739130434782,0.434782608695652,1.17391304347826,0,0.0434782608695652,0,Lignin,Lignin,Phytochemical,75.1695652173913,-148.919382296682,0.0402012242969369,0.0359114905008922,1728.9,-3425.14579282369
