"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","34S"
"175","317.142225","317.142277947","317.142438535","1002005.7","-9999","446043.9","14.13","-1","-0.506361429","0.954541854","0","0.572725113","8","0.117647059","1.352941176","N2 P1 O2","de-protonated","0","-9999","C17 H23 O2 N2 P1","17","23","2","2","1","-9999","-9999","-9999","-9999"
"176","317.163527","317.163579955","317.163567903","645208.3","-9999","537899.7","8.4","-1","0.037996431","0.999738072","0","0.599842843","3","0.285714286","1.928571429","N2 P1 O4","de-protonated","0","-9999","C14 H27 O4 N2 P1","14","27","4","2","1","-9999","-9999","-9999","-9999"
"178","319.048917","319.048970649","319.048932072","1472318","-9999","535559.2","21.68","-1","0.120911824","0.997350796","0","0.598410477","10","0.357142857","0.928571429","N2 P1 O5","de-protonated","0","-9999","C14 H13 O5 N2 P1","14","13","5","2","1","-9999","-9999","-9999","-9999"
"179","319.062131","319.062184653","319.062199354","566655.6","-9999","591541.3","7.13","-1","-0.046073892","0.999614894","0","0.599768937","0","0.888888889","2.333333333","S1 P1 O8","de-protonated","0","-9999","C9 H21 O8 P1 S1","9","21","8","-9999","1","1","-9999","-9999","-9999"
"180","319.085304","319.085357662","319.085317581","1608770.5","-9999","528542.4","23.87","-1","0.12561165","0.997141145","0","0.598284687","9","0.266666667","1.133333333","N2 P1 O4","de-protonated","0","-9999","C15 H17 O4 N2 P1","15","17","4","2","1","-9999","-9999","-9999","-9999"
"181","319.121627","319.121680675","319.12170309","1583175","-9999","538103.5","23.46","-1","-0.070240116","0.999105192","0","0.599463115","8","0.1875","1.3125","N2 P1 O3","de-protonated","0","-9999","C16 H21 O3 N2 P1","16","21","3","2","1","-9999","-9999","-9999","-9999"
"182","319.158035","319.158088689","319.1580886","821835.4","-9999","656834.2","11.23","-1","2.78568e-4","0.999999986","0","0.599999992","7","0.117647059","1.470588235","N2 P1 O2","de-protonated","0","-9999","C17 H25 O2 N2 P1","17","25","2","2","1","-9999","-9999","-9999","-9999"
"184","321.028127","321.028181377","321.028196627","1015094.9","-9999","564323.9","14.33","-1","-0.047502773","0.999590642","0","0.599754385","10","0.461538462","0.846153846","N2 P1 O6","de-protonated","0","-9999","C13 H11 O6 N2 P1","13","11","6","2","1","-9999","-9999","-9999","-9999"
"185","321.064548","321.064602391","321.064582136","1938491.5","-9999","585061.6","29.16","-1","0.063084903","0.999278148","0","0.599566889","9","0.357142857","1.071428571","N2 P1 O5","de-protonated","0","-9999","C14 H15 O5 N2 P1","14","15","5","2","1","-9999","-9999","-9999","-9999"
"186","321.085667","321.085721398","321.085711504","649918.3","-9999","702999.9","8.47","-1","0.030814334","0.999827725","0","0.599896635","4","0.636363636","1.727272727","N2 P1 O7","de-protonated","0","-9999","C11 H19 O7 N2 P1","11","19","7","2","1","-9999","-9999","-9999","-9999"
"187","321.100954","321.101008404","321.100967646","2015168.3","-9999","445878.7","30.39","-1","0.12693322","0.99708076","0","0.598248456","8","0.266666667","1.266666667","N2 P1 O4","de-protonated","0","-9999","C15 H19 O4 N2 P1","15","19","4","2","1","-9999","-9999","-9999","-9999"
"189","321.137356","321.137410417","321.137353155","1765188.9","-9999","595836.8","26.38","-1","0.178311335","0.994247461","0","0.596548477","7","0.1875","1.4375","N2 P1 O3","de-protonated","0","-9999","C16 H23 O3 N2 P1","16","23","3","2","1","-9999","-9999","-9999","-9999"
"191","323.043936","323.043991119","323.044226814","1274045.1","-9999","481194.9","18.25","-1","-0.72960488","0.907928761","0","0.544757257","4","0.818181818","1.454545455","S1 O9","de-protonated","0","-9999","C11 H16 O9 S1","11","16","9","-9999","-9999","1","-9999","-9999","-9999"
"191","323.043936","323.043991119","323.043846691","1274045.1","-9999","481194.9","18.25","-1","0.447084435","0.964381054","0","0.578628632","9","0.461538462","1","N2 P1 O6","de-protonated","0","-9999","C13 H13 O6 N2 P1","13","13","6","2","1","-9999","-9999","-9999","-9999"
"192","323.080257","323.080312133","323.080612323","2330690","-9999","494449.2","34.99","-1","-0.929150845","0.855004528","0","0.513002717","3","0.666666667","1.666666667","S1 O8","de-protonated","0","-9999","C12 H20 O8 S1","12","20","8","-9999","-9999","1","-9999","-9999","-9999"
"192","323.080257","323.080312133","323.080232201","2330690","-9999","494449.2","34.99","-1","0.247405716","0.988955049","0","0.593373029","8","0.357142857","1.214285714","N2 P1 O5","de-protonated","0","-9999","C14 H17 O5 N2 P1","14","17","5","2","1","-9999","-9999","-9999","-9999"
"193","323.116679","323.116734146","323.116997833","2480966.8","-9999","480123.8","37.38","-1","-0.816071478","0.886175857","0","0.531705514","2","0.538461538","1.846153846","S1 O7","de-protonated","0","-9999","C13 H24 O7 S1","13","24","7","-9999","-9999","1","-9999","-9999","-9999"
"193","323.116679","323.116734146","323.11661771","2480966.8","-9999","480123.8","37.38","-1","0.360352726","0.97671356","0","0.586028136","7","0.266666667","1.4","N2 P1 O4","de-protonated","0","-9999","C15 H21 O4 N2 P1","15","21","4","2","1","-9999","-9999","-9999","-9999"
"194","323.153119","323.153174159","323.153383342","1242955.6","-9999","587080","17.75","-1","-0.647316452","0.926788057","0","0.556072834","1","0.428571429","2","S1 O6","de-protonated","0","-9999","C14 H28 O6 S1","14","28","6","-9999","-9999","1","-9999","-9999","-9999"
"194","323.153119","323.153174159","323.153003219","1242955.6","-9999","587080","17.75","-1","0.528975491","0.950495286","0","0.570297171","6","0.1875","1.5625","N2 P1 O3","de-protonated","0","-9999","C16 H25 O3 N2 P1","16","25","3","2","1","-9999","-9999","-9999","-9999"
"195","323.156372","323.156427161","323.156374523","1318092","-9999","491461.4","18.94","-1","0.162886763","0.995197355","0","0.597118413","1","0.230769231","2.230769231","N2 S1 P1 O3","de-protonated","0","-9999","C13 H29 O3 N2 P1 S1","13","29","3","2","1","1","-9999","-9999","-9999"
"198","325.023226","325.023281848","325.023111246","586951.8","-9999","737760.4","7.35","-1","0.52489002","0.951238135","0","0.570742881","9","0.583333333","0.916666667","N2 P1 O7","de-protonated","0","-9999","C12 H11 O7 N2 P1","12","11","7","2","1","-9999","-9999","-9999","-9999"
"199","325.059568","325.059623861","325.059876878","1701836.8","-9999","455967.3","25.02","-1","-0.778370763","0.895894435","0","0.537536661","3","0.818181818","1.636363636","S1 O9","de-protonated","0","-9999","C11 H18 O9 S1","11","18","9","-9999","-9999","1","-9999","-9999","-9999"
"199","325.059568","325.059623861","325.059496756","1701836.8","-9999","455967.3","25.02","-1","0.391022003","0.972638129","0","0.583582877","8","0.461538462","1.153846154","N2 P1 O6","de-protonated","0","-9999","C13 H15 O6 N2 P1","13","15","6","2","1","-9999","-9999","-9999","-9999"
"200","325.074775","325.074830867","325.07513302","565326.8","-9999","602843.4","7.01","-1","-0.929486035","0.854907882","0","0.512944729","7","0.4","1.2","S1 O6","de-protonated","0","-9999","C15 H18 O6 S1","15","18","6","-9999","-9999","1","-9999","-9999","-9999"
"200","325.074775","325.074830867","325.074752897","565326.8","-9999","602843.4","7.01","-1","0.239851674","0.989615763","0","0.593769458","12","0.176470588","0.882352941","N2 P1 O3","de-protonated","0","-9999","C17 H15 O3 N2 P1","17","15","3","2","1","-9999","-9999","-9999","-9999"
"201","325.095958","325.096013875","325.096262388","3034449.8","-9999","486584","46.14","-1","-0.764429147","0.899397766","0","0.53963866","2","0.666666667","1.833333333","S1 O8","de-protonated","0","-9999","C12 H22 O8 S1","12","22","8","-9999","-9999","1","-9999","-9999","-9999"
"201","325.095958","325.096013875","325.095882265","3034449.8","-9999","486584","46.14","-1","0.404832755","0.970700265","0","0.582420159","7","0.357142857","1.357142857","N2 P1 O5","de-protonated","0","-9999","C14 H19 O5 N2 P1","14","19","5","2","1","-9999","-9999","-9999","-9999"
"203","325.132318","325.132373888","325.132647897","1654870.8","-9999","448864.1","24.28","-1","-0.842760717","0.879085483","0","0.52745129","1","0.538461538","2","S1 O7","de-protonated","0","-9999","C13 H26 O7 S1","13","26","7","-9999","-9999","1","-9999","-9999","-9999"
"203","325.132318","325.132373888","325.132267775","1654870.8","-9999","448864.1","24.28","-1","0.326370241","0.980858111","0","0.588514867","6","0.266666667","1.533333333","N2 P1 O4","de-protonated","0","-9999","C15 H23 O4 N2 P1","15","23","4","2","1","-9999","-9999","-9999","-9999"
"205","325.1688","325.168855901","325.169033406","852955.7","-9999","476506.3","11.57","-1","-0.545885141","0.947365788","0","0.568419473","0","0.428571429","2.142857143","S1 O6","de-protonated","0","-9999","C14 H30 O6 S1","14","30","6","-9999","-9999","1","-9999","-9999","-9999"
"205","325.1688","325.168855901","325.168653284","852955.7","-9999","476506.3","11.57","-1","0.623115341","0.931972868","0","0.559183721","5","0.1875","1.6875","N2 P1 O3","de-protonated","0","-9999","C16 H27 O3 N2 P1","16","27","3","2","1","-9999","-9999","-9999","-9999"
"207","326.099368","326.099424244","326.099373446","610844.7","-9999","478841.4","7.73","-1","0.15577506","0.995606669","0","0.597364001","7","0.538461538","1.307692308","N3 O7","de-protonated","0","-9999","C13 H17 O7 N3","13","17","7","3","-9999","-9999","-9999","-9999","-9999"
"208","326.190683","326.190739278","326.190771909","4104169.5","-9999","470730.3","63.1","-1","-0.100038224","0.499092887","0.85247738","0.640446684","4","0.125","1.8125","N3 S1 O2","de-protonated","0","-9999","C16 H29 O2 N3 S1","16","29","2","3","-9999","1","-9999","-9999","-9999"
"210","327.038851","327.03890759","327.038761311","781409.1","-9999","459195.2","10.43","-1","0.447283142","0.964349956","0","0.578609974","8","0.583333333","1.083333333","N2 P1 O7","de-protonated","0","-9999","C12 H13 O7 N2 P1","12","13","7","2","1","-9999","-9999","-9999","-9999"
"211","327.075216","327.075272603","327.075526943","2070118.3","-9999","523153","30.86","-1","-0.77761721","0.896085059","0","0.537651035","2","0.818181818","1.818181818","S1 O9","de-protonated","0","-9999","C11 H20 O9 S1","11","20","9","-9999","-9999","1","-9999","-9999","-9999"
"211","327.075216","327.075272603","327.07514682","2070118.3","-9999","523153","30.86","-1","0.384568998","0.973521813","0","0.584113088","7","0.461538462","1.307692308","N2 P1 O6","de-protonated","0","-9999","C13 H17 O6 N2 P1","13","17","6","2","1","-9999","-9999","-9999","-9999"
"212","327.090504","327.090560609","327.090783084","794984.4","-9999","587734.6","10.64","-1","-0.680163527","0.919484372","0","0.551690623","6","0.4","1.333333333","S1 O6","de-protonated","0","-9999","C15 H20 O6 S1","15","20","6","-9999","-9999","1","-9999","-9999","-9999"
"212","327.090504","327.090560609","327.090402962","794984.4","-9999","587734.6","10.64","-1","0.481968587","0.958726546","0","0.575235927","11","0.176470588","1","N2 P1 O3","de-protonated","0","-9999","C17 H17 O3 N2 P1","17","17","3","2","1","-9999","-9999","-9999","-9999"
"213","327.111664","327.111720617","327.111912452","2574955.5","-9999","455487.3","38.86","-1","-0.586452171","0.93950236","0","0.563701416","1","0.666666667","2","S1 O8","de-protonated","0","-9999","C12 H24 O8 S1","12","24","8","-9999","-9999","1","-9999","-9999","-9999"
"213","327.111664","327.111720617","327.11153233","2574955.5","-9999","455487.3","38.86","-1","0.575604985","0.941653621","0","0.564992172","6","0.357142857","1.5","N2 P1 O5","de-protonated","0","-9999","C14 H21 O5 N2 P1","14","21","5","2","1","-9999","-9999","-9999","-9999"
"214","327.148026","327.14808263","327.148297962","828656.6","-9999","618975.4","11.18","-1","-0.658207477","0.924400094","0","0.554640056","0","0.538461538","2.153846154","S1 O7","de-protonated","0","-9999","C13 H28 O7 S1","13","28","7","-9999","-9999","1","-9999","-9999","-9999"
"214","327.148026","327.14808263","327.147917839","828656.6","-9999","618975.4","11.18","-1","0.503720352","0.955004013","0","0.573002408","5","0.266666667","1.666666667","N2 P1 O4","de-protonated","0","-9999","C15 H25 O4 N2 P1","15","25","4","2","1","-9999","-9999","-9999","-9999"
"216","328.154512","328.154569001","328.154780323","653185.4","-9999","485843.1","8.39","-1","-0.643971833","0.927514622","0","0.556508773","0","0.545454545","2.454545455","N3 S1 O6","de-protonated","0","-9999","C11 H27 O6 N3 S1","11","27","6","3","-9999","1","-9999","-9999","-9999"
"218","329.033396","329.033453324","329.03366213","731905.9","-9999","594010.6","9.47","-1","-0.634603027","0.929532789","0","0.557719673","7","0.615384615","1.076923077","S1 O8","de-protonated","0","-9999","C13 H14 O8 S1","13","14","8","-9999","-9999","1","-9999","-9999","-9999"
"218","329.033396","329.033453324","329.033282007","731905.9","-9999","594010.6","9.47","-1","0.52066697","0.952000549","0","0.57120033","12","0.333333333","0.733333333","N2 P1 O5","de-protonated","0","-9999","C15 H11 O5 N2 P1","15","11","5","2","1","-9999","-9999","-9999","-9999"
"219","329.05447","329.054527332","329.054411375","711109.1","-9999","461788.2","9.15","-1","0.352392965","0.977719516","0","0.58663171","7","0.583333333","1.25","N2 P1 O7","de-protonated","0","-9999","C12 H15 O7 N2 P1","12","15","7","2","1","-9999","-9999","-9999","-9999"
"220","329.06985","329.069907338","329.070047639","986503.3","-9999","585016.5","13.44","-1","-0.426358125","0.96755407","0","0.580532442","6","0.5","1.285714286","S1 O7","de-protonated","0","-9999","C14 H18 O7 S1","14","18","7","-9999","-9999","1","-9999","-9999","-9999"
"220","329.06985","329.069907338","329.069667517","986503.3","-9999","585016.5","13.44","-1","0.728784374","0.908125917","0","0.54487555","11","0.25","0.9375","N2 P1 O4","de-protonated","0","-9999","C16 H15 O4 N2 P1","16","15","4","2","1","-9999","-9999","-9999","-9999"
"221","329.090963","329.091020345","329.091177007","1453706.4","-9999","608552.7","20.71","-1","-0.476044292","0.959714371","0","0.575828623","1","0.818181818","2","S1 O9","de-protonated","0","-9999","C11 H22 O9 S1","11","22","9","-9999","-9999","1","-9999","-9999","-9999"
