"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","34S"
"3014","609.302513","609.302172263","609.302035701","2798458.3","-9999","290077.2","15.25","-1","0.224127535","0.986311564","0.887139092","0.946642575","8","0.21875","1.59375","S1 P1 O7","de-protonated","0","-9999","C32 H51 O7 P1 S1","32","51","7","-9999","1","1","-9999","-9999","-9999"
"3014","609.302513","609.302172263","609.302232406","2798458.3","-9999","290077.2","15.25","-1","-0.0987082","0.999115879","0.822234463","0.928363313","0","0.590909091","2.272727273","N4 S1 O13","de-protonated","0","-9999","C22 H50 O13 N4 S1","22","50","13","4","-9999","1","-9999","-9999","-9999"
"3015","609.32585","609.325509239","609.325534051","8759186","-9999","289773.1","51.15","-1","-0.040719627","0.664655527","0.946522711","0.777402401","12","0.166666667","1.388888889","S1 O6","de-protonated","0","-9999","C36 H50 O6 S1","36","50","6","-9999","-9999","1","-9999","-9999","-9999"
"3015","609.32585","609.325509239","609.325153928","8759186","-9999","289773.1","51.15","-1","0.58312218","0.634967283","0.932712561","0.75406539400000006","17","0.078947368","1.236842105","N2 P1 O3","de-protonated","0","-9999","C38 H47 O3 N2 P1","38","47","3","2","1","-9999","-9999","-9999","-9999"
"3016","609.338977","609.338636227","609.338421211","1452958.8","-9999","312395.2","7.15","-1","0.352867841","0.488830051","0.736963647","0.58808349","7","0.181818182","1.666666667","S1 P1 O6","de-protonated","0","-9999","C33 H55 O6 P1 S1","33","55","6","-9999","1","1","-9999","-9999","-9999"
"3017","609.362185","609.361844204","609.36191956","5133238","-9999","289173.1","29.31","-1","-0.123665114","0.998595547","0.969201389","0.986837884","11","0.135135135","1.459459459","S1 O5","de-protonated","0","-9999","C37 H54 O5 S1","37","54","5","-9999","-9999","1","-9999","-9999","-9999"
"3017","609.362185","609.361844204","609.361539438","5133238","-9999","289173.1","29.31","-1","0.50013939","0.942299184","0.958335665","0.948713776","16","0.051282051","1.307692308","N2 P1 O2","de-protonated","0","-9999","C39 H51 O2 N2 P1","39","51","2","2","1","-9999","-9999","-9999","-9999"
"3017","609.362185","609.361844204","609.361268112","5133238","-9999","289173.1","29.31","-1","0.945402832","0.425145605","0.761234226","0.559581053","2","0.24137931","2","N2 S2 O7","de-protonated","0","-9999","C29 H58 O7 N2 S2","29","58","7","2","-9999","2","-9999","-9999","-9999"
"3018","609.39856","609.398219168","609.39830507","2120154.3","-9999","325045.1","11.17","-1","-0.140962246","0.498200521","0.70871839","0.582407668","10","0.105263158","1.526315789","S1 O4","de-protonated","0","-9999","C38 H58 O4 S1","38","58","4","-9999","-9999","1","-9999","-9999","-9999"
"3018","609.39856","609.398219168","609.397924947","2120154.3","-9999","325045.1","11.17","-1","0.482805002","0.479293089","0.698017357","0.566782796","15","0.025","1.375","N2 P1 O1","de-protonated","0","-9999","C40 H55 O1 N2 P1","40","55","1","2","1","-9999","-9999","-9999","-9999"
"3018","609.39856","609.398219168","609.397653621","2120154.3","-9999","325045.1","11.17","-1","0.928041851","0.427662058","0.755017935","0.558604408","1","0.2","2.066666667","N2 S2 O6","de-protonated","0","-9999","C30 H62 O6 N2 S2","30","62","6","2","-9999","2","-9999","-9999","-9999"
"3019","610.148078","610.147736426","610.148238391","1842890.1","-9999","337235.2","9.49","-1","-0.822693616","0.442216301","0.692787115","0.542444626","30","0.073170732","0.609756098","N1 S1 O3","de-protonated","0","-9999","C41 H25 O3 N1 S1","41","25","3","1","-9999","1","-9999","-9999","-9999"
"3019","610.148078","610.147736426","610.148100007","1842890.1","-9999","337235.2","9.49","-1","-0.595889147","0.93760221","0","0.562561326","3","0.8","1.85","N1 S2 O16","de-protonated","0","-9999","C20 H37 O16 N1 S2","20","37","16","1","-9999","2","-9999","-9999","-9999"
"3019","610.148078","610.147736426","610.147586942","1842890.1","-9999","337235.2","9.49","-1","0.244995837","0.494584003","0.736963647","0.591535861","21","0.151515152","0.878787879","N3 S2 O5","de-protonated","0","-9999","C33 H29 O5 N3 S2","33","29","5","3","-9999","2","-9999","-9999","-9999"
"3019","610.148078","610.147736426","610.147719884","1842890.1","-9999","337235.2","9.49","-1","0.027111286","0.99986664","0","0.599919984","8","0.590909091","1.545454545","N3 S1 P1 O13","de-protonated","0","-9999","C22 H34 O13 N3 P1 S1","22","34","13","3","1","1","-9999","-9999","-9999"
"3020","610.184702","610.18436039","610.1846239","1590510.9","-9999","342500.9","7.97","-1","-0.431853966","0.483363186","0.68763467","0.56507178","29","0.047619048","0.69047619","N1 S1 O2","de-protonated","0","-9999","C42 H29 O2 N1 S1","42","29","2","1","-9999","1","-9999","-9999","-9999"
"3020","610.184702","610.18436039","610.184756842","1590510.9","-9999","342500.9","7.97","-1","-0.649725146","0.463131415","0.748902347","0.577439788","16","0.322580645","1.096774194","N1 P1 O10","de-protonated","0","-9999","C31 H34 O10 N1 P1","31","34","10","1","1","-9999","-9999","-9999","-9999"
"3020","610.184702","610.18436039","610.184485516","1590510.9","-9999","342500.9","7.97","-1","-0.205062932","0.992398971","0","0.595439383","2","0.714285714","1.952380952","N1 S2 O15","de-protonated","0","-9999","C21 H41 O15 N1 S2","21","41","15","1","-9999","2","-9999","-9999","-9999"
"3020","610.184702","610.18436039","610.183972452","1590510.9","-9999","342500.9","7.97","-1","0.635772238","0.957680235","0.6977027","0.853689221","20","0.117647059","0.970588235","N3 S2 O4","de-protonated","0","-9999","C34 H33 O4 N3 S2","34","33","4","3","-9999","2","-9999","-9999","-9999"
"3020","610.184702","610.18436039","610.184105393","1590510.9","-9999","342500.9","7.97","-1","0.417900594","0.968808452","0","0.581285071","7","0.52173913","1.652173913","N3 S1 P1 O12","de-protonated","0","-9999","C23 H38 O12 N3 P1 S1","23","38","12","3","1","1","-9999","-9999","-9999"
"3021","610.188558","610.188216386","610.187995204","1456882.6","-9999","351791.2","7.17","-1","0.362482081","0.48822041","0.703327172","0.574263115","24","0.051282051","0.846153846","N1 S2 O2","de-protonated","0","-9999","C39 H33 O2 N1 S2","39","33","2","1","-9999","2","-9999","-9999","-9999"
"3021","610.188558","610.188216386","610.188128145","1456882.6","-9999","351791.2","7.17","-1","0.144611933","0.996212624","0","0.597727575","11","0.357142857","1.357142857","N1 S1 P1 O10","de-protonated","0","-9999","C28 H38 O10 N1 P1 S1","28","38","10","1","1","1","-9999","-9999","-9999"
"3022","610.21169","610.211348363","610.21149015","1755402.1","-9999","291333.7","8.96","-1","-0.232356431","0.990251502","0.800976309","0.914541425","15","0.212121212","1.181818182","13C1 S1 P1 O7","de-protonated","1","3008","C32 H39 O7 P1 S1 13C1","32","39","7","-9999","1","1","1","-9999","-9999"
"3022","610.21169","610.211348363","610.211626495","1755402.1","-9999","291333.7","8.96","-1","-0.455796272","0.481502821","0.742885034","0.586055706","15","0.28125","1.15625","N1 S1 O9","de-protonated","0","-9999","C32 H37 O9 N1 S1","32","37","9","1","-9999","1","-9999","-9999","-9999"
"3022","610.21169","610.211348363","610.211759437","1755402.1","-9999","291333.7","8.96","-1","-0.673657805","0.920954998","0","0.552572999","2","0.80952381","2","N1 P1 O17","de-protonated","0","-9999","C21 H42 O17 N1 P1","21","42","17","1","1","-9999","-9999","-9999","-9999"
"3022","610.21169","610.211348363","610.210838701","1755402.1","-9999","291333.7","8.96","-1","0.835222981","0.8811053","0.750782095","0.828976018","6","0.36","1.72","13C1 N2 S2 P1 O9","de-protonated","1","3008","C24 H43 O9 N2 P1 S2 13C1","24","43","9","2","1","2","1","-9999","-9999"
"3022","610.21169","610.211348363","610.211246373","1755402.1","-9999","291333.7","8.96","-1","0.16713939","0.497471976","0.73113591","0.59093755","20","0.176470588","1","N3 P1 O6","de-protonated","0","-9999","C34 H34 O6 N3 P1","34","34","6","3","1","-9999","-9999","-9999","-9999"
"3022","610.21169","610.211348363","610.210975046","1755402.1","-9999","291333.7","8.96","-1","0.611782664","0.934342453","0","0.560605472","6","0.458333333","1.708333333","N3 S2 O11","de-protonated","0","-9999","C24 H41 O11 N3 S2","24","41","11","3","-9999","2","-9999","-9999","-9999"
"3022","610.21169","610.211348363","610.211686854","1755402.1","-9999","291333.7","8.96","-1","-0.554710868","0.945697514","0.737146691","0.862277185","7","0.565217391","1.652173913","13C1 N4 S1 O13","de-protonated","1","3008","C22 H38 O13 N4 S1 13C1","22","38","13","4","-9999","1","1","-9999","-9999"
"3023","610.225127","610.22478535","610.224380713","2534167.5","-9999","324292.9","13.65","-1","0.663094909","0.461658779","0.698017357","0.55620221","23","0.025","0.925","N1 S2 O1","de-protonated","0","-9999","C40 H37 O1 N1 S2","40","37","1","1","-9999","2","-9999","-9999","-9999"
"3023","610.225127","610.22478535","610.224513655","2534167.5","-9999","324292.9","13.65","-1","0.445237686","0.482334727","0.761234226","0.593894527","10","0.310344828","1.448275862","N1 S1 P1 O9","de-protonated","0","-9999","C29 H42 O9 N1 P1 S1","29","42","9","1","1","1","-9999","-9999","-9999"
"3023","610.225127","610.22478535","610.225361808","2534167.5","-9999","324292.9","13.65","-1","-0.944664473","0.425253274","0.773979033","0.564743578","11","0.481481481","1.37037037","N3 O13","de-protonated","0","-9999","C27 H37 O13 N3","27","37","13","3","-9999","-9999","-9999","-9999","-9999"
"3024","610.248192","610.247850327","610.248012004","2620206.8","-9999","299949.1","14.17","-1","-0.264937614","0.493672264","0.736963647","0.590988817","14","0.242424242","1.242424242","N1 S1 O8","de-protonated","0","-9999","C33 H41 O8 N1 S1","33","41","8","1","-9999","1","-9999","-9999","-9999"
"3024","610.248192","610.247850327","610.248144946","2620206.8","-9999","299949.1","14.17","-1","-0.482786199","0.479294668","0.807789663","0.610692666","1","0.727272727","2.090909091","N1 P1 O16","de-protonated","0","-9999","C22 H46 O16 N1 P1","22","46","16","1","1","-9999","-9999","-9999","-9999"
"3024","610.248192","610.247850327","610.247631882","2620206.8","-9999","299949.1","14.17","-1","0.357961025","0.488509038","0.725399619","0.58326527","19","0.142857143","1.085714286","N3 P1 O5","de-protonated","0","-9999","C35 H38 O5 N3 P1","35","38","5","3","1","-9999","-9999","-9999","-9999"
"3024","610.248192","610.247850327","610.247360556","2620206.8","-9999","299949.1","14.17","-1","0.802577871","0.444847413","0.787157861","0.581771592","5","0.4","1.8","N3 S2 O10","de-protonated","0","-9999","C25 H45 O10 N3 S2","25","45","10","3","-9999","2","-9999","-9999","-9999"
"3025","610.261349","610.261007314","610.260899164","2989884","-9999","303211.3","16.4","-1","0.17721889","0.497158766","0.755017935","0.600302434","9","0.266666667","1.533333333","N1 S1 P1 O8","de-protonated","0","-9999","C30 H46 O8 N1 P1 S1","30","46","8","1","1","1","-9999","-9999","-9999"
"3026","610.26956499999994","610.269223306","610.269005027","1695044.1","-9999","301388","8.6","-1","0.357676299","0.977054198","0.874302781","0.935953631","9","0.258064516","1.516129032","13C1 S1 P1 O8","de-protonated","1","3012","C30 H47 O8 P1 S1 13C1","30","47","8","-9999","1","1","1","-9999","-9999"
"3026","610.26956499999994","610.269223306","610.269141373","1695044.1","-9999","301388","8.6","-1","0.134257385","0.498367361","0.755017935","0.60102759","9","0.333333333","1.5","N1 S1 O10","de-protonated","0","-9999","C30 H45 O10 N1 S1","30","45","10","1","-9999","1","-9999","-9999","-9999"
"3026","610.26956499999994","610.269223306","610.26963063","1695044.1","-9999","301388","8.6","-1","-0.667449583","0.461173678","0.736963647","0.571489666","13","0.060606061","1.393939394","N3 S2 P1 O2","de-protonated","0","-9999","C33 H46 O2 N3 P1 S2","33","46","2","3","1","2","-9999","-9999","-9999"
"3026","610.26956499999994","610.269223306","610.26876125","1695044.1","-9999","301388","8.6","-1","0.757134706","0.45060544","0.742885034","0.567517278","14","0.21875","1.3125","N3 P1 O7","de-protonated","0","-9999","C32 H42 O7 N3 P1","32","42","7","3","1","-9999","-9999","-9999","-9999"
"3026","610.26956499999994","610.269223306","610.269340116","1695044.1","-9999","301388","8.6","-1","-0.191407552","0.993374339","0.935570457","0.970252786","28","0.023809524","0.80952381","13C1 N4 O1","de-protonated","1","3012","C41 H34 O1 N4 13C1","41","34","1","4","-9999","-9999","1","-9999","-9999"
"3026","610.26956499999994","610.269223306","610.269201731","1695044.1","-9999","301388","8.6","-1","0.035352053","0.999773257","0.808295737","0.923182249","1","0.666666667","2.19047619","13C1 N4 S1 O14","de-protonated","1","3012","C20 H46 O14 N4 S1 13C1","20","46","14","4","-9999","1","1","-9999","-9999"
"3027","610.284669","610.284327291","610.284397514","2180947.5","-9999","257565.1","11.53","-1","-0.115066183","0.498800231","0.73113591","0.591734503","13","0.205882353","1.323529412","N1 S1 O7","de-protonated","0","-9999","C34 H45 O7 N1 S1","34","45","7","1","-9999","1","-9999","-9999","-9999"
"3027","610.284669","610.284327291","610.284530456","2180947.5","-9999","257565.1","11.53","-1","-0.332901812","0.490046017","0.800793265","0.614344916","0","0.652173913","2.173913043","N1 P1 O15","de-protonated","0","-9999","C23 H50 O15 N1 P1","23","50","15","1","1","-9999","-9999","-9999","-9999"
"3027","610.284669","610.284327291","610.284017391","2180947.5","-9999","257565.1","11.53","-1","0.507795412","0.477145003","0.719752637","0.574188056","18","0.111111111","1.166666667","N3 P1 O4","de-protonated","0","-9999","C36 H42 O4 N3 P1","36","42","4","3","1","-9999","-9999","-9999","-9999"
"3027","610.284669","610.284327291","610.283746065","2180947.5","-9999","257565.1","11.53","-1","0.952385817","0.424124528","0.780512821","0.566679845","4","0.346153846","1.884615385","N3 S2 O9","de-protonated","0","-9999","C26 H49 O9 N3 S2","26","49","9","3","-9999","2","-9999","-9999","-9999"
"3028","610.292801","610.292459283","610.292503377","2747227.5","-9999","306487.3","14.94","-1","-0.072250621","0.666035506","0.95058281","0.779854428","13","0.2","1.314285714","13C1 S1 O7","de-protonated","1","3013","C34 H46 O7 S1 13C1","34","46","7","-9999","-9999","1","1","-9999","-9999"
"3028","610.292801","610.292459283","610.292636318","2747227.5","-9999","306487.3","14.94","-1","-0.290083366","0.984847365","0.946034664","0.969322285","0","0.625","2.125","13C1 P1 O15","de-protonated","1","3013","C23 H51 O15 P1 13C1","23","51","15","-9999","1","-9999","1","-9999","-9999"
"3028","610.292801","610.292459283","610.292772664","2747227.5","-9999","306487.3","14.94","-1","-0.51349348399999994","0.476641442","0.800793265","0.606302171","0","0.739130435","2.130434783","N1 O17","de-protonated","0","-9999","C23 H49 O17 N1","23","49","17","1","-9999","-9999","-9999","-9999","-9999"
"3028","610.292801","610.292459283","610.292123254","2747227.5","-9999","306487.3","14.94","-1","0.550602728","0.630984676","0.936596824","0.753229535","18","0.108108108","1.162162162","13C1 N2 P1 O4","de-protonated","1","3013","C36 H43 O4 N2 P1 13C1","36","43","4","2","1","-9999","1","-9999","-9999"
"3028","610.292801","610.292459283","610.291851928","2747227.5","-9999","306487.3","14.94","-1","0.995187246","0.557010348","0.93522794","0.708297385","4","0.333333333","1.851851852","13C1 N2 S2 O9","de-protonated","1","3013","C26 H50 O9 N2 S2 13C1","26","50","9","2","-9999","2","1","-9999","-9999"
"3028","610.292801","610.292459283","610.2922596","2747227.5","-9999","306487.3","14.94","-1","0.327192234","0.490381252","0.719752637","0.582129806","18","0.166666667","1.138888889","N3 O6","de-protonated","0","-9999","C36 H41 O6 N3","36","41","6","3","-9999","-9999","-9999","-9999","-9999"
"3029","610.297801","610.297459278","610.297284673","1586016.5","-9999","344932.1","7.94","-1","0.286097193","0.492628939","0.748902347","0.595138302","8","0.225806452","1.612903226","N1 S1 P1 O7","de-protonated","0","-9999","C31 H50 O7 N1 P1 S1","31","50","7","1","1","1","-9999","-9999","-9999"
"3030","610.305927","610.30558527","610.305390536","1643368.9","-9999","319292.5","8.29","-1","0.319075388","0.981696454","0.887139092","0.943873509","8","0.21875","1.59375","13C1 S1 P1 O7","de-protonated","1","3014","C31 H51 O7 P1 S1 13C1","31","51","7","-9999","1","1","1","-9999","-9999"
"3030","610.305927","610.30558527","610.305526882","1643368.9","-9999","319292.5","8.29","-1","0.095669803","0.499170315","0.748902347","0.599063128","8","0.290322581","1.580645161","N1 S1 O9","de-protonated","0","-9999","C31 H49 O9 N1 S1","31","49","9","1","-9999","1","-9999","-9999","-9999"
"3030","610.305927","610.30558527","610.306016139","1643368.9","-9999","319292.5","8.29","-1","-0.705989338","0.456765565","0.73113591","0.566513703","12","0.029411765","1.470588235","N3 S2 P1 O1","de-protonated","0","-9999","C34 H50 O1 N3 P1 S2","34","50","1","3","1","2","-9999","-9999","-9999"
"3030","610.305927","610.30558527","610.305146759","1643368.9","-9999","319292.5","8.29","-1","0.718509965","0.455289747","0.736963647","0.567959307","13","0.181818182","1.393939394","N3 P1 O6","de-protonated","0","-9999","C33 H46 O6 N3 P1","33","46","6","3","1","-9999","-9999","-9999","-9999"
"3030","610.305927","610.30558527","610.305587241","1643368.9","-9999","319292.5","8.29","-1","-0.003229629","0.999998107","0.822234463","0.92889265","0","0.590909091","2.272727273","13C1 N4 S1 O13","de-protonated","1","3014","C21 H50 O13 N4 S1 13C1","21","50","13","4","-9999","1","1","-9999","-9999"
"3031","610.320827","610.320485255","610.320783023","2045815.6","-9999","267502.6","10.71","-1","-0.487888061","0.478864178","0.725399619","0.577478354","12","0.171428571","1.4","N1 S1 O6","de-protonated","0","-9999","C35 H49 O6 N1 S1","35","49","6","1","-9999","1","-9999","-9999","-9999"
"3031","610.320827","610.320485255","610.320402901","2045815.6","-9999","267502.6","10.71","-1","0.134936168","0.498350838","0.714192896","0.584687661","17","0.081081081","1.243243243","N3 P1 O3","de-protonated","0","-9999","C37 H46 O3 N3 P1","37","46","3","3","1","-9999","-9999","-9999","-9999"
"3031","610.320827","610.320485255","610.320131575","2045815.6","-9999","267502.6","10.71","-1","0.579499902","0.47044261","0.773979033","0.591857179","3","0.296296296","1.962962963","N3 S2 O8","de-protonated","0","-9999","C27 H53 O8 N3 S2","27","53","8","3","-9999","2","-9999","-9999","-9999"
"3032","610.329122","610.328780247","610.328888886","3126144","-9999","294419.4","17.22","-1","-0.178001244","0.662844929","0.946522711","0.776316042","12","0.166666667","1.388888889","13C1 S1 O6","de-protonated","1","3015","C35 H50 O6 S1 13C1","35","50","6","-9999","-9999","1","1","-9999","-9999"
"3032","610.329122","610.328780247","610.328508764","3126144","-9999","294419.4","17.22","-1","0.444814907","0.643156882","0.932712561","0.758979154","17","0.078947368","1.236842105","13C1 N2 P1 O3","de-protonated","1","3015","C37 H47 O3 N2 P1 13C1","37","47","3","2","1","-9999","1","-9999","-9999"
"3032","610.329122","610.328780247","610.328645109","3126144","-9999","294419.4","17.22","-1","0.221417755","0.495571889","0.714192896","0.583020292","17","0.135135135","1.216216216","N3 O5","de-protonated","0","-9999","C37 H45 O5 N3","37","45","5","3","-9999","-9999","-9999","-9999","-9999"
"3033","610.365625","610.365283211","610.365274395","1757092.9","-9999","319975.4","8.97","-1","0.014442547","0.999962153","0.969201389","0.987657847","11","0.135135135","1.459459459","13C1 S1 O5","de-protonated","1","3017","C36 H54 O5 S1 13C1","36","54","5","-9999","-9999","1","1","-9999","-9999"
"3033","610.365625","610.365283211","610.364894273","1757092.9","-9999","319975.4","8.97","-1","0.63722169","0.928971231","0.958335665","0.940717005","16","0.051282051","1.307692308","13C1 N2 P1 O2","de-protonated","1","3017","C38 H51 O2 N2 P1 13C1","38","51","2","2","1","-9999","1","-9999","-9999"
"3033","610.365625","610.365283211","610.365030619","1757092.9","-9999","319975.4","8.97","-1","0.413837813","0.484701327","0.70871839","0.574308152","16","0.105263158","1.289473684","N3 O4","de-protonated","0","-9999","C38 H49 O4 N3","38","49","4","3","-9999","-9999","-9999","-9999","-9999"
"3034","611.086494","611.086151497","611.08648555","1726075.1","-9999","340146.5","8.78","-1","-0.546653637","0.473610736","0.761234226","0.588660132","18","0.448275862","0.827586207","S1 O13","de-protonated","0","-9999","C29 H24 O13 S1","29","24","13","-9999","-9999","1","-9999","-9999","-9999"
"3034","611.086494","611.086151497","611.085972486","1726075.1","-9999","340146.5","8.78","-1","0.292940123","0.492274888","0.68763467","0.570418801","36","0.047619048","0.380952381","N2 S1 O2","de-protonated","0","-9999","C42 H16 O2 N2 S1","42","16","2","2","-9999","1","-9999","-9999","-9999"
"3034","611.086494","611.086151497","611.086105427","1726075.1","-9999","340146.5","8.78","-1","0.075390144","0.499484618","0.748902347","0.59925171","23","0.322580645","0.677419355","N2 P1 O10","de-protonated","0","-9999","C31 H21 O10 N2 P1","31","21","10","2","1","-9999","-9999","-9999","-9999"
"3034","611.086494","611.086151497","611.085834101","1726075.1","-9999","340146.5","8.78","-1","0.519396805","0.95222877399999994","0","0.571337265","9","0.714285714","1.333333333","N2 S2 O15","de-protonated","0","-9999","C21 H28 O15 N2 S2","21","28","15","2","-9999","2","-9999","-9999","-9999"
"3035","611.122774","611.122431461","611.122871059","1583263.6","-9999","317135.6","7.92","-1","-0.719328174","0.455192568","0.755017935","0.575122715","17","0.4","0.933333333","S1 O12","de-protonated","0","-9999","C30 H28 O12 S1","30","28","12","-9999","-9999","1","-9999","-9999","-9999"
"3035","611.122774","611.122431461","611.122357995","1583263.6","-9999","317135.6","7.92","-1","0.120215453","0.498690592","0.6825583","0.572237675","35","0.023255814","0.465116279","N2 S1 O1","de-protonated","0","-9999","C43 H20 O1 N2 S1","43","20","1","2","-9999","1","-9999","-9999","-9999"
"3035","611.122774","611.122431461","611.122490937","1583263.6","-9999","317135.6","7.92","-1","-0.097321535","0.499141444","0.742885034","0.59663888","22","0.28125","0.78125","N2 P1 O9","de-protonated","0","-9999","C32 H25 O9 N2 P1","32","25","9","2","1","-9999","-9999","-9999","-9999"
"3035","611.122774","611.122431461","611.122219611","1583263.6","-9999","317135.6","7.92","-1","0.346658613","0.978430926","0","0.587058555","8","0.636363636","1.454545455","N2 S2 O14","de-protonated","0","-9999","C22 H32 O14 N2 S2","22","32","14","2","-9999","2","-9999","-9999","-9999"
"3035","611.122774","611.122431461","611.121839488","1583263.6","-9999","317135.6","7.92","-1","0.968666579","0.843448855","0","0.506069313","13","0.458333333","1.208333333","N4 S1 P1 O11","de-protonated","0","-9999","C24 H29 O11 N4 P1 S1","24","29","11","4","1","1","-9999","-9999","-9999"
"3036","611.1875","611.187157397","611.18739987","2118369","-9999","306035.3","11.14","-1","-0.39672309100000003","0.485922931","0.742885034","0.588707772","15","0.25","1.15625","S1 P1 O8","de-protonated","0","-9999","C32 H37 O8 P1 S1","32","37","8","-9999","1","1","-9999","-9999","-9999"
"3036","611.1875","611.187157397","611.186748421","2118369","-9999","306035.3","11.14","-1","0.669151494","0.460983366","0.793917021","0.594156828","6","0.416666667","1.708333333","N2 S2 P1 O10","de-protonated","0","-9999","C24 H41 O10 N2 P1 S2","24","41","10","2","1","2","-9999","-9999","-9999"
"3036","611.1875","611.187157397","611.187327287","2118369","-9999","306035.3","11.14","-1","-0.277965996","0.986078168","0.6977027","0.87072798","20","0.117647059","0.970588235","13C1 N3 S2 O4","de-protonated","1","3020","C33 H33 O4 N3 S2 13C1","33","33","4","3","-9999","2","1","-9999","-9999"
"3036","611.1875","611.187157397","611.187734958","2118369","-9999","306035.3","11.14","-1","-0.944981454","0.425207058","0.6825583","0.528147555","34","0.023255814","0.558139535","N4 O1","de-protonated","0","-9999","C43 H24 O1 N4","43","24","1","4","-9999","-9999","-9999","-9999","-9999"
"3036","611.1875","611.187157397","611.187596574","2118369","-9999","306035.3","11.14","-1","-0.718562757","0.455283479","0.807789663","0.596285953","7","0.636363636","1.636363636","N4 S1 O14","de-protonated","0","-9999","C22 H36 O14 N4 S1","22","36","14","4","-9999","1","-9999","-9999","-9999"
"3037","611.195998","611.195655389","611.195642078","1778409.8","-9999","278841.5","9.1","-1","0.021778538","0.49995697099999997","0.742885034","0.597128196","15","0.3125","1.125","S1 O10","de-protonated","0","-9999","C32 H36 O10 S1","32","36","10","-9999","-9999","1","-9999","-9999","-9999"
"3037","611.195998","611.195655389","611.19577502","1778409.8","-9999","278841.5","9.1","-1","-0.195732346","0.993072598","0","0.595843559","2","0.857142857","1.952380952","P1 O18","de-protonated","0","-9999","C21 H41 O18 P1","21","41","18","-9999","1","-9999","-9999","-9999","-9999"
"3037","611.195998","611.195655389","611.196131335","1778409.8","-9999","278841.5","9.1","-1","-0.778713049","0.4479039","0.725399619","0.558902188","19","0.057142857","1.057142857","N2 S2 P1 O2","de-protonated","0","-9999","C35 H37 O2 N2 P1 S2","35","37","2","2","1","2","-9999","-9999","-9999"
"3037","611.195998","611.195655389","611.195261956","1778409.8","-9999","278841.5","9.1","-1","0.643711579","0.463785512","0.73113591","0.570725671","20","0.205882353","0.970588235","N2 P1 O7","de-protonated","0","-9999","C34 H33 O7 N2 P1","34","33","7","2","1","-9999","-9999","-9999","-9999"
"3038","611.223695","611.223352362","611.222783057","2242821.8","-9999","269244.1","11.89","-1","0.93141862","0.427175095","0.6825583","0.529328377","28","0.093023256","0.744186047","O4","de-protonated","0","-9999","C43 H32 O4","43","32","4","-9999","-9999","-9999","-9999","-9999","-9999"
"3038","611.223695","611.223352362","611.223785379","2242821.8","-9999","269244.1","11.89","-1","-0.708443174","0.956471568","0.728255966","0.865185327","14","0.212121212","1.242424242","S1 P1 O7","de-protonated","0","-9999","C33 H41 O7 P1 S1","33","41","7","-9999","1","1","-9999","-9999","-9999"
"3038","611.223695","611.223352362","611.22313393","2242821.8","-9999","269244.1","11.89","-1","0.357367628","0.488546664","0.787157861","0.607991143","5","0.36","1.8","N2 S2 P1 O9","de-protonated","0","-9999","C25 H45 O9 N2 P1 S2","25","45","9","2","1","2","-9999","-9999","-9999"
"3039","611.232257","611.231914353","611.232027587","4136718.3","-9999","293974.1","23.3","-1","-0.185255804","0.496896041","0.736963647","0.592923084","14","0.272727273","1.212121212","S1 O9","de-protonated","0","-9999","C33 H40 O9 S1","33","40","9","-9999","-9999","1","-9999","-9999","-9999"
"3039","611.232257","611.231914353","611.232160529","4136718.3","-9999","293974.1","23.3","-1","-0.402753694","0.48549802","0.807789663","0.614414677","1","0.772727273","2.045454545","P1 O17","de-protonated","0","-9999","C22 H45 O17 P1","22","45","17","-9999","1","-9999","-9999","-9999","-9999"
"3039","611.232257","611.231914353","611.232516845","4136718.3","-9999","293974.1","23.3","-1","-0.985699572","0.419184808","0.719752637","0.53941194","18","0.027777778","1.138888889","N2 S2 P1 O1","de-protonated","0","-9999","C36 H41 O1 N2 P1 S2","36","41","1","2","1","2","-9999","-9999","-9999"
"3039","611.232257","611.231914353","611.231647465","4136718.3","-9999","293974.1","23.3","-1","0.436640086","0.482998756","0.725399619","0.579959101","19","0.171428571","1.057142857","N2 P1 O6","de-protonated","0","-9999","C35 H37 O6 N2 P1","35","37","6","2","1","-9999","-9999","-9999","-9999"
"3039","611.232257","611.231914353","611.231376139","4136718.3","-9999","293974.1","23.3","-1","0.880541184","0.434380707","0.787157861","0.575491569","5","0.44","1.76","N2 S2 O11","de-protonated","0","-9999","C25 H44 O11 N2 S2","25","44","11","2","-9999","2","-9999","-9999","-9999"
"3040","611.268678","611.268335317","611.268413097","9813811","-9999","285512.4","57.49","-1","-0.127243069","0.965983377","0.913307124","0.944912876","13","0.235294118","1.294117647","S1 O8","de-protonated","0","-9999","C34 H44 O8 S1","34","44","8","-9999","-9999","1","-9999","-9999","-9999"
"3040","611.268678","611.268335317","611.268546038","9813811","-9999","285512.4","57.49","-1","-0.344728025","0.980164693","0.945981273","0.966491325","0","0.695652174","2.130434783","P1 O16","de-protonated","0","-9999","C23 H49 O16 P1","23","49","16","-9999","1","-9999","-9999","-9999","-9999"
