"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","34S"
"2405","569.258459","569.258157886","569.257848413","17268758","-9999","300051","118.47","-1","0.543642697","0.479572398","0.925312567","0.657868466","12","0.21875","1.3125","S1 O7","de-protonated","0","-9999","C32 H42 O7 S1","32","42","7","-9999","-9999","1","-9999","-9999","-9999"
"2406","569.271725","569.271423872","569.271583725","1853985.1","-9999","276024.5","11.29","-1","-0.280802694","0.492897303","0.773979033","0.605329995","8","0.407407407","1.555555556","N2 O11","de-protonated","0","-9999","C27 H42 O11 N2","27","42","11","2","-9999","-9999","-9999","-9999","-9999"
"2407","569.294873","569.29457185","569.294233922","21823540","-9999","300555.6","150.13","-1","0.593590223","0.476343031","0.919699773","0.653685728","11","0.181818182","1.393939394","S1 O6","de-protonated","0","-9999","C33 H46 O6 S1","33","46","6","-9999","-9999","1","-9999","-9999","-9999"
"2408","569.306039","569.305737839","569.30611876","1408574.1","-9999","327373.7","8.2","-1","-0.669097898","0.460989365","0.698017357","0.555800562","20","0.075","1.05","O3","de-protonated","0","-9999","C40 H42 O3","40","42","3","-9999","-9999","-9999","-9999","-9999","-9999"
"2408","569.306039","569.305737839","569.305467311","1408574.1","-9999","327373.7","8.2","-1","0.475188046","0.959856216","0","0.57591373","11","0.15625","1.4375","N2 S1 O5","de-protonated","0","-9999","C32 H46 O5 N2 S1","32","46","5","2","-9999","1","-9999","-9999","-9999"
"2409","569.308414","569.308112836","569.307969235","1280576.3","-9999","367666.8","7.31","-1","0.252238437","0.98852185","0","0.59311311","7","0.357142857","1.642857143","N2 O10","de-protonated","0","-9999","C28 H46 O10 N2","28","46","10","2","-9999","-9999","-9999","-9999","-9999"
"2409","569.308414","569.308112836","569.308458492","1280576.3","-9999","367666.8","7.31","-1","-0.607150645","0.93530016","0","0.561180096","11","0.064516129","1.516129032","N4 S1 P1 O2","de-protonated","0","-9999","C31 H47 O2 N4 P1 S1","31","47","2","4","1","1","-9999","-9999","-9999"
"2410","569.323003","569.322701822","569.322377223","1259084.5","-9999","375622.8","7.16","-1","0.570149374","0.942722248","0","0.565633349","10","0.088235294","1.5","S1 P1 O3","de-protonated","0","-9999","C34 H51 O3 P1 S1","34","51","3","-9999","1","1","-9999","-9999","-9999"
"2410","569.323003","569.322701822","569.323225376","1259084.5","-9999","375622.8","7.16","-1","-0.919608317","0.857745858","0","0.51464751500000006","11","0.21875","1.4375","N2 O7","de-protonated","0","-9999","C32 H46 O7 N2","32","46","7","2","-9999","-9999","-9999","-9999","-9999"
"2410","569.323003","569.322701822","569.322437582","1259084.5","-9999","375622.8","7.16","-1","0.464130533","0.961666887","0.977643737","0.968057627","2","0.28","2.08","13C1 N3 S1 P1 O7","de-protonated","1","2392","C24 H52 O7 N3 P1 S1 13C1","24","52","7","3","1","1","1","-9999","-9999"
"2410","569.323003","569.322701822","569.322573927","1259084.5","-9999","375622.8","7.16","-1","0.224642957","0.990885085","0","0.594531051","2","0.375","2.083333333","N4 S1 O9","de-protonated","0","-9999","C24 H50 O9 N4 S1","24","50","9","4","-9999","1","-9999","-9999","-9999"
"2411","569.331243","569.330941814","569.330619431","16068692","-9999","301623.3","110.12","-1","0.5662477","0.47976357","0.911821767","0.652586849","10","0.147058824","1.470588235","S1 O5","de-protonated","0","-9999","C34 H50 O5 S1","34","50","5","-9999","-9999","1","-9999","-9999","-9999"
"2412","569.367669","569.367367778","569.367004941","6645874.5","-9999","312461.5","44.61","-1","0.637263412","0.938221214","0.967258243","0.94983602600000006","9","0.114285714","1.542857143","S1 O4","de-protonated","0","-9999","C35 H54 O4 S1","35","54","4","-9999","-9999","1","-9999","-9999","-9999"
"2413","569.403947","569.403645742","569.40339045","1529489.3","-9999","373461.7","9.04","-1","0.448349129","0.482091456","0.719752637","0.577155928","8","0.083333333","1.611111111","S1 O3","de-protonated","0","-9999","C36 H58 O3 S1","36","58","3","-9999","-9999","1","-9999","-9999","-9999"
"2414","570.117265","570.116963036","570.116938262","1252335.1","-9999","287283","7.11","-1","0.04345385","0.49982872","0.70871839","0.583384588","29","0.078947368","0.552631579","N1 S1 O3","de-protonated","0","-9999","C38 H21 O3 N1 S1","38","21","3","1","-9999","1","-9999","-9999","-9999"
"2414","570.117265","570.116963036","570.117071204","1252335.1","-9999","287283","7.11","-1","-0.189729372","0.993489634","0","0.59609378","16","0.407407407","0.962962963","N1 P1 O11","de-protonated","0","-9999","C27 H26 O11 N1 P1","27","26","11","1","1","-9999","-9999","-9999","-9999"
"2414","570.117265","570.116963036","570.116799878","1252335.1","-9999","287283","7.11","-1","0.286183824","0.985249016","0","0.59114941","2","0.941176471","1.941176471","N1 S2 O16","de-protonated","0","-9999","C17 H33 O16 N1 S2","17","33","16","1","-9999","2","-9999","-9999","-9999"
"2414","570.117265","570.116963036","570.116419755","1252335.1","-9999","287283","7.11","-1","0.952929449","0.848089648","0","0.508853789","7","0.684210526","1.578947368","N3 S1 P1 O13","de-protonated","0","-9999","C19 H30 O13 N3 P1 S1","19","30","13","3","1","1","-9999","-9999","-9999"
"2415","570.13596","570.135658017","570.135698648","1685502.9","-9999","281109.8","10.12","-1","-0.0712656","0.499539443","0.767553728","0.606745157","15","0.285714286","1.071428571","N1 S1 P1 O8","de-protonated","0","-9999","C28 H30 O8 N1 P1 S1","28","30","8","1","1","1","-9999","-9999","-9999"
"2416","570.172368","570.172065981","570.172084158","1498398","-9999","324216.1","8.82","-1","-0.031878863","0.999815618","0","0.599889371","14","0.24137931","1.172413793","N1 S1 P1 O7","de-protonated","0","-9999","C29 H34 O7 N1 P1 S1","29","34","7","1","1","1","-9999","-9999","-9999"
"2417","570.180898","570.180595973","570.180190021","1433125.3","-9999","285168.6","8.36","-1","0.711971863","0.91212608","0.859646141","0.891134105","14","0.233333333","1.166666667","13C1 S1 P1 O7","de-protonated","1","2400","C29 H35 O7 P1 S1 13C1","29","35","7","-9999","1","1","1","-9999","-9999"
"2417","570.180898","570.180595973","570.180326366","1433125.3","-9999","285168.6","8.36","-1","0.472844501","0.960243245","0","0.576145947","14","0.310344828","1.137931034","N1 S1 O9","de-protonated","0","-9999","C29 H33 O9 N1 S1","29","33","9","1","-9999","1","-9999","-9999","-9999"
"2417","570.180898","570.180595973","570.180459308","1433125.3","-9999","285168.6","8.36","-1","0.239687102","0.989629934","0","0.59377796","1","0.944444444","2.111111111","N1 P1 O17","de-protonated","0","-9999","C18 H38 O17 N1 P1","18","38","17","1","1","-9999","-9999","-9999","-9999"
"2417","570.180898","570.180595973","570.180815624","1433125.3","-9999","285168.6","8.36","-1","-0.385229934","0.486715971","0.742885034","0.589183596","18","0.03125","1.0625","N3 S2 P1 O1","de-protonated","0","-9999","C32 H34 O1 N3 P1 S2","32","34","1","3","1","2","-9999","-9999","-9999"
"2417","570.180898","570.180595973","570.180386725","1433125.3","-9999","285168.6","8.36","-1","0.366985198","0.975859","0.792508338","0.902518735","6","0.65","1.7","13C1 N4 S1 O13","de-protonated","1","2400","C19 H34 O13 N4 S1 13C1","19","34","13","4","-9999","1","1","-9999","-9999"
"2418","570.19416","570.19385796","570.194061679","1869104.6","-9999","341740.4","11.39","-1","-0.357280519","0.977104365","0","0.586262619","10","0.541666667","1.375","N3 O13","de-protonated","0","-9999","C24 H33 O13 N3","24","33","13","3","-9999","-9999","-9999","-9999","-9999"
"2419","570.217284","570.216981937","570.216711876","3996484","-9999","305837.7","26.18","-1","0.473611651","0.480058373","0.755017935","0.590042198","13","0.266666667","1.233333333","N1 S1 O8","de-protonated","0","-9999","C30 H37 O8 N1 S1","30","37","8","1","-9999","1","-9999","-9999","-9999"
"2419","570.217284","570.216981937","570.216844817","3996484","-9999","305837.7","26.18","-1","0.24046913","0.494781255","0.829532115","0.628681599","0","0.842105263","2.210526316","N1 P1 O16","de-protonated","0","-9999","C19 H42 O16 N1 P1","19","42","16","1","1","-9999","-9999","-9999","-9999"
"2420","570.225463","570.225160929","570.224817738","2186059","-9999","328217.5","13.6","-1","0.601850892","0.936388187","0.96025394100000006","0.945934489","13","0.258064516","1.225806452","13C1 S1 O8","de-protonated","1","2403","C30 H38 O8 S1 13C1","30","38","8","-9999","-9999","1","1","-9999","-9999"
"2420","570.225463","570.225160929","570.22495068","2186059","-9999","328217.5","13.6","-1","0.368711655","0.975634122","0.966492667","0.97197754","0","0.8","2.15","13C1 P1 O16","de-protonated","1","2403","C19 H43 O16 P1 13C1","19","43","16","-9999","1","-9999","1","-9999","-9999"
"2420","570.225463","570.225160929","570.225087026","2186059","-9999","328217.5","13.6","-1","0.129603146","0.996956851","0","0.59817411","0","0.947368421","2.157894737","N1 O18","de-protonated","0","-9999","C19 H41 O18 N1","19","41","18","1","-9999","-9999","-9999","-9999","-9999"
"2420","570.225463","570.225160929","570.225443341","2186059","-9999","328217.5","13.6","-1","-0.495264913","0.478234422","0.736963647","0.581726112","17","0.060606061","1.121212121","N3 S2 O2","de-protonated","0","-9999","C33 H37 O2 N3 S2","33","37","2","3","-9999","2","-9999","-9999","-9999"
"2420","570.225463","570.225160929","570.225576283","2186059","-9999","328217.5","13.6","-1","-0.728403638","0.45410867","0.807789663","0.595581067","4","0.454545455","1.909090909","N3 S1 P1 O10","de-protonated","0","-9999","C22 H42 O10 N3 P1 S1","22","42","10","3","1","1","-9999","-9999","-9999"
"2421","570.23034500000006","570.230042924","570.229599035","1992527.1","-9999","283538.1","12.25","-1","0.778438695","0.447938622","0.773979033","0.578354786","8","0.296296296","1.555555556","N1 S1 P1 O8","de-protonated","0","-9999","C27 H42 O8 N1 P1 S1","27","42","8","1","1","1","-9999","-9999","-9999"
"2421","570.23034500000006","570.230042924","570.230447188","1992527.1","-9999","283538.1","12.25","-1","-0.70894914","0.456418603","0.787157861","0.588714306","9","0.48","1.48","N3 O12","de-protonated","0","-9999","C25 H37 O12 N3","25","37","12","3","-9999","-9999","-9999","-9999","-9999"
"2422","570.253591","570.253288901","570.253097385","5900131","-9999","292101.4","39.42","-1","0.335843863","0.947170538","0.927170112","0.939170368","12","0.225806452","1.322580645","N1 S1 O7","de-protonated","0","-9999","C31 H41 O7 N1 S1","31","41","7","1","-9999","1","-9999","-9999","-9999"
"2423","570.261737","570.261434893","570.261203248","5308266","-9999","289703.7","35.3","-1","0.406208719","0.485251864","0.925312567","0.661276145","12","0.21875","1.3125","13C1 S1 O7","de-protonated","1","2405","C31 H42 O7 S1 13C1","31","42","7","-9999","-9999","1","1","-9999","-9999"
"2423","570.261737","570.261434893","570.261828851","5308266","-9999","289703.7","35.3","-1","-0.69083687","0.458523113","0.73113591","0.567568232","16","0.029411765","1.205882353","N3 S2 O1","de-protonated","0","-9999","C34 H41 O1 N3 S2","34","41","1","3","-9999","2","-9999","-9999","-9999"
"2423","570.261737","570.261434893","570.260959471","5308266","-9999","289703.7","35.3","-1","0.833691953","0.440756951","0.736963647","0.559239629","17","0.181818182","1.121212121","N3 O6","de-protonated","0","-9999","C33 H37 O6 N3","33","37","6","3","-9999","-9999","-9999","-9999","-9999"
"2423","570.261737","570.261434893","570.261961792","5308266","-9999","289703.7","35.3","-1","-0.923960675","0.428248978","0.800793265","0.577266693","3","0.391304348","2","N3 S1 P1 O9","de-protonated","0","-9999","C23 H46 O9 N3 P1 S1","23","46","9","3","1","1","-9999","-9999","-9999"
"2424","570.266461","570.266158888","570.265984544","1322350","-9999","292570.4","7.59","-1","0.305723475","0.983183566","0","0.589910139","7","0.25","1.642857143","N1 S1 P1 O7","de-protonated","0","-9999","C28 H46 O7 N1 P1 S1","28","46","7","1","1","1","-9999","-9999","-9999"
"2425","570.28999","570.289687865","570.289482894","4727682","-9999","299223.4","31.27","-1","0.359415074","0.950787803","0.958865159","0.954018745","11","0.1875","1.40625","N1 S1 O6","de-protonated","0","-9999","C32 H45 O6 N1 S1","32","45","6","1","-9999","1","-9999","-9999","-9999"
"2426","570.298135","570.297832857","570.297588757","6755209","-9999","291126.2","45.36","-1","0.428021637","0.483652291","0.919699773","0.658071284","11","0.181818182","1.393939394","13C1 S1 O6","de-protonated","1","2407","C32 H46 O6 S1 13C1","32","46","6","-9999","-9999","1","1","-9999","-9999"
"2426","570.298135","570.297832857","570.29734498","6755209","-9999","291126.2","45.36","-1","0.855477606","0.43782371","0.73113591","0.55514859","16","0.147058824","1.205882353","N3 O5","de-protonated","0","-9999","C34 H41 O5 N3","34","41","5","3","-9999","-9999","-9999","-9999","-9999"
"2426","570.298135","570.297832857","570.298347302","6755209","-9999","291126.2","45.36","-1","-0.90206292","0.431367383","0.793917021","0.576387239","2","0.333333333","2.083333333","N3 S1 P1 O8","de-protonated","0","-9999","C24 H50 O8 N3 P1 S1","24","50","8","3","1","1","-9999","-9999","-9999"
"2427","570.326273","570.325970829","570.325868404","1606560.8","-9999","312390.7","9.57","-1","0.179590987","0.49708242","0.736963647","0.593034911","10","0.151515152","1.484848485","N1 S1 O5","de-protonated","0","-9999","C33 H49 O5 N1 S1","33","49","5","1","-9999","1","-9999","-9999","-9999"
"2427","570.326273","570.325970829","570.325488281","1606560.8","-9999","312390.7","9.57","-1","0.846092127","0.439094251","0.725399619","0.553616398","15","0.057142857","1.314285714","N3 P1 O2","de-protonated","0","-9999","C35 H46 O2 N3 P1","35","46","2","3","1","-9999","-9999","-9999","-9999"
"2428","570.334487","570.334184821","570.333974266","4943784","-9999","297063.4","32.77","-1","0.369177354","0.487786646","0.911821767","0.657400694","10","0.147058824","1.470588235","13C1 S1 O5","de-protonated","1","2411","C33 H50 O5 S1 13C1","33","50","5","-9999","-9999","1","1","-9999","-9999"
"2428","570.334487","570.334184821","570.33373049","4943784","-9999","297063.4","32.77","-1","0.796606028","0.445618934","0.725399619","0.557531208","15","0.114285714","1.285714286","N3 O4","de-protonated","0","-9999","C35 H45 O4 N3","35","45","4","3","-9999","-9999","-9999","-9999","-9999"
"2428","570.334487","570.334184821","570.334732811","4943784","-9999","297063.4","32.77","-1","-0.960822269","0.422884209","0.787157861","0.56859367","1","0.28","2.16","N3 S1 P1 O7","de-protonated","0","-9999","C25 H54 O7 N3 P1 S1","25","54","7","3","1","1","-9999","-9999","-9999"
"2429","570.370973","570.370670785","570.370359776","2120135","-9999","330808.9","13.14","-1","0.545275417","0.94748016","0.967258243","0.955391393","9","0.114285714","1.542857143","13C1 S1 O4","de-protonated","1","2412","C34 H54 O4 S1 13C1","34","54","4","-9999","-9999","1","1","-9999","-9999"
"2429","570.370973","570.370670785","570.370115999","2120135","-9999","330808.9","13.14","-1","0.972676899","0.421129098","0.719752637","0.540578514","14","0.083333333","1.361111111","N3 O3","de-protonated","0","-9999","C36 H49 O3 N3","36","49","3","3","-9999","-9999","-9999","-9999","-9999"
"2429","570.370973","570.370670785","570.371118321","2120135","-9999","330808.9","13.14","-1","-0.784639597","0.447151529","0.780512821","0.580496045","0","0.230769231","2.230769231","N3 S1 P1 O6","de-protonated","0","-9999","C26 H58 O6 N3 P1 S1","26","58","6","3","1","1","-9999","-9999","-9999"
"2433","571.071076","571.070773092","571.070441562","1605147.3","-9999","353019.2","9.55","-1","0.580540752","0.470339554","0.755017935","0.584210906","21","0.333333333","0.666666667","S1 O10","de-protonated","0","-9999","C30 H20 O10 S1","30","20","10","-9999","-9999","1","-9999","-9999","-9999"
"2433","571.071076","571.070773092","571.070574504","1605147.3","-9999","353019.2","9.55","-1","0.347746745","0.97829678900000006","0","0.586978073","8","0.947368421","1.315789474","P1 O18","de-protonated","0","-9999","C19 H25 O18 P1","19","25","18","-9999","1","-9999","-9999","-9999","-9999"
"2433","571.071076","571.070773092","571.07093082","1605147.3","-9999","353019.2","9.55","-1","-0.276196315","0.493126826","0.736963647","0.590661554","25","0.060606061","0.636363636","N2 S2 P1 O2","de-protonated","0","-9999","C33 H21 O2 N2 P1 S2","33","21","2","2","1","2","-9999","-9999","-9999"
"2434","571.128438","571.128135035","571.12795644","1448524.4","-9999","336660.6","8.46","-1","0.312706623","0.982413443","0","0.589448066","15","0.392857143","1","S1 O11","de-protonated","0","-9999","C28 H28 O11 S1","28","28","11","-9999","-9999","1","-9999","-9999","-9999"
"2434","571.128438","571.128135035","571.128445697","1448524.4","-9999","336660.6","8.46","-1","-0.543943937","0.947729522","0","0.568637713","19","0.096774194","0.935483871","N2 S2 P1 O3","de-protonated","0","-9999","C31 H29 O3 N2 P1 S2","31","29","3","2","1","2","-9999","-9999","-9999"
"2434","571.128438","571.128135035","571.127576317","1448524.4","-9999","336660.6","8.46","-1","0.978271822","0.840591682","0","0.504355009","20","0.266666667","0.833333333","N2 P1 O8","de-protonated","0","-9999","C30 H25 O8 N2 P1","30","25","8","2","1","-9999","-9999","-9999","-9999"
"2435","571.143917","571.14361402","571.143212581","1308505.5","-9999","338019.7","7.49","-1","0.702869052","0.914260104","0","0.548556063","19","0.25","0.875","S1 O8","de-protonated","0","-9999","C32 H28 O8 S1","32","28","8","-9999","-9999","1","-9999","-9999","-9999"
"2435","571.143917","571.14361402","571.143345523","1308505.5","-9999","338019.7","7.49","-1","0.470104678","0.960693489","0","0.576416093","6","0.761904762","1.571428571","P1 O16","de-protonated","0","-9999","C21 H33 O16 P1","21","33","16","-9999","1","-9999","-9999","-9999","-9999"
"2436","571.156509","571.156206008","571.156099741","1296996.3","-9999","256803.9","7.41","-1","0.186055719","0.993738525","0","0.596243115","14","0.275862069","1.137931034","S1 P1 O8","de-protonated","0","-9999","C29 H33 O8 P1 S1","29","33","8","-9999","1","1","-9999","-9999","-9999"
"2436","571.156509","571.156206008","571.15643483","1296996.3","-9999","256803.9","7.41","-1","-0.400629402","0.485648384","0.698017357","0.570595973","33","0.025","0.5","N4 O1","de-protonated","0","-9999","C40 H20 O1 N4","40","20","1","4","-9999","-9999","-9999","-9999","-9999"
"2436","571.156509","571.156206008","571.156296445","1296996.3","-9999","256803.9","7.41","-1","-0.158341301","0.995461057","0","0.597276634","6","0.736842105","1.684210526","N4 S1 O14","de-protonated","0","-9999","C19 H32 O14 N4 S1","19","32","14","4","-9999","1","-9999","-9999","-9999"
"2437","571.164861","571.164557999","571.164341949","1972331.4","-9999","328081.1","12.11","-1","0.378262592","0.487185986","0.761234226","0.596805282","14","0.344827586","1.103448276","S1 O10","de-protonated","0","-9999","C29 H32 O10 S1","29","32","10","-9999","-9999","1","-9999","-9999","-9999"
"2437","571.164861","571.164557999","571.164831206","1972331.4","-9999","328081.1","12.11","-1","-0.478333452","0.479667001","0.742885034","0.584954214","18","0.0625","1.03125","N2 S2 P1 O2","de-protonated","0","-9999","C32 H33 O2 N2 P1 S2","32","33","2","2","1","2","-9999","-9999","-9999"
"2438","571.180245","571.179941984","571.17959809","1345912.5","-9999","304551","7.75","-1","0.602076113","0.936342118","0","0.561805271","18","0.212121212","0.96969697","S1 O7","de-protonated","0","-9999","C33 H32 O7 S1","33","32","7","-9999","-9999","1","-9999","-9999","-9999"
"2438","571.180245","571.179941984","571.179731032","1345912.5","-9999","304551","7.75","-1","0.36932659","0.975553782","0","0.585332269","5","0.681818182","1.681818182","P1 O15","de-protonated","0","-9999","C22 H37 O15 P1","22","37","15","-9999","1","-9999","-9999","-9999","-9999"
"2439","571.201207","571.200903963","571.200727458","5031562.5","-9999","285432.6","33.38","-1","0.309006593","0.969753613","0.953786999","0.963366967","13","0.3","1.2","S1 O9","de-protonated","0","-9999","C30 H36 O9 S1","30","36","9","-9999","-9999","1","-9999","-9999","-9999"
"2439","571.201207","571.200903963","571.2008604","5031562.5","-9999","285432.6","33.38","-1","0.076265748","0.993298485","0.971698821","0.984658619","0","0.894736842","2.157894737","P1 O17","de-protonated","0","-9999","C19 H41 O17 P1","19","41","17","-9999","1","-9999","-9999","-9999","-9999"
"2439","571.201207","571.200903963","571.201216716","5031562.5","-9999","285432.6","33.38","-1","-0.547534826","0.96184165","0.935732711","0.951398074","17","0.03030303","1.121212121","N2 S2 P1 O1","de-protonated","0","-9999","C33 H37 O1 N2 P1 S2","33","37","1","2","1","2","-9999","-9999","-9999"
"2439","571.201207","571.200903963","571.200347336","5031562.5","-9999","285432.6","33.38","-1","0.974486996","0.420859861","0.742885034","0.54966993","18","0.1875","1.03125","N2 P1 O6","de-protonated","0","-9999","C32 H33 O6 N2 P1","32","33","6","2","1","-9999","-9999","-9999","-9999"
"2440","571.22536","571.225056939","571.225499456","1275038.9","-9999","400972.9","7.26","-1","-0.774679437","0.89682684","0","0.538096104","17","0.176470588","1.088235294","P1 O6","de-protonated","0","-9999","C34 H37 O6 P1","34","37","6","-9999","1","-9999","-9999","-9999","-9999"
"2440","571.22536","571.225056939","571.22522813","1275038.9","-9999","400972.9","7.26","-1","-0.299689999","0.983835422","0","0.590301253","3","0.458333333","1.833333333","S2 O11","de-protonated","0","-9999","C24 H44 O11 S2","24","44","11","-9999","-9999","2","-9999","-9999","-9999"
"2440","571.22536","571.225056939","571.224848007","1275038.9","-9999","400972.9","7.26","-1","0.365761455","0.976017788","0","0.585610673","8","0.307692308","1.576923077","N2 S1 P1 O8","de-protonated","0","-9999","C26 H41 O8 N2 P1 S1","26","41","8","2","1","1","-9999","-9999","-9999"
"2441","571.23767","571.237366927","571.237112968","13031081","-9999","304815.2","88.99","-1","0.444577839","0.486540198","0.917822449","0.659053098","12","0.258064516","1.290322581","S1 O8","de-protonated","0","-9999","C31 H40 O8 S1","31","40","8","-9999","-9999","1","-9999","-9999","-9999"
"2442","571.257156","571.256852908","571.25645222","2826938","-9999","249870.7","18.05","-1","0.701415132","0.91459887","0.927170112","0.919627367","12","0.225806452","1.322580645","13C1 N1 S1 O7","de-protonated","1","2422","C30 H41 O7 N1 S1 13C1","30","41","7","1","-9999","1","1","-9999","-9999"
"2442","571.257156","571.256852908","571.257077823","2826938","-9999","249870.7","18.05","-1","-0.393719498","0.486132307","0.736963647","0.586464843","16","0.03030303","1.212121212","N4 S2 O1","de-protonated","0","-9999","C33 H40 O1 N4 S2","33","40","1","4","-9999","2","-9999","-9999","-9999"
"2442","571.257156","571.256852908","571.257210765","2826938","-9999","249870.7","18.05","-1","-0.626437222","0.4656356","0.807789663","0.602497225","3","0.409090909","2.045454545","N4 S1 P1 O9","de-protonated","0","-9999","C22 H45 O9 N4 P1 S1","22","45","9","4","1","1","-9999","-9999","-9999"
"2443","571.274065","571.273761891","571.273498477","22619848","-9999","300862.5","155.66","-1","0.46109963","0.481168731","0.928591942","0.660138016","11","0.21875","1.375","S1 O7","de-protonated","0","-9999","C32 H44 O7 S1","32","44","7","-9999","-9999","1","-9999","-9999","-9999"
"2444","571.293516","571.293212872","571.292837729","2009305.1","-9999","281716.3","12.36","-1","0.656655514","0.924742432","0.958865159","0.938391523","11","0.1875","1.40625","13C1 N1 S1 O6","de-protonated","1","2425","C31 H45 O6 N1 S1 13C1","31","45","6","1","-9999","1","1","-9999","-9999"
"2444","571.293516","571.293212872","571.293596274","2009305.1","-9999","281716.3","12.36","-1","-0.67111221","0.46076361","0.800793265","0.596775472","2","0.347826087","2.130434783","N4 S1 P1 O8","de-protonated","0","-9999","C23 H49 O8 N4 P1 S1","23","49","8","4","1","1","-9999","-9999","-9999"
"2445","571.310483","571.310179855","571.309883987","23348968","-9999","309621.1","160.73","-1","0.517877639","0.476355691","0.920990839","0.65420975","10","0.181818182","1.454545455","S1 O6","de-protonated","0","-9999","C33 H48 O6 S1","33","48","6","-9999","-9999","1","-9999","-9999","-9999"
"2446","571.346835","571.346531819","571.346269496","12973831","-9999","299760.1","88.59","-1","0.459131893","0.483430267","0.905658807","0.652321683","9","0.147058824","1.529411765","S1 O5","de-protonated","0","-9999","C34 H52 O5 S1","34","52","5","-9999","-9999","1","-9999","-9999","-9999"
"2447","571.383216","571.382912783","571.382655005","3669797.8","-9999","297391.4","23.91","-1","0.451147656","0.969812962","0.990011115","0.977892223","8","0.114285714","1.6","S1 O4","de-protonated","0","-9999","C35 H56 O4 S1","35","56","4","-9999","-9999","1","-9999","-9999","-9999"
"2448","572.115312","572.115008059","572.114830262","1554327.5","-9999","318453.3","9.19","-1","0.310771558","0.491314264","0.70871839","0.578275914","28","0.026315789","0.605263158","N1 S2 O1","de-protonated","0","-9999","C38 H23 O1 N1 S2","38","23","1","1","-9999","2","-9999","-9999","-9999"
"2448","572.115312","572.115008059","572.114963203","1554327.5","-9999","318453.3","9.19","-1","0.078402576","0.998885263","0","0.599331158","15","0.333333333","1.037037037","N1 S1 P1 O9","de-protonated","0","-9999","C27 H28 O9 N1 P1 S1","27","28","9","1","1","1","-9999","-9999","-9999"
"2449","572.151553","572.151249023","572.151348713","1619382.5","-9999","301518.4","9.65","-1","-0.17423698","0.497253315","0.767553728","0.60537348","14","0.285714286","1.142857143","N1 S1 P1 O8","de-protonated","0","-9999","C28 H32 O8 N1 P1 S1","28","32","8","1","1","1","-9999","-9999","-9999"
"2449","572.151553","572.151249023","572.150697264","1619382.5","-9999","301518.4","9.65","-1","0.964359145","0.84472411","0","0.506834466","5","0.5","1.8","N3 S2 P1 O10","de-protonated","0","-9999","C20 H36 O10 N3 P1 S2","20","36","10","3","1","2","-9999","-9999","-9999"
"2450","572.196653","572.196348978","572.195976431","3337693.3","-9999","296490.9","21.59","-1","0.651083941","0.462982905","0.761234226","0.582283434","13","0.310344828","1.206896552","N1 S1 O9","de-protonated","0","-9999","C29 H35 O9 N1 S1","29","35","9","1","-9999","1","-9999","-9999","-9999"
"2450","572.196653","572.196348978","572.196109372","3337693.3","-9999","296490.9","21.59","-1","0.418747834","0.484341926","0.837042051","0.625421976","0","0.944444444","2.222222222","N1 P1 O17","de-protonated","0","-9999","C18 H40 O17 N1 P1","18","40","17","1","1","-9999","-9999","-9999","-9999"
"2450","572.196653","572.196348978","572.196465688","3337693.3","-9999","296490.9","21.59","-1","-0.203967948","0.496239812","0.742885034","0.594897901","17","0.03125","1.125","N3 S2 P1 O1","de-protonated","0","-9999","C32 H36 O1 N3 P1 S2","32","36","1","3","1","2","-9999","-9999","-9999"
"2451","572.204669","572.20436497","572.204082294","1248228.1","-9999","335898.5","7.07","-1","0.494013968","0.956683641","0.953786999","0.955524984","13","0.3","1.2","13C1 S1 O9","de-protonated","1","2439","C29 H36 O9 S1 13C1","29","36","9","-9999","-9999","1","1","-9999","-9999"
"2451","572.204669","572.20436497","572.204215235","1248228.1","-9999","335898.5","7.07","-1","0.261681189","0.987651803","0.971698821","0.98127061","0","0.894736842","2.157894737","13C1 P1 O17","de-protonated","1","2439","C18 H41 O17 P1 13C1","18","41","17","-9999","1","-9999","1","-9999","-9999"
"2451","572.204669","572.20436497","572.204571551","1248228.1","-9999","335898.5","7.07","-1","-0.361025673","0.97662753","0.935732711","0.960269603","17","0.03030303","1.121212121","13C1 N2 S2 P1 O1","de-protonated","1","2439","C32 H37 O1 N2 P1 S2 13C1","32","37","1","2","1","2","1","-9999","-9999"
"2451","572.204669","572.20436497","572.204707897","1248228.1","-9999","335898.5","7.07","-1","-0.599306779","0.936907544","0","0.562144527","17","0.09375","1.09375","N3 S2 O3","de-protonated","0","-9999","C32 H35 O3 N3 S2","32","35","3","3","-9999","2","-9999","-9999","-9999"
"2451","572.204669","572.20436497","572.203838517","1248228.1","-9999","335898.5","7.07","-1","0.920045749","0.857620622","0","0.514572373","18","0.258064516","1","N3 O8","de-protonated","0","-9999","C31 H31 O8 N3","31","31","8","3","-9999","-9999","-9999","-9999","-9999"
