"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S","36S"
"1686","358.198586","358.198453605","358.198359213","1667783.1","-9999","603126.3","20.95","-1","0.263519078","0.987478835","0","0.592487301","4","0.375","1.8125","N3 O6","de-protonated","0","-9999","C16 H29 O6 N3","16","29","6","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1689","358.233262","358.233129598","358.232954607","648911.1","-9999","501712.4","7.05","-1","0.488485967","0.957626913","0.96877205","0.962084968","8","0.1","1.5","13C1 N4 O2","de-protonated","1","1679","C19 H30 O2 N4 13C1","19","30","2","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1690","358.269359","358.269226591","358.269340116","921047.3","-9999","390486.7","10.76","-1","-0.316869817","0.981946332","0.992092417","0.986004766","7","0.047619048","1.619047619","13C1 N4 O1","de-protonated","1","1682","C20 H34 O1 N4 13C1","20","34","1","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1696","359.042338","359.042205438","359.042192921","706184.9","-9999","494257.7","7.83","-1","0.034861272","0.999779508","0","0.599867705","17","0.277777778","0.444444444","N4 O5","de-protonated","0","-9999","C18 H8 O5 N4","18","8","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1697","359.078818","359.078685431","359.07857843","957201.3","-9999","426057.8","11.25","-1","0.297985138","0.984017338","0","0.590410403","16","0.210526316","0.631578947","N4 O4","de-protonated","0","-9999","C19 H12 O4 N4","19","12","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1698","359.115212","359.115079423","359.11496394","895385.7","-9999","670103.8","10.41","-1","0.321578103","0.981410891","0","0.588846535","15","0.15","0.8","N4 O3","de-protonated","0","-9999","C20 H16 O3 N4","20","16","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1699","359.12845600000003","359.128323421","359.128231222","744092.8","-9999","619625.8","8.34","-1","0.256729445","0.988111944","0","0.592867166","5","0.4","1.6","N2 S1 O6","de-protonated","0","-9999","C15 H24 O6 N2 S1","15","24","6","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1700","359.136419","359.136286419","359.136093308","1362334.6","-9999","539736.8","16.78","-1","0.537710481","0.948889692","0","0.569333815","10","0.294117647","1.176470588","N4 O5","de-protonated","0","-9999","C17 H20 O5 N4","17","20","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1701","359.158827","359.158694415","359.158876446","867619.8","-9999","380034.1","10.03","-1","-0.506827358","0.954460094","0","0.572676057","0","0.666666667","2.416666667","N2 P1 O8","de-protonated","0","-9999","C12 H29 O8 N2 P1","12","29","8","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1702","359.164769","359.164636413","359.164616731","1515429.1","-9999","409426.4","18.87","-1","0.054800044","0.99945525","0","0.59967315","4","0.3125","1.75","N2 S1 O5","de-protonated","0","-9999","C16 H28 O5 N2 S1","16","28","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1703","359.171425","359.171292412","359.171141407","901542.6","-9999","664742.3","10.49","-1","0.420427614","0.968436119","0","0.581061671","4","0.470588235","1.647058824","O8","de-protonated","0","-9999","C17 H28 O8","17","28","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1704","359.172793","359.172660412","359.172478817","2439591","-9999","492274.8","31.47","-1","0.505591841","0.95467675","0","0.57280605","9","0.222222222","1.333333333","N4 O4","de-protonated","0","-9999","C18 H24 O4 N4","18","24","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1706","359.207784","359.207651405","359.207526916","1665455","-9999","632945.7","20.91","-1","0.346565406","0.978442397","0","0.587065438","3","0.388888889","1.777777778","O7","de-protonated","0","-9999","C18 H32 O7","18","32","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1707","359.209065","359.208932405","359.208864327","5019055.5","-9999","457718.4","66.66","-1","0.189522406","0.992180425","0.954796831","0.977226987","8","0.157894737","1.473684211","N4 O3","de-protonated","0","-9999","C19 H28 O3 N4","19","28","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1708","359.245443","359.245310397","359.245249836","2303927.8","-9999","510676.2","29.62","-1","0.16857999","0.497428322","0.822155738","0.627319288","7","0.1","1.6","N4 O2","de-protonated","0","-9999","C20 H32 O2 N4","20","32","2","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1709","359.281813","359.28168039","359.281635345","776512.1","-9999","426323.5","8.78","-1","0.125375166","0.997151884","0","0.59829113","6","0.047619048","1.714285714","N4 O1","de-protonated","0","-9999","C21 H36 O1 N4","21","36","1","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1713","360.212433","360.212300206","360.212219162","718743.8","-9999","613429","7.99","-1","0.224989553","0.990857066","0.954796831","0.976432972","8","0.157894737","1.473684211","13C1 N4 O3","de-protonated","1","1707","C18 H28 O3 N4 13C1","18","28","3","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1716","361.058044","361.057911038","361.057842986","1047645","-9999","554524.3","12.48","-1","0.18848028","0.993574799","0","0.59614488","16","0.277777778","0.555555556","N4 O5","de-protonated","0","-9999","C18 H10 O5 N4","18","10","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1717","361.071048","361.070915035","361.071110268","1295456","-9999","449023.6","15.86","-1","-0.540703427","0.948334137","0","0.569000482","6","0.615384615","1.384615385","N2 S1 O8","de-protonated","0","-9999","C13 H18 O8 N2 S1","13","18","8","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1717","361.071048","361.070915035","361.070730145","1295456","-9999","449023.6","15.86","-1","0.512060707","0.953537082","0","0.572122249","11","0.333333333","1","N4 P1 O5","de-protonated","0","-9999","C15 H15 O5 N4 P1","15","15","5","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1718","361.094429","361.094296031","361.094228495","1315429.5","-9999","437693.1","16.13","-1","0.187030723","0.993672937","0","0.596203762","15","0.210526316","0.736842105","N4 O4","de-protonated","0","-9999","C19 H14 O4 N4","19","14","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1719","361.107587","361.107454028","361.107495777","699240.6","-9999","568341.6","7.72","-1","-0.115613734","0.997577598","0","0.598546559","5","0.5","1.571428571","N2 S1 O7","de-protonated","0","-9999","C14 H22 O7 N2 S1","14","22","7","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1719","361.107587","361.107454028","361.107115654","699240.6","-9999","568341.6","7.72","-1","0.93704477","0.852722126","0","0.511633276","10","0.25","1.1875","N4 P1 O4","de-protonated","0","-9999","C16 H19 O4 N4 P1","16","19","4","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1720","361.130917","361.130784023","361.130614004","1417838","-9999","519823.6","17.53","-1","0.470796766","0.960579983","0","0.57634799","14","0.15","0.9","N4 O3","de-protonated","0","-9999","C20 H18 O3 N4","20","18","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1721","361.144057","361.143924021","361.143881286","1640561.1","-9999","560803.7","20.57","-1","0.118330755","0.99746255","0","0.59847753","4","0.4","1.733333333","N2 S1 O6","de-protonated","0","-9999","C15 H26 O6 N2 S1","15","26","6","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1722","361.152057","361.151924019","361.151743372","1584755","-9999","504935.9","19.8","-1","0.500196591","0.955617214","0","0.573370328","9","0.294117647","1.294117647","N4 O5","de-protonated","0","-9999","C17 H22 O5 N4","17","22","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1723","361.167307","361.167174016","361.166999514","1304310.6","-9999","458475.4","15.98","-1","0.483163067","0.958526021","0","0.575115612","13","0.095238095","1.047619048","N4 O2","de-protonated","0","-9999","C21 H22 O2 N4","21","22","2","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1725","361.180272","361.180139014","361.180266796","3410809.5","-9999","450593.1","44.72","-1","-0.353790389","0.987731253","0.9620468","0.977457472","3","0.3125","1.875","N2 S1 O5","de-protonated","0","-9999","C16 H30 O5 N2 S1","16","30","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1725","361.180272","361.180139014","361.179886673","3410809.5","-9999","450593.1","44.72","-1","0.698655773","0.88320936","0.97748213","0.920918468","8","0.111111111","1.5","N4 P1 O2","de-protonated","0","-9999","C18 H27 O2 N4 P1","18","27","2","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1726","361.186931","361.186798012","361.186791471","668283.2","-9999","807529.8","7.3","-1","0.01811008","0.999940491","0","0.599964295","3","0.470588235","1.764705882","O8","de-protonated","0","-9999","C17 H30 O8","17","30","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1727","361.188296","361.188163012","361.188128882","1382779.5","-9999","491125.2","17.05","-1","0.094494609","0.998381115","0","0.599028669","8","0.222222222","1.444444444","N4 O4","de-protonated","0","-9999","C18 H26 O4 N4","18","26","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1728","361.223388","361.223255005","361.22317698","813187.7","-9999","610911","9.28","-1","0.21600092","0.991569991","0","0.594941995","2","0.388888889","1.888888889","O7","de-protonated","0","-9999","C18 H34 O7","18","34","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1729","361.224785","361.224652005","361.224514391","2370692","-9999","429482.8","30.53","-1","0.380964569","0.487004676","0.829532115","0.624015651","7","0.157894737","1.578947368","N4 O3","de-protonated","0","-9999","C19 H30 O3 N4","19","30","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1732","362.183716","362.183582814","362.183621631","776677.6","-9999","458619.5","8.78","-1","-0.107172887","0.997918046","0.9620468","0.983569548","3","0.3125","1.875","13C1 N2 S1 O5","de-protonated","1","1725","C15 H30 O5 N2 S1 13C1","15","30","5","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1732","362.183716","362.183582814","362.183241508","776677.6","-9999","458619.5","8.78","-1","0.942357946","0.8511785","0.97748213","0.901699952","8","0.111111111","1.5","13C1 N4 P1 O2","de-protonated","1","1725","C17 H27 O2 N4 P1 13C1","17","27","2","4","1","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1734","362.962741","362.96260766","362.96283692","710046","-9999","657393.2","7.73","-1","-0.631635398","0.930166792","0","0.558100075","8","0.666666667","1","N4 S2 P1 O6","de-protonated","0","-9999","C9 H9 O6 N4 P1 S2","9","9","6","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1736","362.967635","362.967501659","362.967707825","4652319","-9999","425443.4","60.55","-1","-0.568001815","0.955752338","0.890309042","0.92957502","13","0.666666667","0.333333333","N4 S1 O8","de-protonated","0","-9999","C12 H4 O8 N4 S1","12","4","8","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1738","362.97127","362.971136658","362.970882424","47376672","-9999","531463.7","633.06","-1","0.700425693","0.152471514","0.741199007","0.387962511","16","0.105263158","0.473684211","S2 P1 O2","de-protonated","0","-9999","C19 H9 O2 P1 S2","19","9","2","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1738","362.97127","362.971136658","362.971079129","47376672","-9999","531463.7","633.06","-1","0.15849649","0.325690983","0.861709524","0.540098399","8","0.888888889","0.888888889","N4 S2 O8","de-protonated","0","-9999","C9 H8 O8 N4 S2","9","8","8","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1739","363.037397","363.037263645","363.037107541","1007407.7","-9999","499483.4","11.71","-1","0.429995884","0.967007314","0","0.580204388","16","0.352941176","0.470588235","N4 O6","de-protonated","0","-9999","C17 H8 O6 N4","17","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1740","363.046255","363.046121643","363.046155366","1200689.8","-9999","380164.9","14.3","-1","-0.092888728","0.998435628","0","0.599061377","10","0.294117647","1","S1 P1 O5","de-protonated","0","-9999","C17 H17 O5 P1 S1","17","17","5","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1741","363.073758","363.073624638","363.07349305","1568312.4","-9999","496446.4","19.23","-1","0.362427719","0.976447802","0","0.585868681","15","0.277777778","0.666666667","N4 O5","de-protonated","0","-9999","C18 H12 O5 N4","18","12","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1743","363.085505","363.085371636","363.085042799","1009723.1","-9999","718297.3","11.74","-1","0.905673543","0.861713613","0","0.517028168","5","0.642857143","1.5","P1 O9","de-protonated","0","-9999","C14 H21 O9 P1","14","21","9","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1744","363.086881","363.086747635","363.086760332","2856251.5","-9999","497662","36.49","-1","-0.034969041","0.999778143","0","0.599866886","5","0.615384615","1.538461538","N2 S1 O8","de-protonated","0","-9999","C13 H20 O8 N2 S1","13","20","8","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1745","363.110179","363.110045631","363.109878559","1229633","-9999","542601.2","14.69","-1","0.460112301","0.962315142","0","0.577389085","14","0.210526316","0.842105263","N4 O4","de-protonated","0","-9999","C19 H16 O4 N4","19","16","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1746","363.123317","363.123183628","363.123145841","1322308.1","-9999","541306.6","15.93","-1","0.104060084","0.998037112","0","0.598822267","4","0.5","1.714285714","N2 S1 O7","de-protonated","0","-9999","C14 H24 O7 N2 S1","14","24","7","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1747","363.146326","363.146192624","363.146264069","800073.6","-9999","567804.1","8.93","-1","-0.19673946","0.993001377","0","0.595800826","13","0.15","1","N4 O3","de-protonated","0","-9999","C20 H20 O3 N4","20","20","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1748","363.14675","363.146616623","363.146264069","916937.7","-9999","523013.3","10.5","-1","0.970833934","0.842805772","0","0.505683463","13","0.15","1","N4 O3","de-protonated","0","-9999","C20 H20 O3 N4","20","20","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1749","363.158296","363.158162621","363.157813818","1405260.4","-9999","652705.6","17.04","-1","0.960473276","0.845871324","0","0.507522794","3","0.4375","1.8125","P1 O7","de-protonated","0","-9999","C16 H29 O7 P1","16","29","7","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1750","363.159655","363.159521621","363.159531351","3676492.8","-9999","489453.2","47.48","-1","-0.026792452","0.998657657","0.909403931","0.962956167","3","0.4","1.866666667","N2 S1 O6","de-protonated","0","-9999","C15 H28 O6 N2 S1","15","28","6","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1751","363.167655","363.167521619","363.167393437","956750.6","-9999","519572.9","11.03","-1","0.352957096","0.977648927","0","0.586589356","8","0.294117647","1.411764706","N4 O5","de-protonated","0","-9999","C17 H24 O5 N4","17","24","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1752","363.177365","363.177231617","363.177289416","1310801","-9999","533304.6","15.78","-1","-0.159145932","0.995414915","0","0.597248949","3","0.533333333","1.866666667","N2 O8","de-protonated","0","-9999","C15 H28 O8 N2","15","28","8","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1753","363.181629","363.181495617","363.181312168","787537.9","-9999","662580.9","8.76","-1","0.505116755","0.954759932","0","0.572855959","7","0.3","1.4","O6","de-protonated","0","-9999","C20 H28 O6","20","28","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1754","363.182929","363.182795616","363.182649578","1686610.3","-9999","485528.2","20.81","-1","0.402106731","0.971087787","0","0.582652672","12","0.095238095","1.142857143","N4 O2","de-protonated","0","-9999","C21 H24 O2 N4","21","24","2","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1756","363.194621","363.194487614","363.194199327","1786709.1","-9999","575042","22.15","-1","0.793753917","0.891971687","0","0.535183012","2","0.352941176","1.941176471","P1 O6","de-protonated","0","-9999","C17 H33 O6 P1","17","33","6","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1757","363.195937","363.195803614","363.19591686","5482837.5","-9999","463402.1","71.68","-1","-0.311805496","0.966597599","0.972421005","0.968926962","2","0.3125","2","N2 S1 O5","de-protonated","0","-9999","C16 H32 O5 N2 S1","16","32","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1757","363.195937","363.195803614","363.195536738","5482837.5","-9999","463402.1","71.68","-1","0.734799881","0.929777236","0.987856335","0.953008876","7","0.111111111","1.611111111","N4 P1 O2","de-protonated","0","-9999","C18 H29 O2 N4 P1","18","29","2","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1758","363.204129","363.20399561200003","363.203778946","772311.3","-9999","518716.7","8.56","-1","0.596540935","0.937469995","0","0.562481997","7","0.222222222","1.555555556","N4 O4","de-protonated","0","-9999","C18 H28 O4 N4","18","28","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1759","363.222679","363.222545608","363.222406391","1277787.8","-9999","570535.9","15.33","-1","0.383284811","0.973696012","0","0.584217607","6","0.052631579","1.684210526","N4 S1 O1","de-protonated","0","-9999","C19 H32 O1 N4 S1","19","32","1","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1760","363.971043","363.97090946","363.97106266","1347342.3","-9999","445200.7","16.26","-1","-0.420913866","0.968364233","0.890309042","0.937142157","13","0.666666667","0.333333333","13C1 N4 S1 O8","de-protonated","1","1736","C11 H4 O8 N4 S1 13C1","11","4","8","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1761","363.974743","363.974609459","363.974373605","2552335","-9999","491707.7","32.41","-1","0.647997128","0.4633199","0.837042051","0.61280876","16","0.222222222","0.388888889","N1 S2 O4","de-protonated","0","-9999","C18 H7 O4 N1 S2","18","7","4","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1761","363.974743","363.974609459","363.974433964","2552335","-9999","491707.7","32.41","-1","0.482164302","0.319564574","0.861709524","0.536422554","8","0.888888889","0.888888889","13C1 N4 S2 O8","de-protonated","1","1738","C8 H8 O8 N4 S2 13C1","8","8","8","4","-9999","2","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1762","364.090128","364.089994436","364.089674686","688554.7","-9999","532974.1","7.44","-1","0.878219017","0.869405459","0","0.521643275","18","0.041666667","0.666666667","N1 P1 O1","de-protonated","0","-9999","C24 H16 O1 N1 P1","24","16","1","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1763","364.163063","364.162929422","364.162886186","1099324.1","-9999","473945.4","12.94","-1","0.118726858","0.997445555","0.909403931","0.962228906","3","0.4","1.866666667","13C1 N2 S1 O6","de-protonated","1","1750","C14 H28 O6 N2 S1 13C1","14","28","6","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1764","364.199213","364.19907941500003","364.199271695","1163844.8","-9999","534647.1","13.8","-1","-0.527954397","0.950681434","0.972421005","0.959377262","2","0.3125","2","13C1 N2 S1 O5","de-protonated","1","1757","C15 H32 O5 N2 S1 13C1","15","32","5","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1764","364.199213","364.19907941500003","364.198891573","1163844.8","-9999","534647.1","13.8","-1","0.515767394","0.952878139","0.987856335","0.966869417","7","0.111111111","1.611111111","13C1 N4 P1 O2","de-protonated","1","1757","C17 H29 O2 N4 P1 13C1","17","29","2","4","1","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1765","364.227616","364.227482409","364.227551342","817867.6","-9999","464589.9","9.17","-1","-0.189257298","0.993521886","0","0.596113132","1","0.25","2.1875","N3 S1 O4","de-protonated","0","-9999","C16 H35 O4 N3 S1","16","35","4","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1766","364.9643","364.964166263","364.964262414","1015292.5","-9999","473396.3","11.81","-1","-0.263455009","0.987484885","0","0.592490931","7","0.909090909","0.909090909","S2 O10","de-protonated","0","-9999","C11 H10 O10 S2","11","10","10","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1766","364.9643","364.964166263","364.963882292","1015292.5","-9999","473396.3","11.81","-1","0.778079341","0.895968173","0","0.537580904","12","0.538461538","0.538461538","N2 S1 P1 O7","de-protonated","0","-9999","C13 H7 O7 N2 P1 S1","13","7","7","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1767","364.968215","364.968081262","364.967905044","1260541.4","-9999","517188","15.1","-1","0.482831717","0.958581692","0","0.575149015","16","0.277777778","0.388888889","S1 P1 O5","de-protonated","0","-9999","C18 H7 O5 P1 S1","18","7","5","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1768","365.052896","365.052762245","365.052757605","1335185.9","-9999","442503.8","16.1","-1","0.012710818","0.999970685","0","0.599982411","15","0.352941176","0.588235294","N4 O6","de-protonated","0","-9999","C17 H10 O6 N4","17","10","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1769","365.058413","365.058279244","365.058434127","860307.2","-9999","430211.6","9.73","-1","-0.424269763","0.967865991","0","0.580719595","14","0.25","0.75","P1 O5","de-protonated","0","-9999","C20 H15 O5 P1","20","15","5","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1770","365.060747","365.060613244","365.060803109","2251027.8","-9999","644853.3","28.37","-1","-0.520092645","0.476051904","0.773979033","0.595222755","23","0.074074074","0.37037037","O2","de-protonated","0","-9999","C27 H10 O2","27","10","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1771","365.062051","365.061917243","365.061805431","6823700","-9999","474481.1","89.64","-1","0.306284309","0.981295178","0.9734973","0.978176027","9","0.294117647","1.117647059","S1 P1 O5","de-protonated","0","-9999","C17 H19 O5 P1 S1","17","19","5","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1772","365.080623","365.08048924","365.080432875","714008.5","-9999","620342.6","7.77","-1","0.154389014","0.995684334","0","0.597410601","8","0.111111111","1.277777778","S2 P1 O2","de-protonated","0","-9999","C18 H23 O2 P1 S2","18","23","2","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1773","365.084168","365.084034239","365.083782952","696345.4","-9999","532727.8","7.54","-1","0.688299772","0.917628634","0","0.55057718","5","0.916666667","1.5","N2 O11","de-protonated","0","-9999","C12 H18 O11 N2","12","18","11","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1773","365.084168","365.084034239","365.084272209","696345.4","-9999","532727.8","7.54","-1","-0.651822835","0.925804075","0","0.555482445","9","0.2","1.266666667","N4 S1 P1 O3","de-protonated","0","-9999","C15 H19 O3 N4 P1 S1","15","19","3","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1774","365.088113","365.087979238","365.087805704","743450.3","-9999","506819.3","8.17","-1","0.475322099","0.959834024","0","0.575900415","9","0.529411765","1.058823529","O9","de-protonated","0","-9999","C17 H18 O9","17","18","9","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1774","365.088113","365.087979238","365.088294961","743450.3","-9999","506819.3","8.17","-1","-0.864785457","0.873107052","0","0.523864231","13","0.05","0.95","N2 S1 P1 O1","de-protonated","0","-9999","C20 H19 O1 N2 P1 S1","20","19","1","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1774","365.088113","365.087979238","365.087643513","743450.3","-9999","506819.3","8.17","-1","0.919575444","0.857755267","0","0.51465316","4","0.25","1.916666667","N4 S2 P1 O3","de-protonated","0","-9999","C12 H23 O3 N4 P1 S2","12","23","3","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1775","365.089458","365.089324238","365.089143114","1234202.6","-9999","485666.2","14.74","-1","0.496107645","0.95632386","0","0.573794316","14","0.277777778","0.777777778","N4 O5","de-protonated","0","-9999","C18 H14 O5 N4","18","14","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1776","365.102495","365.102361235","365.10241039700003","1990429.8","-9999","429454.9","24.88","-1","-0.134650334","0.996715611","0","0.598029367","4","0.615384615","1.692307692","N2 S1 O8","de-protonated","0","-9999","C13 H22 O8 N2 S1","13","22","8","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1776","365.102495","365.102361235","365.102030274","1990429.8","-9999","429454.9","24.88","-1","0.906490052","0.861482291","0","0.516889375","9","0.333333333","1.266666667","N4 P1 O5","de-protonated","0","-9999","C15 H19 O5 N4 P1","15","19","5","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1777","365.125917","365.125783231","365.125528624","1603619.4","-9999","497053.5","19.69","-1","0.697313421","0.915551467","0","0.54933088","13","0.210526316","0.947368421","N4 O4","de-protonated","0","-9999","C19 H18 O4 N4","19","18","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1778","365.129281","365.12914723","365.128899927","718884.3","-9999","577531.8","7.84","-1","0.677303123","0.920132421","0","0.552079453","8","0.25","1.375","N4 S1 O4","de-protonated","0","-9999","C16 H22 O4 N4 S1","16","22","4","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1779","365.135032","365.134898229","365.134576449","1447205.6","-9999","459717.6","17.6","-1","0.881262811","0.868561026","0","0.521136615","7","0.157894737","1.421052632","S1 P1 O3","de-protonated","0","-9999","C19 H27 O3 P1 S1","19","27","3","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1780","365.137481","365.137347228","365.137078373","811814.2","-9999","531067.2","9.08","-1","0.736314121","0.90630993","0","0.543785958","3","0.533333333","1.8","P1 O8","de-protonated","0","-9999","C15 H27 O8 P1","15","27","8","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1781","365.138976","365.138842228","365.138795906","2854694.5","-9999","495148.6","36.46","-1","0.126862034","0.997084029","0","0.598250417","3","0.5","1.857142857","N2 S1 O7","de-protonated","0","-9999","C14 H26 O7 N2 S1","14","26","7","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1782","365.15675","365.156616225","365.156553971","1445418.9","-9999","570289.3","17.57","-1","0.170485736","0.994740006","0","0.596844004","3","0.642857143","1.857142857","N2 O9","de-protonated","0","-9999","C14 H26 O9 N2","14","26","9","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
