"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S","36S"
"481","268.083577","268.083462484","268.083530133","1999877","-9999","656771.8","31.27","-1","-0.252341185","0.98851255","0","0.59310753","5","0.076923077","1.461538462","N1 S2 O1","de-protonated","0","-9999","C13 H19 O1 N1 S2","13","19","1","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"488","268.983067","268.982952306","268.983161185","1110398.1","-9999","792887.8","16.35","-1","-0.776551875","0.896354307","0","0.537812584","12","0.142857143","0.5","S1 P1 O2","de-protonated","0","-9999","C14 H7 O2 P1 S1","14","7","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"491","269.067646","269.067531289","269.067545716","1000073.4","-9999","726939.9","14.53","-1","-0.053617276","0.999478505","0","0.599687103","5","0.153846154","1.384615385","S2 O2","de-protonated","0","-9999","C13 H18 O2 S2","13","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"492","269.103187","269.103072282","269.103061845","591438.2","-9999","810085","7.79","-1","0.038783652","0.999727107","0","0.599836264","5","0.461538462","1.384615385","O6","de-protonated","0","-9999","C13 H18 O6","13","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"493","269.104026","269.103911282","269.103931225","1764366.3","-9999","608356.4","27.13","-1","-0.074109794","0.999003933","0","0.59940236","4","0.071428571","1.571428571","S2 O1","de-protonated","0","-9999","C14 H22 O1 S2","14","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"496","269.131282","269.131167276","269.131205146","1624722","-9999","992318.7","24.83","-1","-0.140710679","0.996413853","0","0.597848312","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"499","269.139575","269.139460275","269.139447355","3298963","-9999","681154.3","52.44","-1","0.048005709","0.499790965","0.86849267","0.647271647","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"501","269.175921","269.175806268","269.175832864","1378455.9","-9999","888675.1","20.77","-1","-0.098806534","0.998230133","0","0.59893808","3","0.266666667","1.733333333","O4","de-protonated","0","-9999","C15 H26 O4","15","26","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"503","269.212362","269.21224726","269.212218373","550684.8","-9999","755398.4","7.12","-1","0.107302295","0.99791302","0","0.598747812","2","0.1875","1.875","O3","de-protonated","0","-9999","C16 H30 O3","16","30","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"510","271.064673","271.06455789300003","271.064568336","855057.1","-9999","862919.5","12.13","-1","-0.038524906","0.999730736","0","0.599838442","5","0.416666667","1.333333333","S1 O5","de-protonated","0","-9999","C12 H16 O5 S1","12","16","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"512","271.083345","271.083229889","271.08319578","1142803.6","-9999","607567.4","16.88","-1","0.125824651","0.997131455","0","0.598278873","4","0.153846154","1.538461538","S2 O2","de-protonated","0","-9999","C13 H20 O2 S2","13","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"513","271.118851","271.118735882","271.11871191","954904.2","-9999","784007.3","13.78","-1","0.088420396","0.99858241","0","0.599149446","4","0.461538462","1.538461538","O6","de-protonated","0","-9999","C13 H20 O6","13","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"514","271.11967","271.119554882","271.11958129","3642776.3","-9999","684641.3","58.11","-1","-0.09740207","0.499140024","0.86849267","0.646881082","3","0.071428571","1.714285714","S2 O1","de-protonated","0","-9999","C14 H24 O1 S2","14","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"516","271.155162","271.155046875","271.155097419","827676.9","-9999","856419.9","11.68","-1","-0.186403024","0.993715201","0","0.59622912","3","0.357142857","1.714285714","O5","de-protonated","0","-9999","C14 H24 O5","14","24","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"519","271.191613","271.191497868","271.191482928","1492257.6","-9999","707957.4","22.64","-1","0.055087599","0.999449519","0","0.599669712","2","0.266666667","1.866666667","O4","de-protonated","0","-9999","C15 H28 O4","15","28","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"533","272.02645","272.026334702","272.026422979","1371949.9","-9999","474996.5","20.66","-1","-0.324517031","0.981072814","0","0.588643689","6","0.333333333","1.333333333","N3 S1 P1 O3","de-protonated","0","-9999","C9 H12 O3 N3 P1 S1","9","12","3","3","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"534","272.027199","272.027083702","272.027074428","2824302","-9999","310432.5","44.61","-1","0.034092063","0.499894565","0.844689208","0.637812422","15","0.058823529","0.470588235","N1 P1 O1","de-protonated","0","-9999","C17 H8 O1 N1 P1","17","8","1","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"535","272.027403","272.027287702","272.027074428","2876046","-9999","201859.2","45.46","-1","0.784017268","0.447230742","0.844689208","0.606214128","15","0.058823529","0.470588235","N1 P1 O1","de-protonated","0","-9999","C17 H8 O1 N1 P1","17","8","1","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"539","272.031467","272.031351701","272.031293884","2477966.5","-9999","480090.8","38.9","-1","0.212536677","0.991837128","0","0.595102277","11","0.416666667","0.583333333","N3 O5","de-protonated","0","-9999","C12 H7 O5 N3","12","7","5","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"540","272.032918","272.032802701","272.032947655","3354382.8","-9999","392921.3","53.35","-1","-0.532854354","0.949785216","0","0.56987113","6","0.6","1.2","N1 P1 O6","de-protonated","0","-9999","C10 H12 O6 N1 P1","10","12","6","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"541","272.034518","272.0344027","272.034665188","820910.9","-9999","716799.5","11.57","-1","-0.964903858","0.84456305","0","0.50673783","6","0.555555556","1.222222222","N3 S1 O5","de-protonated","0","-9999","C9 H11 O5 N3 S1","9","11","5","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"557","273.062601","273.062485496","273.062460335","629010.8","-9999","652813.7","8.33","-1","0.092144289","0.998460583","0","0.59907635","4","0.25","1.5","S2 O3","de-protonated","0","-9999","C12 H18 O3 S2","12","18","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"558","273.09809","273.097974489","273.097976465","869143.3","-9999","812629.8","12.26","-1","-0.007233209","0.999990507","0","0.599994304","4","0.583333333","1.5","O7","de-protonated","0","-9999","C12 H18 O7","12","18","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"560","273.098972","273.098856489","273.098845845","3111831.5","-9999","692932.3","48.94","-1","0.038977023","0.99972438","0","0.599834628","3","0.153846154","1.692307692","S2 O2","de-protonated","0","-9999","C13 H22 O2 S2","13","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"561","273.099389","273.099273489","273.099313875","813271.4","-9999","849418.7","11.35","-1","-0.147880828","0.996039808","0","0.597623885","9","0.230769231","1.076923077","N4 O3","de-protonated","0","-9999","C13 H14 O3 N4","13","14","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"562","273.134491","273.134375482","273.134361974","1274267.9","-9999","895565.2","18.89","-1","0.049455707","0.999556299","0","0.599733779","3","0.461538462","1.692307692","O6","de-protonated","0","-9999","C13 H22 O6","13","22","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"564","273.135335","273.135219482","273.135231354","4611228","-9999","629556.9","73.46","-1","-0.043465592","0.499828628","0.86849267","0.647294244","2","0.071428571","1.857142857","S2 O1","de-protonated","0","-9999","C14 H26 O1 S2","14","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"567","274.094167","274.094051292","274.094094817","874325.5","-9999","667627.8","12.34","-1","-0.15879609","0.995435005","0","0.597261003","3","0.166666667","1.75","N1 S2 O2","de-protonated","0","-9999","C12 H21 O2 N1 S2","12","21","2","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"569","275.057169","275.057053101","275.056981032","551054.3","-9999","601307","7.05","-1","0.262014859","0.987620488","0","0.592572293","8","0.066666667","1.066666667","S2 O1","de-protonated","0","-9999","C15 H16 O1 S2","15","16","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"571","275.070117","275.070001098","275.069868191","602959.9","-9999","921868.7","7.9","-1","0.483174977","0.958524019","0","0.575114411","3","0.083333333","1.75","S2 P1 O1","de-protonated","0","-9999","C12 H21 O1 P1 S2","12","21","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"573","275.10661","275.106494091","275.106721731","757140.5","-9999","672386.8","10.43","-1","-0.827462018","0.883170755","0","0.529902453","8","0.076923077","1.307692308","N4 P1 O1","de-protonated","0","-9999","C13 H17 O1 N4 P1","13","17","1","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"574","275.114632","275.114516089","275.114495909","1563029.5","-9999","688907.6","23.6","-1","0.073352024","0.999024188","0","0.599414513","2","0.153846154","1.846153846","S2 O2","de-protonated","0","-9999","C13 H24 O2 S2","13","24","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"575","275.150988","275.150872082","275.150881418","1434778","-9999","580018.5","21.51","-1","-0.033931776","0.999791108","0","0.599874665","1","0.071428571","2","S2 O1","de-protonated","0","-9999","C14 H28 O1 S2","14","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"577","277.024348","277.02423171","277.023980626","979713.6","-9999","786644.2","14.06","-1","0.906362328","0.861518486","0","0.516911091","4","0.222222222","1.666666667","N2 S2 P1 O2","de-protonated","0","-9999","C9 H15 O2 N2 P1 S2","9","15","2","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"578","277.036254","277.036137708","277.036245587","645763","-9999","621244.9","8.6","-1","-0.389403025","0.97286114","0","0.583716684","8","0.142857143","1","S2 O2","de-protonated","0","-9999","C14 H14 O2 S2","14","14","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"580","277.059821","277.059704703","277.059496756","3329670","-9999","737114.1","52.49","-1","0.750552082","0.902835238","0","0.541701143","4","0.666666667","1.666666667","N2 P1 O6","de-protonated","0","-9999","C9 H15 O6 N2 P1","9","15","6","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"581","277.060661","277.060544703","277.060366136","11535494","-9999","634701.6","186.7","-1","0.644507722","0.6202262","0.925283829","0.742249252","3","0.1","1.9","N2 S2 P1 O1","de-protonated","0","-9999","C10 H19 O1 N2 P1 S2","10","19","1","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"582","277.072798","277.072681701","277.072631096","1006727.5","-9999","583027.1","14.5","-1","0.182640368","0.993965605","0","0.596379363","7","0.066666667","1.2","S2 O1","de-protonated","0","-9999","C15 H18 O1 S2","15","18","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"583","277.085793","277.085676698","277.085518256","564489.1","-9999","747514.4","7.27","-1","0.571818044","0.942396346","0","0.565437808","2","0.083333333","1.916666667","S2 P1 O1","de-protonated","0","-9999","C12 H23 O1 P1 S2","12","23","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"587","277.130255","277.130138689","277.130145974","653582.5","-9999","697106.5","8.73","-1","-0.026284266","0.999874652","0","0.599924791","1","0.153846154","2","S2 O2","de-protonated","0","-9999","C13 H26 O2 S2","13","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"588","277.144717","277.144600687","277.144532735","871568.3","-9999","655623.5","12.29","-1","0.245184517","0.989151406","0","0.593490844","6","0.25","1.375","O4","de-protonated","0","-9999","C16 H22 O4","16","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"592","278.064009","278.063892504","278.063720971","1351936.3","-9999","667159","19.98","-1","0.616885247","0.622186784","0.925283829","0.743425602","3","0.1","1.9","13C1 N2 S2 P1 O1","de-protonated","1","581","C9 H19 O1 N2 P1 S2 13C1","9","19","1","2","1","2","1","-9999","-9999","-9999","-9999","-9999","N/A"
"592","278.064009","278.063892504","278.063857316","1351936.3","-9999","667159","19.98","-1","0.126545706","0.997098532","0","0.598259119","3","0.333333333","1.888888889","N3 S2 O3","de-protonated","0","-9999","C9 H17 O3 N3 S2","9","17","3","3","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"593","278.143508","278.143391488","278.143153011","567497.9","-9999","734182.5","7.26","-1","0.857392539","0.875126427","0","0.525075856","1","0.333333333","2.083333333","N1 S1 O4","de-protonated","0","-9999","C12 H25 O4 N1 S1","12","25","4","1","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"597","279.052051","279.051934308","279.051895651","927095.8","-9999","784949.6","13.09","-1","0.138529236","0.996523992","0","0.597914395","7","0.142857143","1.142857143","S2 O2","de-protonated","0","-9999","C14 H16 O2 S2","14","16","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"599","279.057725","279.057608307","279.057388756","3118712.5","-9999","570156.6","48.63","-1","0.786760999","0.893762282","0","0.536257369","3","0.444444444","1.888888889","N2 S1 P1 O4","de-protonated","0","-9999","C9 H17 O4 N2 P1 S1","9","17","4","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"600","279.088413","279.088296301","279.088281161","684092.1","-9999","516419.9","9.14","-1","0.054249076","0.999466146","0","0.599679688","6","0.066666667","1.333333333","S2 O1","de-protonated","0","-9999","C15 H20 O1 S2","15","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"602","279.101463","279.101346298","279.10116832","947837.7","-9999","751308.7","13.42","-1","0.637683186","0.928872062","0","0.557323237","1","0.083333333","2.083333333","S2 P1 O1","de-protonated","0","-9999","C12 H25 O1 P1 S2","12","25","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"605","279.163689","279.163572286","279.163554103","1739653.1","-9999","812202.1","26.26","-1","0.065134564","0.999230498","0","0.599538299","0","0.307692308","2.153846154","S1 O4","de-protonated","0","-9999","C13 H28 O4 S1","13","28","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"611","281.03129","281.031172915","281.031160206","710084.2","-9999","546569.2","9.56","-1","0.04522291","0.999628986","0","0.599777392","7","0.230769231","1.076923077","S2 O3","de-protonated","0","-9999","C13 H14 O3 S2","13","14","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"612","281.053811","281.053693911","281.053626985","1176678.9","-9999","727948.8","17.13","-1","0.238125369","0.989763938","0","0.593858363","7","0.090909091","1.272727273","N4 S2 O1","de-protonated","0","-9999","C11 H14 O1 N4 S2","11","14","1","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"613","281.067732","281.067614908","281.067545716","1188456.5","-9999","690187.2","17.32","-1","0.246177361","0.989063851","0","0.593438311","6","0.142857143","1.285714286","S2 O2","de-protonated","0","-9999","C14 H18 O2 S2","14","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"614","281.072919","281.072801907","281.07303882","620649.1","-9999","698932.8","8.11","-1","-0.842887007","0.879051527","0","0.527430916","2","0.444444444","2.111111111","N2 S1 P1 O4","de-protonated","0","-9999","C9 H19 O4 N2 P1 S1","9","19","4","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
