"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","33S","34S"
"947","542.146054","542.145921709","542.146144191","6612163","-9999","320950.1","52.48","-1","-0.410373318","0.980630325","0.959875491","0.972328392","23","0.03030303","0.787878788","N3 S1 P1 O1","de-protonated","0","-9999","C33 H26 O1 N3 P1 S1","33","26","1","3","1","1","-9999","-9999","-9999","-9999"
"948","542.190427","542.190294687","542.190146306","2708189.8","-9999","322887.5","20.51","-1","0.27366976","0.986502298","0.956800968","0.974621766","18","0.25","0.9375","13C1 O8","de-protonated","1","943","C31 H30 O8 13C1","31","30","8","-9999","-9999","-9999","1","-9999","-9999","-9999"
"948","542.190427","542.190294687","542.190771909","2708189.8","-9999","322887.5","20.51","-1","-0.880173451","0.434431743","0.73113591","0.55311341","22","0.058823529","0.852941176","N3 S1 O2","de-protonated","0","-9999","C34 H29 O2 N3 S1","34","29","2","3","-9999","1","-9999","-9999","-9999","-9999"
"948","542.190427","542.190294687","542.189984115","2708189.8","-9999","322887.5","20.51","-1","0.572810982","0.628134681","0.93522794","0.750971985","13","0.074074074","1.296296296","13C1 N4 S2 P1 O2","de-protonated","1","943","C26 H35 O2 N4 P1 S2 13C1","26","35","2","4","1","2","1","-9999","-9999","-9999"
"949","542.293657","542.293524637","542.293916826","2261275.8","-9999","303508.1","16.85","-1","-0.723204537","0.909461909","0","0.545677145","1","0.304347826","2.130434783","N3 S2 O7","de-protonated","0","-9999","C23 H49 O7 N3 S2","23","49","7","3","-9999","2","-9999","-9999","-9999","-9999"
"949","542.293657","542.293524637","542.293047446","2261275.8","-9999","303508.1","16.85","-1","0.879949414","0.868925656","0","0.521355394","2","0.545454545","2.045454545","N3 O12","de-protonated","0","-9999","C22 H45 O12 N3","22","45","12","3","-9999","-9999","-9999","-9999","-9999","-9999"
"953","543.108554","543.108421237","543.108541149","2958085.3","-9999","355343.5","22.55","-1","-0.220788364","0.495596917","0.736963647","0.592143609","24","0.242424242","0.606060606","O8","de-protonated","0","-9999","C33 H20 O8","33","20","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"953","543.108554","543.108421237","543.1078897","2958085.3","-9999","355343.5","22.55","-1","0.97869437","0.420232784","0.787157861","0.567002815","15","0.4","0.96","N2 S1 O10","de-protonated","0","-9999","C25 H24 O10 N2 S1","25","24","10","2","-9999","1","-9999","-9999","-9999","-9999"
"953","543.108554","543.108421237","543.108892022","2958085.3","-9999","355343.5","22.55","-1","-0.866833472","0.8725454","0","0.52352724","1","0.866666667","2.2","N2 S2 P1 O13","de-protonated","0","-9999","C15 H33 O13 N2 P1 S2","15","33","13","2","1","2","-9999","-9999","-9999","-9999"
"953","543.108554","543.108421237","543.108378958","2958085.3","-9999","355343.5","22.55","-1","0.077846863","0.4994505","0.767553728","0.606691791","19","0.071428571","0.892857143","N4 S2 P1 O2","de-protonated","0","-9999","C28 H25 O2 N4 P1 S2","28","25","2","4","1","2","-9999","-9999","-9999","-9999"
"954","543.149513","543.149380217","543.149300283","1896733.9","-9999","301765.3","13.86","-1","0.14716688","0.99607788","0","0.597646728","4","0.476190476","1.761904762","S2 P1 O10","de-protonated","0","-9999","C21 H37 O10 P1 S2","21","37","10","-9999","1","2","-9999","-9999","-9999","-9999"
"954","543.149513","543.149380217","543.149009769","1896733.9","-9999","301765.3","13.86","-1","0.682036847","0.919058724","0.977929779","0.942607146","19","0.3","0.833333333","13C1 N1 O9","de-protonated","1","947","C29 H25 O9 N1 13C1","29","25","9","1","-9999","-9999","1","-9999","-9999","-9999"
"954","543.149513","543.149380217","543.149499026","1896733.9","-9999","301765.3","13.86","-1","-0.218742192","0.991355596","0.959875491","0.978763554","23","0.03030303","0.787878788","13C1 N3 S1 P1 O1","de-protonated","1","947","C32 H26 O1 N3 P1 S1 13C1","32","26","1","3","1","1","1","-9999","-9999","-9999"
"954","543.149513","543.149380217","543.149635372","1896733.9","-9999","301765.3","13.86","-1","-0.469769867","0.960748345","0","0.576449007","23","0.09375","0.75","N4 S1 O3","de-protonated","0","-9999","C32 H24 O3 N4 S1","32","24","3","4","-9999","1","-9999","-9999","-9999","-9999"
"954","543.149513","543.149380217","543.149768314","1896733.9","-9999","301765.3","13.86","-1","-0.714530476","0.911522212","0","0.546913327","10","0.523809524","1.380952381","N4 P1 O11","de-protonated","0","-9999","C21 H29 O11 N4 P1","21","29","11","4","1","-9999","-9999","-9999","-9999","-9999"
"955","543.184259","543.1841262","543.184303348","2863922.8","-9999","287061","21.78","-1","-0.326129987","0.490443006","0.73113591","0.586720168","22","0.088235294","0.852941176","N2 P1 O3","de-protonated","0","-9999","C34 H29 O3 N2 P1","34","29","3","2","1","-9999","-9999","-9999","-9999","-9999"
"955","543.184259","543.1841262","543.184032022","2863922.8","-9999","287061","21.78","-1","0.17338041","0.994560362","0","0.596736217","8","0.333333333","1.5","N2 S2 O8","de-protonated","0","-9999","C24 H36 O8 N2 S2","24","36","8","2","-9999","2","-9999","-9999","-9999","-9999"
"955","543.184259","543.1841262","543.1836519","2863922.8","-9999","287061","21.78","-1","0.873185319","0.435398662","0.780512821","0.573444325","13","0.192307692","1.269230769","N4 S1 P1 O5","de-protonated","0","-9999","C26 H33 O5 N4 P1 S1","26","33","5","4","1","1","-9999","-9999","-9999","-9999"
"956","543.223964","543.22383118","543.223570904","1719114.6","-9999","274439.7","12.4","-1","0.479133314","0.959200701","0","0.57552042","12","0.344827586","1.24137931","O10","de-protonated","0","-9999","C29 H36 O10","29","36","10","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"956","543.223964","543.22383118","543.224060161","1719114.6","-9999","274439.7","12.4","-1","-0.421521904","0.968274234","0","0.58096454","16","0.0625","1.15625","N2 S1 P1 O2","de-protonated","0","-9999","C32 H37 O2 N2 P1 S1","32","37","2","2","1","1","-9999","-9999","-9999","-9999"
"956","543.223964","543.22383118","543.223408712","1719114.6","-9999","274439.7","12.4","-1","0.777705513","0.896062729","0","0.537637637","7","0.166666667","1.708333333","N4 S2 P1 O4","de-protonated","0","-9999","C24 H41 O4 N4 P1 S2","24","41","4","4","1","2","-9999","-9999","-9999","-9999"
"957","543.260319","543.260186162","543.259956413","1699424.6","-9999","272864","12.24","-1","0.422908628","0.968068522","0","0.580841113","11","0.3","1.333333333","O9","de-protonated","0","-9999","C30 H40 O9","30","40","9","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"957","543.260319","543.260186162","543.26044567","1699424.6","-9999","272864","12.24","-1","-0.477686217","0.95944171600000006","0","0.57566503","15","0.03030303","1.242424242","N2 S1 P1 O1","de-protonated","0","-9999","C33 H41 O1 N2 P1 S1","33","41","1","2","1","1","-9999","-9999","-9999","-9999"
"957","543.260319","543.260186162","543.259794222","1699424.6","-9999","272864","12.24","-1","0.721460813","0.909877707","0","0.545926624","6","0.12","1.8","N4 S2 P1 O3","de-protonated","0","-9999","C25 H45 O3 N4 P1 S2","25","45","3","4","1","2","-9999","-9999","-9999","-9999"
"958","544.143091","544.142957729","544.143166811","1772404","-9999","396790.3","12.83","-1","-0.384240742","0.973566393","0","0.584139836","23","0.125","0.75","N3 P1 O4","de-protonated","0","-9999","C32 H24 O4 N3 P1","32","24","4","3","1","-9999","-9999","-9999","-9999","-9999"
"958","544.143091","544.142957729","544.142895485","1772404","-9999","396790.3","12.83","-1","0.114389412","0.997628572","0","0.598577143","9","0.409090909","1.409090909","N3 S2 O9","de-protonated","0","-9999","C22 H31 O9 N3 S2","22","31","9","3","-9999","2","-9999","-9999","-9999","-9999"
"962","545.131452","545.131318244","545.131205146","2555848.3","-9999","311649.9","19.25","-1","0.207469673","0.496110102","0.714192896","0.58334322","27","0.081081081","0.621621622","P1 O3","de-protonated","0","-9999","C37 H23 O3 P1","37","23","3","-9999","1","-9999","-9999","-9999","-9999","-9999"
"962","545.131452","545.131318244","545.13093382","2555848.3","-9999","311649.9","19.25","-1","0.705196365","0.913716639","0","0.548229983","13","0.296296296","1.111111111","S2 O8","de-protonated","0","-9999","C27 H30 O8 S2","27","30","8","-9999","-9999","2","-9999","-9999","-9999","-9999"
"962","545.131452","545.131318244","545.131401851","2555848.3","-9999","311649.9","19.25","-1","-0.153369072","0.995741046","0","0.597444628","19","0.333333333","0.814814815","N4 O9","de-protonated","0","-9999","C27 H22 O9 N4","27","22","9","4","-9999","-9999","-9999","-9999","-9999","-9999"
"963","545.239642","545.239508191","545.239220968","3060745.8","-9999","385707.5","23.38","-1","0.526783621","0.475447235","0.761234226","0.589762032","11","0.344827586","1.310344828","O10","de-protonated","0","-9999","C29 H38 O10","29","38","10","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"963","545.239642","545.239508191","545.239710225","3060745.8","-9999","385707.5","23.38","-1","-0.370542084","0.487697303","0.742885034","0.589772396","15","0.0625","1.21875","N2 S1 P1 O2","de-protonated","0","-9999","C32 H39 O2 N2 P1 S1","32","39","2","2","1","1","-9999","-9999","-9999","-9999"
"963","545.239642","545.239508191","545.239058777","3060745.8","-9999","385707.5","23.38","-1","0.824252067","0.442010399","0.793917021","0.582773048","6","0.166666667","1.791666667","N4 S2 P1 O4","de-protonated","0","-9999","C24 H43 O4 N4 P1 S2","24","43","4","4","1","2","-9999","-9999","-9999","-9999"
"964","545.334899","545.334765144","545.334458765","2998339.3","-9999","339745.8","22.87","-1","0.56181866","0.472168351","0.761234226","0.587794701","9","0.206896552","1.586206897","N4 O6","de-protonated","0","-9999","C29 H46 O6 N4","29","46","6","4","-9999","-9999","-9999","-9999","-9999","-9999"
"966","547.27067","547.270535195","547.270996554","4170967.8","-9999","347667.3","32.46","-1","-0.843017483","0.439508221","0.73113591","0.556159297","13","0.058823529","1.294117647","S2 O2","de-protonated","0","-9999","C34 H44 O2 S2","34","44","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"966","547.27067","547.270535195","547.270127174","4170967.8","-9999","347667.3","32.46","-1","0.745556594","0.452030206","0.736963647","0.566003583","14","0.212121212","1.212121212","O7","de-protonated","0","-9999","C33 H40 O7","33","40","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"967","547.332968","547.332833164","547.333002214","2218749.5","-9999","293297.2","16.47","-1","-0.308860681","0.491419831","0.714192896","0.580529057","17","0.054054054","1.189189189","N2 O2","de-protonated","0","-9999","C37 H44 O2 N2","37","44","2","2","-9999","-9999","-9999","-9999","-9999","-9999"
"967","547.332968","547.332833164","547.332350765","2218749.5","-9999","293297.2","16.47","-1","0.881364012","0.868532914","0","0.521119748","8","0.137931034","1.655172414","N4 S1 O4","de-protonated","0","-9999","C29 H48 O4 N4 S1","29","48","4","4","-9999","1","-9999","-9999","-9999","-9999"
"971","549.002675","549.002539345","549.002576476","1983221.8","-9999","317488.3","14.54","-1","-0.067634031","0.999170332","0","0.599502199","24","0.166666667","0.5","S2 P1 O5","de-protonated","0","-9999","C30 H15 O5 P1 S2","30","15","5","-9999","1","2","-9999","-9999","-9999","-9999"
"971","549.002675","549.002539345","549.002773181","1983221.8","-9999","317488.3","14.54","-1","-0.425928172","0.967618406","0","0.580571043","16","0.55","0.7","N4 S2 O11","de-protonated","0","-9999","C20 H14 O11 N4 S2","20","14","11","4","-9999","2","-9999","-9999","-9999","-9999"
"975","550.121069","550.120932796","550.121368738","2986913","-9999","425812.3","22.75","-1","-0.792446309","0.446153721","0.725399619","0.55785208","26","0.114285714","0.628571429","N1 P1 O4","de-protonated","0","-9999","C35 H22 O4 N1 P1","35","22","4","1","1","-9999","-9999","-9999","-9999","-9999"
"975","550.121069","550.120932796","550.121097412","2986913","-9999","425812.3","22.75","-1","-0.299235003","0.491942035","0.787157861","0.610028366","12","0.36","1.16","N1 S2 O9","de-protonated","0","-9999","C25 H29 O9 N1 S2","25","29","9","1","-9999","2","-9999","-9999","-9999","-9999"
"975","550.121069","550.120932796","550.120717289","2986913","-9999","425812.3","22.75","-1","0.391744984","0.486269129","0.773979033","0.60135309","17","0.222222222","0.962962963","N3 S1 P1 O6","de-protonated","0","-9999","C27 H26 O6 N3 P1 S1","27","26","6","3","1","1","-9999","-9999","-9999","-9999"
"976","550.122815","550.122678795","550.123086271","6641570","-9999","296003.2","52.68","-1","-0.740698864","0.923881428","0.947758514","0.933432262","26","0.088235294","0.617647059","N3 S1 O3","de-protonated","0","-9999","C34 H21 O3 N3 S1","34","21","3","3","-9999","1","-9999","-9999","-9999","-9999"
"976","550.122815","550.122678795","550.123219213","6641570","-9999","296003.2","52.68","-1","-0.982356781","0.863252133","0.982584131","0.910984932","13","0.47826087","1.130434783","N3 P1 O11","de-protonated","0","-9999","C23 H26 O11 N3 P1","23","26","11","3","1","-9999","-9999","-9999","-9999","-9999"
"977","551.126263","551.126126303","551.126513689","1836553.1","-9999","300886","13.32","-1","-0.702898137","0.914253322","0","0.548551993","21","0.21875","0.78125","P1 O7","de-protonated","0","-9999","C32 H25 O7 P1","32","25","7","-9999","1","-9999","-9999","-9999","-9999","-9999"
"977","551.126263","551.126126303","551.126242363","1836553.1","-9999","300886","13.32","-1","-0.210586307","0.991985657","0","0.595191394","7","0.545454545","1.454545455","S2 O12","de-protonated","0","-9999","C22 H32 O12 S2","22","32","12","-9999","-9999","2","-9999","-9999","-9999","-9999"
"977","551.126263","551.126126303","551.125729298","1836553.1","-9999","300886","13.32","-1","0.720352161","0.910141646","0","0.546084988","25","0.028571429","0.685714286","N2 S2 O1","de-protonated","0","-9999","C35 H24 O1 N2 S2","35","24","1","2","-9999","2","-9999","-9999","-9999","-9999"
"977","551.126263","551.126126303","551.12586224","1836553.1","-9999","300886","13.32","-1","0.47913353","0.959200664","0","0.575520399","12","0.375","1.208333333","N2 S1 P1 O9","de-protonated","0","-9999","C24 H29 O9 N2 P1 S1","24","29","9","2","1","1","-9999","-9999","-9999","-9999"
"977","551.126263","551.126126303","551.126441106","1836553.1","-9999","300886","13.32","-1","-0.571199123","0.942517323","0.947758514","0.9446138","26","0.088235294","0.617647059","13C1 N3 S1 O3","de-protonated","1","976","C33 H21 O3 N3 S1 13C1","33","21","3","3","-9999","1","1","-9999","-9999","-9999"
"977","551.126263","551.126126303","551.126574048","1836553.1","-9999","300886","13.32","-1","-0.81241713","0.887133278","0.982584131","0.925313619","13","0.47826087","1.130434783","13C1 N3 P1 O11","de-protonated","1","976","C22 H26 O11 N3 P1 13C1","22","26","11","3","1","-9999","1","-9999","-9999","-9999"
"979","553.074074","553.073936347","553.074481571","1752760","-9999","414367.8","12.63","-1","-0.985804984","0.838338004","0","0.503002802","17","0.307692308","0.846153846","N2 S2 O8","de-protonated","0","-9999","C26 H22 O8 N2 S2","26","22","8","2","-9999","2","-9999","-9999","-9999","-9999"
"979","553.074074","553.073936347","553.073612191","1752760","-9999","414367.8","12.63","-1","0.586099721","0.939572813","0","0.563743688","18","0.52","0.72","N2 O13","de-protonated","0","-9999","C25 H18 O13 N2","25","18","13","2","-9999","-9999","-9999","-9999","-9999","-9999"
"979","553.074074","553.073936347","553.074101448","1752760","-9999","414367.8","12.63","-1","-0.298515262","0.983960879","0","0.590376528","22","0.178571429","0.678571429","N4 S1 P1 O5","de-protonated","0","-9999","C28 H19 O5 N4 P1 S1","28","19","5","4","1","1","-9999","-9999","-9999","-9999"
"981","554.109978","554.109839839","554.110138805","1846072.4","-9999","330359.5","13.39","-1","-0.539541435","0.948550155","0","0.569130093","20","0.161290323","0.806451613","N1 S2 O5","de-protonated","0","-9999","C31 H25 O5 N1 S2","31","25","5","1","-9999","2","-9999","-9999","-9999","-9999"
"981","554.109978","554.109839839","554.110271746","1846072.4","-9999","330359.5","13.39","-1","-0.779460572","0.895618495","0","0.537371097","7","0.65","1.5","N1 S1 P1 O13","de-protonated","0","-9999","C20 H30 O13 N1 P1 S1","20","30","13","1","1","1","-9999","-9999","-9999","-9999"
"981","554.109978","554.109839839","554.109758682","1846072.4","-9999","330359.5","13.39","-1","0.146464016","0.996115181","0","0.597669109","25","0.060606061","0.666666667","N3 S1 P1 O2","de-protonated","0","-9999","C33 H22 O2 N3 P1 S1","33","22","2","3","1","1","-9999","-9999","-9999","-9999"
"983","555.00323","555.003091401","555.002755924","2142050.5","-9999","374215.3","15.81","-1","0.604459632","0.935853652","0","0.561512191","23","0.392857143","0.428571429","S1 O11","de-protonated","0","-9999","C28 H12 O11 S1","28","12","11","-9999","-9999","1","-9999","-9999","-9999","-9999"
"983","555.00323","555.003091401","555.003245181","2142050.5","-9999","374215.3","15.81","-1","-0.277080521","0.986166108","0","0.591699665","27","0.096774194","0.419354839","N2 S2 P1 O3","de-protonated","0","-9999","C31 H13 O3 N2 P1 S2","31","13","3","2","1","2","-9999","-9999","-9999","-9999"
"984","555.089758","555.089619358","555.090131635","2952088.3","-9999","351470.5","22.44","-1","-0.922871751","0.428405276","0.780512821","0.569248294","16","0.307692308","0.923076923","N2 S2 O8","de-protonated","0","-9999","C26 H24 O8 N2 S2","26","24","8","2","-9999","2","-9999","-9999","-9999","-9999"
"984","555.089758","555.089619358","555.089262256","2952088.3","-9999","351470.5","22.44","-1","0.643325124","0.46382737","0.787157861","0.593159567","17","0.52","0.8","N2 O13","de-protonated","0","-9999","C25 H20 O13 N2","25","20","13","2","-9999","-9999","-9999","-9999","-9999","-9999"
"984","555.089758","555.089619358","555.089751513","2952088.3","-9999","351470.5","22.44","-1","-0.238077683","0.494884008","0.767553728","0.603951896","21","0.178571429","0.75","N4 S1 P1 O5","de-protonated","0","-9999","C28 H21 O5 N4 P1 S1","28","21","5","4","1","1","-9999","-9999","-9999","-9999"
"985","555.527235","555.527096144","555.527542138","2666152.3","-9999","259073.3","20.1","-1","-0.802830136","0.444814725","0.725399619","0.557048682","0","0.057142857","2.085714286","P1 O2","de-protonated","0","-9999","C35 H73 O2 P1","35","73","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"986","555.528045","555.527906143","555.527542138","2740392.8","-9999","347687.1","20.7","-1","0.65524267","0.462526745","0.725399619","0.567675895","0","0.057142857","2.085714286","P1 O2","de-protonated","0","-9999","C35 H73 O2 P1","35","73","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"987","556.125455","556.12531585","556.125788869","3524124.8","-9999","360956.5","27.12","-1","-0.850560626","0.438490626","0.748902347","0.562655314","19","0.161290323","0.870967742","N1 S2 O5","de-protonated","0","-9999","C31 H27 O5 N1 S2","31","27","5","1","-9999","2","-9999","-9999","-9999","-9999"
"987","556.125455","556.12531585","556.124919489","3524124.8","-9999","360956.5","27.12","-1","0.712719674","0.455974885","0.755017935","0.575592105","20","0.333333333","0.766666667","N1 O10","de-protonated","0","-9999","C30 H23 O10 N1","30","23","10","1","-9999","-9999","-9999","-9999","-9999","-9999"
"987","556.125455","556.12531585","556.125408746","3524124.8","-9999","360956.5","27.12","-1","-0.167041781","0.49747492","0.736963647","0.593270411","24","0.060606061","0.727272727","N3 S1 P1 O2","de-protonated","0","-9999","C33 H24 O2 N3 P1 S1","33","24","2","3","1","1","-9999","-9999","-9999","-9999"
"990","557.087865","557.087725378","557.087805704","2553461.8","-9999","267266","18.37","-1","-0.144188884","0.498117355","0.736963647","0.593655872","25","0.272727273","0.545454545","O9","de-protonated","0","-9999","C33 H18 O9","33","18","9","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"990","557.087865","557.087725378","557.088156577","2553461.8","-9999","267266","18.37","-1","-0.774022538","0.896992405","0","0.538195443","2","0.933333333","2.066666667","N2 S2 P1 O14","de-protonated","0","-9999","C15 H31 O14 N2 P1 S2","15","31","14","2","1","2","-9999","-9999","-9999","-9999"
"990","557.087865","557.087725378","557.087643513","2553461.8","-9999","267266","18.37","-1","0.14695257","0.996089272","0","0.597653563","20","0.107142857","0.821428571","N4 S2 P1 O3","de-protonated","0","-9999","C28 H23 O3 N4 P1 S2","28","23","3","4","1","2","-9999","-9999","-9999","-9999"
"991","558.141204","558.141063861","558.141438933","2178314","-9999","232752.9","15.42","-1","-0.67200198","0.921327415","0","0.552796449","18","0.161290323","0.935483871","N1 S2 O5","de-protonated","0","-9999","C31 H29 O5 N1 S2","31","29","5","1","-9999","2","-9999","-9999","-9999","-9999"
"991","558.141204","558.141063861","558.140569554","2178314","-9999","232752.9","15.42","-1","0.885633019","0.867344943","0","0.520406966","19","0.333333333","0.833333333","N1 O10","de-protonated","0","-9999","C30 H25 O10 N1","30","25","10","1","-9999","-9999","-9999","-9999","-9999","-9999"
"991","558.141204","558.141063861","558.141571875","2178314","-9999","232752.9","15.42","-1","-0.910188217","0.860432749","0","0.516259649","5","0.65","1.7","N1 S1 P1 O13","de-protonated","0","-9999","C20 H34 O13 N1 P1 S1","20","34","13","1","1","1","-9999","-9999","-9999","-9999"
"991","558.141204","558.141063861","558.141058811","2178314","-9999","232752.9","15.42","-1","0.009048551","0.999985144","0","0.599991086","23","0.060606061","0.787878788","N3 S1 P1 O2","de-protonated","0","-9999","C33 H26 O2 N3 P1 S1","33","26","2","3","1","1","-9999","-9999","-9999","-9999"
"993","559.25544","559.255299315","559.255740412","2367942.8","-9999","312899.3","16.9","-1","-0.788722978","0.446630569","0.748902347","0.56753928","10","0.161290323","1.419354839","S2 O5","de-protonated","0","-9999","C31 H44 O5 S2","31","44","5","-9999","-9999","2","-9999","-9999","-9999","-9999"
"993","559.25544","559.255299315","559.254871033","2367942.8","-9999","312899.3","16.9","-1","0.765808291","0.899053423","0","0.539432054","11","0.333333333","1.333333333","O10","de-protonated","0","-9999","C30 H40 O10","30","40","10","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"993","559.25544","559.255299315","559.25536029","2367942.8","-9999","312899.3","16.9","-1","-0.109029502","0.498922683","0.736963647","0.594139069","15","0.060606061","1.242424242","N2 S1 P1 O2","de-protonated","0","-9999","C33 H41 O2 N2 P1 S1","33","41","2","2","1","1","-9999","-9999","-9999","-9999"
"998","562.989239","562.989096483","562.988562411","3250953","-9999","367666.8","23.81","-1","0.948636361","0.849346831","0","0.509608099","17","0.714285714","0.571428571","N2 S1 O15","de-protonated","0","-9999","C21 H12 O15 N2 S1","21","12","15","2","-9999","1","-9999","-9999","-9999","-9999"
"998","562.989239","562.989096483","562.989051669","3250953","-9999","367666.8","23.81","-1","0.079600254","0.499425483","0.793917021","0.617222098","21","0.291666667","0.541666667","N4 S2 P1 O7","de-protonated","0","-9999","C24 H13 O7 N4 P1 S2","24","13","7","4","1","2","-9999","-9999","-9999","-9999"
"999","562.991452","562.991309482","562.991553592","6356746.5","-9999","307276.5","48.19","-1","-0.433595252","0.483231032","0.822155738","0.618800915","17","0.6","0.65","N4 S1 P1 O12","de-protonated","0","-9999","C20 H13 O12 N4 P1 S1","20","13","12","4","1","1","-9999","-9999","-9999","-9999"
"1000","563.225183","563.225040367","563.225502912","2283423.8","-9999","287384.9","16.22","-1","-0.821243087","0.884815359","0","0.530889215","10","0.214285714","1.428571429","N2 S2 O6","de-protonated","0","-9999","C28 H40 O6 N2 S2","28","40","6","2","-9999","2","-9999","-9999","-9999","-9999"
"1000","563.225183","563.225040367","563.224633532","2283423.8","-9999","287384.9","16.22","-1","0.722331367","0.909670222","0","0.545802133","11","0.407407407","1.333333333","N2 O11","de-protonated","0","-9999","C27 H36 O11 N2","27","36","11","2","-9999","-9999","-9999","-9999","-9999","-9999"
"1000","563.225183","563.225040367","563.225122789","2283423.8","-9999","287384.9","16.22","-1","-0.146340295","0.996121729","0","0.597673037","15","0.1","1.233333333","N4 S1 P1 O3","de-protonated","0","-9999","C30 H37 O3 N4 P1 S1","30","37","3","4","1","1","-9999","-9999","-9999","-9999"
"1001","564.347142","564.346998816","564.346818324","3078767.3","-9999","297040.1","22.45","-1","0.319825776","0.49080553","0.742885034","0.591637332","6","0.03125","1.75","N1 S2 P1 O1","de-protonated","0","-9999","C32 H56 O1 N1 P1 S2","32","56","1","1","1","2","-9999","-9999","-9999","-9999"
"1003","564.977872","564.977728507","564.978212202","3269637.3","-9999","334373.9","23.95","-1","-0.856131241","0.875469683","0","0.52528181","16","0.523809524","0.714285714","N2 S2 P1 O11","de-protonated","0","-9999","C21 H15 O11 N2 P1 S2","21","15","11","2","1","2","-9999","-9999","-9999","-9999"
"1003","564.977872","564.977728507","564.977342823","3269637.3","-9999","334373.9","23.95","-1","0.682654582","0.918918152","0","0.551350891","17","0.8","0.55","N2 P1 O16","de-protonated","0","-9999","C20 H11 O16 N2 P1","20","11","16","2","1","-9999","-9999","-9999","-9999","-9999"
"1004","564.988511","564.988367502","564.988108181","2152460.3","-9999","369908","15.18","-1","0.458984019","0.962496231","0","0.577497739","11","0.736842105","1","S2 P1 O14","de-protonated","0","-9999","C19 H19 O14 P1 S2","19","19","14","-9999","1","2","-9999","-9999","-9999","-9999"
"1004","564.988511","564.988367502","564.988576212","2152460.3","-9999","369908","15.18","-1","-0.369405943","0.975543406","0","0.585326043","17","0.789473684","0.578947368","N4 P1 O15","de-protonated","0","-9999","C19 H11 O15 N4 P1","19","11","15","4","1","-9999","-9999","-9999","-9999","-9999"
"1005","565.122776","565.122632436","565.122751918","1768546.8","-9999","349675.1","12.17","-1","-0.211427326","0.991921775","0","0.595153065","26","0.114285714","0.628571429","N2 S1 O4","de-protonated","0","-9999","C35 H22 O4 N2 S1","35","22","4","2","-9999","1","-9999","-9999","-9999","-9999"
"1005","565.122776","565.122632436","565.12288486","1768546.8","-9999","349675.1","12.17","-1","-0.44667121","0.964445682","0","0.578667409","13","0.5","1.125","N2 P1 O12","de-protonated","0","-9999","C24 H27 O12 N2 P1","24","27","12","2","1","-9999","-9999","-9999","-9999","-9999"
"1005","565.122776","565.122632436","565.122371796","1768546.8","-9999","349675.1","12.17","-1","0.461210068","0.962138558","0","0.577283135","31","0.027027027","0.513513514","N4 P1 O1","de-protonated","0","-9999","C37 H19 O1 N4 P1","37","19","1","4","1","-9999","-9999","-9999","-9999","-9999"
"1005","565.122776","565.122632436","565.12210047","1768546.8","-9999","349675.1","12.17","-1","0.941329824","0.851477661","0","0.510886596","17","0.222222222","0.962962963","N4 S2 O6","de-protonated","0","-9999","C27 H26 O6 N4 S2","27","26","6","4","-9999","2","-9999","-9999","-9999","-9999"
"1005","565.122776","565.122632436","565.122233411","1768546.8","-9999","349675.1","12.17","-1","0.706085399","0.913508646","0","0.548105188","4","0.875","1.9375","N4 S1 P1 O14","de-protonated","0","-9999","C16 H31 O14 N4 P1 S1","16","31","14","4","1","1","-9999","-9999","-9999","-9999"
"1006","565.131826","565.131682431","565.131996448","2328680.5","-9999","324196.4","16.56","-1","-0.555652352","0.945518147","0","0.567310888","12","0.36","1.2","N2 S2 O9","de-protonated","0","-9999","C25 H30 O9 N2 S2","25","30","9","2","-9999","2","-9999","-9999","-9999","-9999"
"1006","565.131826","565.131682431","565.131127068","2328680.5","-9999","324196.4","16.56","-1","0.982715198","0.839263727","0","0.503558236","13","0.583333333","1.083333333","N2 O14","de-protonated","0","-9999","C24 H26 O14 N2","24","26","14","2","-9999","-9999","-9999","-9999","-9999","-9999"
"1006","565.131826","565.131682431","565.131616326","2328680.5","-9999","324196.4","16.56","-1","0.116973808","0.99752034","0","0.598512204","17","0.222222222","1","N4 S1 P1 O6","de-protonated","0","-9999","C27 H27 O6 N4 P1 S1","27","27","6","4","1","1","-9999","-9999","-9999","-9999"
"1007","565.133865","565.13372143","565.133650219","5203050","-9999","327345.7","39.12","-1","0.126008771","0.498561533","0.800793265","0.619454226","7","0.434782609","1.52173913","S2 P1 O10","de-protonated","0","-9999","C23 H35 O10 P1 S2","23","35","10","-9999","1","2","-9999","-9999","-9999","-9999"
