"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","33S","34S"
"1007","565.133865","565.13372143","565.133985308","5203050","-9999","327345.7","39.12","-1","-0.466928428","0.48060622","0.73113591","0.580818096","26","0.088235294","0.647058824","N4 S1 O3","de-protonated","0","-9999","C34 H22 O3 N4 S1","34","22","3","4","-9999","1","-9999","-9999","-9999","-9999"
"1007","565.133865","565.13372143","565.134118249","5203050","-9999","327345.7","39.12","-1","-0.702167575","0.457211811","0.800793265","0.594644393","13","0.47826087","1.173913043","N4 P1 O11","de-protonated","0","-9999","C23 H27 O11 N4 P1","23","27","11","4","1","-9999","-9999","-9999","-9999","-9999"
"1008","565.223248","565.223104387","565.22317698","2080931.5","-9999","305582.9","14.62","-1","-0.128434042","0.997011424","0","0.598206854","19","0.2","0.971428571","O7","de-protonated","0","-9999","C35 H34 O7","35","34","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"1008","565.223248","565.223104387","565.223014789","2080931.5","-9999","305582.9","14.62","-1","0.158516958","0.995451003","0","0.597270602","14","0.033333333","1.3","N4 S2 P1 O1","de-protonated","0","-9999","C30 H39 O1 N4 P1 S2","30","39","1","4","1","2","-9999","-9999","-9999","-9999"
"1009","566.222908","566.222763896","566.222799578","2981673.8","-9999","322304.1","21.68","-1","-0.063016685","0.999279708","0","0.599567825","0","0.476190476","2.19047619","N1 S2 P1 O10","de-protonated","0","-9999","C21 H46 O10 N1 P1 S2","21","46","10","1","1","2","-9999","-9999","-9999","-9999"
"1014","570.100811","570.100664993","570.101030672","3450127","-9999","281393.5","25.34","-1","-0.64142767999999994","0.464032578","0.780512821","0.590624675","16","0.307692308","0.961538462","N3 S2 O8","de-protonated","0","-9999","C26 H25 O8 N3 S2","26","25","8","3","-9999","2","-9999","-9999","-9999","-9999"
"1014","570.100811","570.100664993","570.100161292","3450127","-9999","281393.5","25.34","-1","0.883531216","0.433965171","0.787157861","0.575242247","17","0.52","0.84","N3 O13","de-protonated","0","-9999","C25 H21 O13 N3","25","21","13","3","-9999","-9999","-9999","-9999","-9999","-9999"
"1020","572.098741","572.098594013","572.098704741","3028537","-9999","315844.9","22.02","-1","-0.193545906","0.496612988","0.736963647","0.592753252","25","0.272727273","0.575757576","N1 O9","de-protonated","0","-9999","C33 H19 O9 N1","33","19","9","1","-9999","-9999","-9999","-9999","-9999","-9999"
"1020","572.098741","572.098594013","572.098053292","3028537","-9999","315844.9","22.02","-1","0.945154969","0.425181755","0.787157861","0.569972197","16","0.44","0.92","N3 S1 O11","de-protonated","0","-9999","C25 H23 O11 N3 S1","25","23","11","3","-9999","1","-9999","-9999","-9999","-9999"
"1020","572.098741","572.098594013","572.099055614","3028537","-9999","315844.9","22.02","-1","-0.806853774","0.888584568","0","0.533150741","2","0.933333333","2.133333333","N3 S2 P1 O14","de-protonated","0","-9999","C15 H32 O14 N3 P1 S2","15","32","14","3","1","2","-9999","-9999","-9999","-9999"
"1024","574.987597","574.987448596","574.987714258","10587590","-9999","368357.3","81.33","-1","-0.46203109","0.320668745","0.741256555","0.488903869","17","0.458333333","0.708333333","S2 P1 O11","de-protonated","0","-9999","C24 H17 O11 P1 S2","24","17","11","-9999","1","2","-9999","-9999","-9999","-9999"
"1025","574.989724","574.989575595","574.99008324","29699528","-9999","292630.6","231.33","-1","-0.882876033","0.349784876","0.721909305","0.498634648","26","0.258064516","0.387096774","S2 O8","de-protonated","0","-9999","C31 H12 O8 S2","31","12","8","-9999","-9999","2","-9999","-9999","-9999","-9999"
"1025","574.989724","574.989575595","574.989051669","29699528","-9999","292630.6","231.33","-1","0.911193412","0.215036739","0.716861138","0.415766499","22","0.28","0.52","N4 S2 P1 O7","de-protonated","0","-9999","C25 H13 O7 N4 P1 S2","25","13","7","4","1","2","-9999","-9999","-9999","-9999"
"1026","574.993786","574.993637593","574.993587485","2123210.5","-9999","219015.3","14.9","-1","0.087145308","0.998622972","0","0.599173783","8","0.941176471","1.235294118","S2 P1 O16","de-protonated","0","-9999","C17 H21 O16 P1 S2","17","21","16","-9999","1","2","-9999","-9999","-9999","-9999"
"1026","574.993786","574.993637593","574.993074421","2123210.5","-9999","219015.3","14.9","-1","0.979441785","0.840242405","0","0.504145443","26","0.166666667","0.433333333","N2 S2 P1 O5","de-protonated","0","-9999","C30 H13 O5 N2 P1 S2","30","13","5","2","1","2","-9999","-9999","-9999","-9999"
"1027","575.277056","575.276907454","575.277144563","3661449.8","-9999","279421.5","25.82","-1","-0.412164364","0.484822911","0.73113591","0.583348111","14","0.058823529","1.294117647","N2 S2 O2","de-protonated","0","-9999","C34 H44 O2 N2 S2","34","44","2","2","-9999","2","-9999","-9999","-9999","-9999"
"1027","575.277056","575.276907454","575.277277504","3661449.8","-9999","279421.5","25.82","-1","-0.64325584","0.463834872","0.800793265","0.598618229","1","0.434782609","2.130434783","N2 S1 P1 O10","de-protonated","0","-9999","C23 H49 O10 N2 P1 S1","23","49","10","2","1","1","-9999","-9999","-9999","-9999"
"1028","575.987136","575.986987105","575.987182687","3813481.8","-9999","356178.2","26.96","-1","-0.339558419","0.979296307","0","0.587577784","13","0.833333333","0.833333333","N3 S2 O15","de-protonated","0","-9999","C18 H15 O15 N3 S2","18","15","15","3","-9999","2","-9999","-9999","-9999","-9999"
"1030","575.993179","575.993030103","575.99332724","2713709.8","-9999","268363.7","18.7","-1","-0.515869157","0.952859988","0","0.571715993","18","0.714285714","0.571428571","N3 P1 O15","de-protonated","0","-9999","C21 H12 O15 N3 P1","21","12","15","3","1","-9999","-9999","-9999","-9999","-9999"
"1032","576.970867","576.970717623","576.97119827","1954565.5","-9999","315269.2","12.99","-1","-0.833051736","0.881684596","0","0.529010758","13","0.888888889","0.777777778","N2 S2 O16","de-protonated","0","-9999","C18 H14 O16 N2 S2","18","14","16","2","-9999","2","-9999","-9999","-9999","-9999"
"1032","576.970867","576.970717623","576.970818147","1954565.5","-9999","315269.2","12.99","-1","-0.174227769","0.994507209","0","0.596704325","18","0.65","0.55","N4 S1 P1 O13","de-protonated","0","-9999","C20 H11 O13 N4 P1 S1","20","11","13","4","1","1","-9999","-9999","-9999","-9999"
"1033","576.984396","576.984246616","576.984736878","3113742.8","-9999","322226.8","21.7","-1","-0.849696214","0.877215155","0","0.526329093","17","0.608695652","0.652173913","S1 P1 O14","de-protonated","0","-9999","C23 H15 O14 P1 S1","23","15","14","-9999","1","1","-9999","-9999","-9999","-9999"
"1034","576.986511","576.986361615","576.985879069","4919056","-9999","263115.3","35.26","-1","0.836321587","0.352324703","0.721909305","0.500158544","26","0.258064516","0.387096774","S1 34S1 O8","de-protonated","1","1025","C31 H12 O8 S1 34S1","31","12","8","-9999","-9999","1","-9999","-9999","-9999","1"
"1034","576.986511","576.986361615","576.986454411","4919056","-9999","263115.3","35.26","-1","-0.160828427","0.497658842","0.807789663","0.62171117","17","0.590909091","0.636363636","N2 S2 O13","de-protonated","0","-9999","C22 H14 O13 N2 S2","22","14","13","2","-9999","2","-9999","-9999","-9999","-9999"
"1034","576.986511","576.986361615","576.986074288","4919056","-9999","263115.3","35.26","-1","0.497978563","0.478000593","0.793917021","0.604367164","22","0.416666667","0.458333333","N4 S1 P1 O10","de-protonated","0","-9999","C24 H11 O10 N4 P1 S1","24","11","10","4","1","1","-9999","-9999","-9999","-9999"
"1035","578.107521","578.107371065","578.107769823","2995725.3","-9999","297520.6","20.81","-1","-0.689763517","0.458646419","0.780512821","0.58739298","13","0.307692308","1.153846154","N1 S2 P1 O8","de-protonated","0","-9999","C26 H30 O8 N1 P1 S2","26","30","8","1","1","2","-9999","-9999","-9999","-9999"
"1035","578.107521","578.107371065","578.106900443","2995725.3","-9999","297520.6","20.81","-1","0.814074735","0.443349699","0.787157861","0.580872964","14","0.52","1.04","N1 P1 O13","de-protonated","0","-9999","C25 H26 O13 N1 P1","25","26","13","1","1","-9999","-9999","-9999","-9999","-9999"
"1037","580.170573","580.170422053","580.170687913","1853848.4","-9999","216839.9","12.22","-1","-0.458244506","0.48130735","0.677556332","0.559806943","34","0.022727273","0.522727273","N1 O1","de-protonated","0","-9999","C44 H23 O1 N1","44","23","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"1037","580.170573","580.170422053","580.170549529","1853848.4","-9999","216839.9","12.22","-1","-0.219720908","0.991278407","0","0.594767044","7","0.608695652","1.52173913","N1 S1 O14","de-protonated","0","-9999","C23 H35 O14 N1 S1","23","35","14","1","-9999","1","-9999","-9999","-9999","-9999"
"1037","580.170573","580.170422053","580.170036464","1853848.4","-9999","216839.9","12.22","-1","0.664613175","0.9229799","0","0.55378794","25","0.083333333","0.75","N3 S1 O3","de-protonated","0","-9999","C36 H27 O3 N3 S1","36","27","3","3","-9999","1","-9999","-9999","-9999","-9999"
"1037","580.170573","580.170422053","580.170169406","1853848.4","-9999","216839.9","12.22","-1","0.435470373","0.966176334","0","0.5797058","12","0.44","1.28","N3 P1 O11","de-protonated","0","-9999","C25 H32 O11 N3 P1","25","32","11","3","1","-9999","-9999","-9999","-9999","-9999"
"1038","585.136932","585.136778616","585.137353155","2600751.8","-9999","270663.3","17.8","-1","-0.981886863","0.419755791","0.70871839","0.53534083","29","0.078947368","0.605263158","N2 P1 O3","de-protonated","0","-9999","C38 H23 O3 N2 P1","38","23","3","2","1","-9999","-9999","-9999","-9999","-9999"
"1038","585.136932","585.136778616","585.137081829","2600751.8","-9999","270663.3","17.8","-1","-0.518190574","0.952445046","0","0.571467028","15","0.285714286","1.071428571","N2 S2 O8","de-protonated","0","-9999","C28 H30 O8 N2 S2","28","30","8","2","-9999","2","-9999","-9999","-9999","-9999"
"1038","585.136932","585.136778616","585.136212449","2600751.8","-9999","270663.3","17.8","-1","0.967582142","0.843770266","0","0.506262159","16","0.481481481","0.962962963","N2 O13","de-protonated","0","-9999","C27 H26 O13 N2","27","26","13","2","-9999","-9999","-9999","-9999","-9999","-9999"
"1038","585.136932","585.136778616","585.137214771","2600751.8","-9999","270663.3","17.8","-1","-0.745387986","0.90410165","0","0.54246099","2","0.941176471","2.058823529","N2 S1 P1 O16","de-protonated","0","-9999","C17 H35 O16 N2 P1 S1","17","35","16","2","1","1","-9999","-9999","-9999","-9999"
"1038","585.136932","585.136778616","585.136701706","2600751.8","-9999","270663.3","17.8","-1","0.131439371","0.498435072","0.755017935","0.601068217","20","0.166666667","0.9","N4 S1 P1 O5","de-protonated","0","-9999","C30 H27 O5 N4 P1 S1","30","27","5","4","1","1","-9999","-9999","-9999","-9999"
"1039","585.271232","585.27107855","585.271390477","2358671.3","-9999","272609.6","15.98","-1","-0.532960482","0.474882861","0.736963647","0.579715176","11","0.151515152","1.393939394","S2 O5","de-protonated","0","-9999","C33 H46 O5 S2","33","46","5","-9999","-9999","2","-9999","-9999","-9999","-9999"
"1039","585.271232","585.27107855","585.270521097","2358671.3","-9999","272609.6","15.98","-1","0.952471255","0.424112003","0.742885034","0.551621216","12","0.3125","1.3125","O10","de-protonated","0","-9999","C32 H42 O10","32","42","10","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"1039","585.271232","585.27107855","585.271010354","2358671.3","-9999","272609.6","15.98","-1","0.116520375","0.498769752","0.725399619","0.589421699","16","0.057142857","1.228571429","N2 S1 P1 O2","de-protonated","0","-9999","C35 H43 O2 N2 P1 S1","35","43","2","2","1","1","-9999","-9999","-9999","-9999"
"1040","585.346294","585.346140514","585.346663419","1981380.6","-9999","346142.3","13.15","-1","-0.893326182","0.865193759","0","0.519116256","5","0.258064516","1.741935484","S1 O8","de-protonated","0","-9999","C31 H54 O8 S1","31","54","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"1040","585.346294","585.346140514","585.346283297","1981380.6","-9999","346142.3","13.15","-1","-0.24392908","0.989261622","0","0.593556973","10","0.151515152","1.545454545","N2 P1 O5","de-protonated","0","-9999","C33 H51 O5 N2 P1","33","51","5","2","1","-9999","-9999","-9999","-9999","-9999"
"1040","585.346294","585.346140514","585.345631848","1981380.6","-9999","346142.3","13.15","-1","0.869000591","0.871950034","0","0.52317002","1","0.28","2.2","N4 S1 P1 O7","de-protonated","0","-9999","C25 H55 O7 N4 P1 S1","25","55","7","4","1","1","-9999","-9999","-9999","-9999"
"1041","586.095921","586.095767146","586.096216618","2349018.8","-9999","311332","15.9","-1","-0.766891219","0.449391349","0.719752637","0.557535864","30","0.111111111","0.5","N3 P1 O4","de-protonated","0","-9999","C36 H18 O4 N3 P1","36","18","4","3","1","-9999","-9999","-9999","-9999","-9999"
"1041","586.095921","586.095767146","586.095945292","2349018.8","-9999","311332","15.9","-1","-0.303953446","0.983376101","0","0.590025661","16","0.346153846","0.961538462","N3 S2 O9","de-protonated","0","-9999","C26 H25 O9 N3 S2","26","25","9","3","-9999","2","-9999","-9999","-9999","-9999"
"1042","586.172526","586.172372108","586.172739062","3433489.3","-9999","329429.6","24.05","-1","-0.626017115","0.465680057","0.736963647","0.574193493","18","0.151515152","1","N1 S2 O5","de-protonated","0","-9999","C33 H33 O5 N1 S2","33","33","5","1","-9999","2","-9999","-9999","-9999","-9999"
"1042","586.172526","586.172372108","586.171869682","3433489.3","-9999","329429.6","24.05","-1","0.857130356","0.437598905","0.742885034","0.559713356","19","0.3125","0.90625","N1 O10","de-protonated","0","-9999","C32 H29 O10 N1","32","29","10","1","-9999","-9999","-9999","-9999","-9999","-9999"
"1042","586.172526","586.172372108","586.172872004","3433489.3","-9999","329429.6","24.05","-1","-0.852813088","0.438185464","0.807789663","0.586027143","5","0.590909091","1.727272727","N1 S1 P1 O13","de-protonated","0","-9999","C22 H38 O13 N1 P1 S1","22","38","13","1","1","1","-9999","-9999","-9999","-9999"
"1042","586.172526","586.172372108","586.17235894","3433489.3","-9999","329429.6","24.05","-1","0.022464985","0.499954216","0.725399619","0.590132377","23","0.057142857","0.857142857","N3 S1 P1 O2","de-protonated","0","-9999","C35 H30 O2 N3 P1 S1","35","30","2","3","1","1","-9999","-9999","-9999","-9999"
"1043","587.131453","587.131298638","587.131873851","2384575.8","-9999","290452.8","16.17","-1","-0.979700956","0.420082498","0.692787115","0.529164345","33","0.024390244","0.512195122","N2 P1 O1","de-protonated","0","-9999","C41 H21 O1 N2 P1","41","21","1","2","1","-9999","-9999","-9999","-9999","-9999"
"1043","587.131453","587.131298638","587.131602525","2384575.8","-9999","290452.8","16.17","-1","-0.51757987","0.476277185","0.748902347","0.585327249","19","0.193548387","0.903225806","N2 S2 O6","de-protonated","0","-9999","C31 H28 O6 N2 S2","31","28","6","2","-9999","2","-9999","-9999","-9999","-9999"
"1043","587.131453","587.131298638","587.130733145","2384575.8","-9999","290452.8","16.17","-1","0.963145582","0.845082716","0","0.50704963","20","0.366666667","0.8","N2 O11","de-protonated","0","-9999","C30 H24 O11 N2","30","24","11","2","-9999","-9999","-9999","-9999","-9999","-9999"
"1043","587.131453","587.131298638","587.131735467","2384575.8","-9999","290452.8","16.17","-1","-0.744005479","0.904439504","0","0.542663703","6","0.7","1.65","N2 S1 P1 O14","de-protonated","0","-9999","C20 H33 O14 N2 P1 S1","20","33","14","2","1","1","-9999","-9999","-9999","-9999"
"1043","587.131453","587.131298638","587.131222403","2384575.8","-9999","290452.8","16.17","-1","0.129843243","0.498472791","0.736963647","0.593869134","24","0.090909091","0.757575758","N4 S1 P1 O3","de-protonated","0","-9999","C33 H25 O3 N4 P1 S1","33","25","3","4","1","1","-9999","-9999","-9999","-9999"
"1044","588.093782","588.093627166","588.09361936","2276212.3","-9999","305895","15.35","-1","0.013272328","0.499984019","0.736963647","0.59477587","25","0.303030303","0.575757576","N1 O10","de-protonated","0","-9999","C33 H19 O10 N1","33","19","10","1","-9999","-9999","-9999","-9999","-9999","-9999"
"1044","588.093782","588.093627166","588.094108618","2276212.3","-9999","305895","15.35","-1","-0.818664856","0.442747214","0.719752637","0.553549384","29","0.055555556","0.555555556","N3 S1 P1 O2","de-protonated","0","-9999","C36 H20 O2 N3 P1 S1","36","20","2","3","1","1","-9999","-9999","-9999","-9999"
"1045","588.180172","588.180017123","588.180146918","3433906.8","-9999","404264.6","24.05","-1","-0.220672451","0.495601518","0.736963647","0.59214637","17","0.090909091","1.090909091","N1 S2 P1 O3","de-protonated","0","-9999","C33 H36 O3 N1 P1 S2","33","36","3","1","1","2","-9999","-9999","-9999","-9999"
