Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,OtoC_ratio,HtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
2344,391.103829,391.103644082,391.103293577,4093118,-9999,272060,24.89,-1,0.896195045,0.864388174,0,0.518632904,5,0.214285714,1.785714286,N4 S2 P1 O3,de-protonated,0,-9999,C14 H25 O3 N4 P1 S2,14,25,3,4,1,2,-9999,N/A,-9999,-9999
2345,391.117012,391.116827077,391.117212308,1754305.4,-9999,267114.9,9.33,-1,-0.984950571,0.838594181,0,0.503156508,4,0.235294118,1.705882353,S2 P1 O4,de-protonated,0,-9999,C17 H29 O4 P1 S2,17,29,4,-9999,1,2,-9999,N/A,-9999,-9999
2346,391.12985,391.129665072,391.129945299,1606596.5,-9999,265554,8.35,-1,-0.716455783,0.91106665,0,0.54663999,14,0.227272727,0.909090909,N2 O5,de-protonated,0,-9999,C22 H20 O5 N2,22,20,5,2,-9999,-9999,-9999,N/A,-9999,-9999
2346,391.12985,391.129665072,391.12929385,1606596.5,-9999,265554,8.35,-1,0.949101422,0.849210828,0,0.509526497,5,0.5,1.714285714,N4 S1 O7,de-protonated,0,-9999,C14 H24 O7 N4 S1,14,24,7,4,-9999,1,-9999,N/A,-9999,-9999
2347,391.14034,391.140155068,391.139841278,2655431,-9999,293102.2,15.33,-1,0.802244516,0.889781193,0,0.533868716,9,0.4,1.2,O8,de-protonated,0,-9999,C20 H24 O8,20,24,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2349,391.153249,391.153064062,391.152728437,5508298.5,-9999,267464.4,34.31,-1,0.858041171,0.874949761,0,0.524969857,4,0.470588235,1.705882353,P1 O8,de-protonated,0,-9999,C17 H29 O8 P1,17,29,8,-9999,1,-9999,-9999,N/A,-9999,-9999
2350,391.166067,391.165882057,391.16567936,1795277.4,-9999,308554.7,9.61,-1,0.518189054,0.952445318,0,0.571467191,4,0.4,1.866666667,N4 S1 O6,de-protonated,0,-9999,C15 H28 O6 N4 S1,15,28,6,4,-9999,1,-9999,N/A,-9999,-9999
2352,391.189644,391.189459048,391.189113947,7568595,-9999,265961.6,48.01,-1,0.882185795,0.896147211,0.993509689,0.935092202,3,0.388888889,1.833333333,P1 O7,de-protonated,0,-9999,C18 H33 O7 P1,18,33,7,-9999,1,-9999,-9999,N/A,-9999,-9999
2355,391.213004,391.212819039,391.212612296,9680089,-9999,266017.8,62.06,-1,0.528465864,0.939344707,0.994610882,0.961451177,7,0.272727273,1.454545455,O6,de-protonated,0,-9999,C22 H32 O6,22,32,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2356,391.22603,391.225845034,391.225499456,6190300,-9999,276262.3,38.84,-1,0.883321302,0.855942029,0.921970569,0.882353445,2,0.315789474,1.947368421,P1 O6,de-protonated,0,-9999,C19 H37 O6 P1,19,37,6,-9999,1,-9999,-9999,N/A,-9999,-9999
2360,392.146777,392.146591672,392.146323639,2357181.3,-9999,297869.6,13.34,-1,0.683501072,0.918725352,0,0.551235211,9,0.388888889,1.277777778,N3 O7,de-protonated,0,-9999,C18 H23 O7 N3,18,23,7,3,-9999,-9999,-9999,N/A,-9999,-9999
2361,392.150093,392.14990767,392.149694943,2566590,-9999,267745.4,14.73,-1,0.542465826,0.948005709,0,0.568803425,4,0.466666667,1.8,N3 S1 O7,de-protonated,0,-9999,C15 H27 O7 N3 S1,15,27,7,3,-9999,1,-9999,N/A,-9999,-9999
2362,392.183088,392.182902657,392.182709149,11541958,-9999,264190.3,74.44,-1,0.49341492,0.909184845,0.89257401,0.902540511,8,0.315789474,1.421052632,N3 O6,de-protonated,0,-9999,C19 H27 O6 N3,19,27,6,3,-9999,-9999,-9999,N/A,-9999,-9999
2363,392.192913,392.192727654,392.192468782,1544136.5,-9999,310523.5,7.93,-1,0.660063122,0.923989873,0.993509689,0.95179779900000006,3,0.388888889,1.833333333,13C1 P1 O7,de-protonated,1,2352,C17 H33 O7 P1 13C1,17,33,7,-9999,1,-9999,1,N/A,-9999,-9999
2363,392.192913,392.192727654,392.192605127,1544136.5,-9999,310523.5,7.93,-1,0.312413248,0.982446135,0,0.589467681,3,0.529411765,1.823529412,N1 O9,de-protonated,0,-9999,C17 H31 O9 N1,17,31,9,1,-9999,-9999,-9999,N/A,-9999,-9999
2363,392.192913,392.192727654,392.193094385,1544136.5,-9999,310523.5,7.93,-1,-0.935078128,0.853291983,0,0.51197519,7,0.05,1.6,N3 S1 P1 O1,de-protonated,0,-9999,C20 H32 O1 N3 P1 S1,20,32,1,3,1,1,-9999,N/A,-9999,-9999
2364,392.216404,392.216218644,392.215967132,2383822.3,-9999,270263.2,13.52,-1,0.641260904,0.928101181,0.994610882,0.954705061,7,0.272727273,1.454545455,13C1 O6,de-protonated,1,2355,C21 H32 O6 13C1,21,32,6,-9999,-9999,-9999,1,N/A,-9999,-9999
2365,392.229419,392.229233639,392.228854291,2046929.4,-9999,294184.1,11.28,-1,0.967160045,0.843895305,0.921970569,0.87512541,2,0.315789474,1.947368421,13C1 P1 O6,de-protonated,1,2356,C18 H37 O6 P1 13C1,18,37,6,-9999,1,-9999,1,N/A,-9999,-9999
2365,392.229419,392.229233639,392.228990637,2046929.4,-9999,294184.1,11.28,-1,0.619542314,0.932724006,0,0.559634404,2,0.444444444,1.944444444,N1 O8,de-protonated,0,-9999,C18 H35 O8 N1,18,35,8,1,-9999,-9999,-9999,N/A,-9999,-9999
2368,393.046652,393.046466318,393.046334814,3137686.5,-9999,258233.9,18.53,-1,0.334575203,0.97989342,0,0.587936052,11,0.647058824,0.823529412,O11,de-protonated,0,-9999,C17 H14 O11,17,14,11,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2368,393.046652,393.046466318,393.046824072,3137686.5,-9999,258233.9,18.53,-1,-0.910206547,0.860427539,0,0.516256524,15,0.15,0.75,N2 S1 P1 O3,de-protonated,0,-9999,C20 H15 O3 N2 P1 S1,20,15,3,2,1,1,-9999,N/A,-9999,-9999
2368,393.046652,393.046466318,393.046172623,3137686.5,-9999,258233.9,18.53,-1,0.747227445,0.903651351,0,0.542190811,6,0.416666667,1.583333333,N4 S2 P1 O5,de-protonated,0,-9999,C12 H19 O5 N4 P1 S2,12,19,5,4,1,2,-9999,N/A,-9999,-9999
2369,393.083093,393.082907303,393.082720324,4123295.3,-9999,289899.6,25.09,-1,0.475675638,0.959775471,0,0.575865282,10,0.555555556,1,O10,de-protonated,0,-9999,C18 H18 O10,18,18,10,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2369,393.083093,393.082907303,393.083209581,4123295.3,-9999,289899.6,25.09,-1,-0.768991066,0.898256889,0,0.538954134,14,0.095238095,0.904761905,N2 S1 P1 O2,de-protonated,0,-9999,C21 H19 O2 N2 P1 S1,21,19,2,2,1,1,-9999,N/A,-9999,-9999
2369,393.083093,393.082907303,393.082558132,4123295.3,-9999,289899.6,25.09,-1,0.888289741,0.866603563,0,0.519962138,5,0.307692308,1.769230769,N4 S2 P1 O4,de-protonated,0,-9999,C13 H23 O4 N4 P1 S2,13,23,4,4,1,2,-9999,N/A,-9999,-9999
2370,393.111421,393.111235292,393.110863624,4400806,-9999,280159.6,26.94,-1,0.945453066,0.850276555,0,0.510165933,9,0.368421053,1.210526316,P1 O7,de-protonated,0,-9999,C19 H23 O7 P1,19,23,7,-9999,1,-9999,-9999,N/A,-9999,-9999
2371,393.119531,393.119345289,393.119105833,3774120,-9999,266007.5,22.77,-1,0.609118681,0.934894022,0,0.560936413,9,0.473684211,1.157894737,O9,de-protonated,0,-9999,C19 H22 O9,19,22,9,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2371,393.119531,393.119345289,393.11959509,3774120,-9999,266007.5,22.77,-1,-0.635432988,0.929355022,0,0.557613013,13,0.045454545,1.045454545,N2 S1 P1 O1,de-protonated,0,-9999,C22 H23 O1 N2 P1 S1,22,23,1,2,1,1,-9999,N/A,-9999,-9999
2373,393.141859,393.14167328,393.141375907,1554349.5,-9999,275644.9,8,-1,0.756403007,0.901391994,0,0.540835196,17,0.037037037,0.851851852,P1 O1,de-protonated,0,-9999,C27 H23 O1 P1,27,23,1,-9999,1,-9999,-9999,N/A,-9999,-9999
2373,393.141859,393.14167328,393.141572611,1554349.5,-9999,275644.9,8,-1,0.256062538,0.988173261,0,0.592903956,9,0.411764706,1.294117647,N4 O7,de-protonated,0,-9999,C17 H22 O7 N4,17,22,7,4,-9999,-9999,-9999,N/A,-9999,-9999
2374,393.149991,393.149805277,393.149618115,2347695.5,-9999,237220.1,13.28,-1,0.476057006,0.959712263,0,0.575827358,17,0.111111111,0.814814815,O3,de-protonated,0,-9999,C27 H22 O3,27,22,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2375,393.155886,393.155700275,393.155491342,3779248.8,-9999,283102.3,22.8,-1,0.531424706,0.950047471,0,0.570028483,8,0.4,1.3,O8,de-protonated,0,-9999,C20 H26 O8,20,26,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2375,393.155886,393.155700275,393.155329151,3779248.8,-9999,283102.3,22.8,-1,0.943962459,0.850711181,0,0.510426708,3,0.133333333,2.066666667,N4 S2 P1 O2,de-protonated,0,-9999,C15 H31 O2 N4 P1 S2,15,31,2,4,1,2,-9999,N/A,-9999,-9999
2377,393.168939,393.16875327,393.168378502,6831796,-9999,259545.5,43.11,-1,0.953199336,0.424005244,0.844689208,0.592278829,3,0.470588235,1.823529412,P1 O8,de-protonated,0,-9999,C17 H31 O8 P1,17,31,8,-9999,1,-9999,-9999,N/A,-9999,-9999
2379,393.186606,393.186420263,393.186063984,4441784,-9999,271010.3,27.21,-1,0.906133357,0.861583363,0.89257401,0.873979622,8,0.315789474,1.421052632,13C1 N3 O6,de-protonated,1,2362,C18 H27 O6 N3 13C1,18,27,6,3,-9999,-9999,1,N/A,-9999,-9999
2380,393.191086,393.190900261,393.19084528,2091705.3,-9999,397067.1,11.57,-1,0.139831704,0.996458437,0,0.597875062,3,0.4,2.066666667,N4 P1 O6,de-protonated,0,-9999,C15 H31 O6 N4 P1,15,31,6,4,1,-9999,-9999,N/A,-9999,-9999
2381,393.192556,393.19237026,393.192746231,2088633.6,-9999,378892,11.55,-1,-0.956200504,0.847129202,0,0.508277521,6,0.090909091,1.545454545,S2 O2,de-protonated,0,-9999,C22 H34 O2 S2,22,34,2,-9999,-9999,2,-9999,N/A,-9999,-9999
2382,393.205332,393.205146255,393.204764011,9821885,-9999,265975.5,63,-1,0.972124978,0.854568376,0.959966831,0.896727758,2,0.388888889,1.944444444,P1 O7,de-protonated,0,-9999,C18 H35 O7 P1,18,35,7,-9999,1,-9999,-9999,N/A,-9999,-9999
2384,393.228614,393.228428246,393.228262361,12562114,-9999,260356.7,81.23,-1,0.421854812,0.952465416,0.991949549,0.968259069,6,0.272727273,1.545454545,O6,de-protonated,0,-9999,C22 H34 O6,22,34,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2385,393.2417,393.241514241,393.24114952,3129029.5,-9999,289619.2,18.47,-1,0.927472921,0.855487966,0,0.51329278,1,0.315789474,2.052631579,P1 O6,de-protonated,0,-9999,C19 H39 O6 P1,19,39,6,-9999,1,-9999,-9999,N/A,-9999,-9999
2387,393.278073,393.277887227,393.27753503,6698702,-9999,267551.6,42.22,-1,0.895542789,0.432285745,0.822155738,0.588233742,0,0.25,2.15,P1 O5,de-protonated,0,-9999,C20 H43 O5 P1,20,43,5,-9999,1,-9999,-9999,N/A,-9999,-9999
2389,394.162294,394.162107879,394.161973704,5303200.5,-9999,258463.5,32.94,-1,0.340406233,0.917908352,0.794451583,0.868525644,8,0.388888889,1.388888889,N3 O7,de-protonated,0,-9999,C18 H25 O7 N3,18,25,7,3,-9999,-9999,-9999,N/A,-9999,-9999
2390,394.172351,394.172164875,394.171869682,1597346.8,-9999,323069.8,8.28,-1,0.748892779,0.903242915,0,0.541945749,3,0.625,1.8125,N1 O10,de-protonated,0,-9999,C16 H29 O10 N1,16,29,10,1,-9999,-9999,-9999,N/A,-9999,-9999
2390,394.172351,394.172164875,394.17235894,1597346.8,-9999,323069.8,8.28,-1,-0.492335088,0.956971141,0,0.574182685,7,0.105263158,1.578947368,N3 S1 P1 O2,de-protonated,0,-9999,C19 H30 O2 N3 P1 S1,19,30,2,3,1,1,-9999,N/A,-9999,-9999
2392,394.187367,394.187180869,394.187125824,1417894.4,-9999,268262.4,7.09,-1,0.139642487,0.996467998,0,0.597880799,7,0.35,1.45,N1 O7,de-protonated,0,-9999,C20 H29 O7 N1,20,29,7,1,-9999,-9999,-9999,N/A,-9999,-9999
2393,394.196322,394.196135866,394.19585729,3148712.5,-9999,296551.7,18.6,-1,0.706694155,0.913366102,0,0.548019661,11,0.043478261,1.260869565,N3 S1 O1,de-protonated,0,-9999,C23 H29 O1 N3 S1,23,29,1,3,-9999,1,-9999,N/A,-9999,-9999
2394,394.208655,394.208468861,394.208118846,2501547.3,-9999,275562.1,14.3,-1,0.887892563,0.8667145,0.959966831,0.904015432,2,0.388888889,1.944444444,13C1 P1 O7,de-protonated,1,2382,C17 H35 O7 P1 13C1,17,35,7,-9999,1,-9999,1,N/A,-9999,-9999
2394,394.208655,394.208468861,394.208255192,2501547.3,-9999,275562.1,14.3,-1,0.5420202,0.948088843,0,0.568853306,2,0.529411765,1.941176471,N1 O9,de-protonated,0,-9999,C17 H33 O9 N1,17,33,9,1,-9999,-9999,-9999,N/A,-9999,-9999
2394,394.208655,394.208468861,394.208744449,2501547.3,-9999,275562.1,14.3,-1,-0.699092845,0.915138771,0,0.549083263,6,0.05,1.7,N3 S1 P1 O1,de-protonated,0,-9999,C20 H34 O1 N3 P1 S1,20,34,1,3,1,1,-9999,N/A,-9999,-9999
2395,394.23204,394.231853851,394.231617196,3145649,-9999,274069.9,18.58,-1,0.600295533,0.936705926,0.991949549,0.958803375,6,0.272727273,1.545454545,13C1 O6,de-protonated,1,2384,C21 H34 O6 13C1,21,34,6,-9999,-9999,-9999,1,N/A,-9999,-9999
2399,394.996306,394.996119551,394.996227793,10334308,-9999,265429,66.41,-1,-0.274032683,0.493233359,0.829532115,0.627752861,16,0.421052632,0.473684211,P1 O8,de-protonated,0,-9999,C19 H9 O8 P1,19,9,8,-9999,1,-9999,-9999,N/A,-9999,-9999
2400,395.062335,395.062148525,395.061984879,4326516,-9999,277996.4,26.44,-1,0.414229307,0.969345634,0,0.58160738,10,0.647058824,0.941176471,O11,de-protonated,0,-9999,C17 H16 O11,17,16,11,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2400,395.062335,395.062148525,395.062474136,4326516,-9999,277996.4,26.44,-1,-0.824201536,0.884034159,0,0.530420496,14,0.15,0.85,N2 S1 P1 O3,de-protonated,0,-9999,C20 H17 O3 N2 P1 S1,20,17,3,2,1,1,-9999,N/A,-9999,-9999
2400,395.062335,395.062148525,395.061822687,4326516,-9999,277996.4,26.44,-1,0.824776183,0.883882174,0,0.530329304,5,0.416666667,1.75,N4 S2 P1 O5,de-protonated,0,-9999,C12 H21 O5 N4 P1 S2,12,21,5,4,1,2,-9999,N/A,-9999,-9999
2401,395.09884,395.098653511,395.098370388,4835452.5,-9999,274454.1,29.82,-1,0.716587474,0.911035452,0,0.546621271,9,0.555555556,1.111111111,O10,de-protonated,0,-9999,C18 H20 O10,18,20,10,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2401,395.09884,395.098653511,395.098859645,4835452.5,-9999,274454.1,29.82,-1,-0.521729693,0.475904606,0.81490939,0.61150652,13,0.095238095,1,N2 S1 P1 O2,de-protonated,0,-9999,C21 H21 O2 N2 P1 S1,21,21,2,2,1,1,-9999,N/A,-9999,-9999
2402,395.126991,395.126804499,395.126513689,2841731,-9999,287374.5,16.56,-1,0.735993664,0.906387523,0,0.543832514,8,0.368421053,1.315789474,P1 O7,de-protonated,0,-9999,C19 H25 O7 P1,19,25,7,-9999,1,-9999,-9999,N/A,-9999,-9999
2403,395.135134,395.134947496,395.134755897,3502213,-9999,283918,20.95,-1,0.484895127,0.958234442,0,0.574940665,8,0.473684211,1.263157895,O9,de-protonated,0,-9999,C19 H24 O9,19,24,9,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2403,395.135134,395.134947496,395.135245155,3502213,-9999,283918,20.95,-1,-0.753307725,0.902156614,0,0.541293968,12,0.045454545,1.136363636,N2 S1 P1 O1,de-protonated,0,-9999,C22 H25 O1 N2 P1 S1,22,25,1,2,1,1,-9999,N/A,-9999,-9999
2403,395.135134,395.134947496,395.134593706,3502213,-9999,283918,20.95,-1,0.895366423,0.864621042,0,0.518772625,3,0.214285714,2.071428571,N4 S2 P1 O3,de-protonated,0,-9999,C14 H29 O3 N4 P1 S2,14,29,3,4,1,2,-9999,N/A,-9999,-9999
2404,395.148155,395.147968491,395.147643057,4232328,-9999,266394.6,25.81,-1,0.82357628,0.884199439,0,0.530519663,3,0.5625,1.8125,P1 O9,de-protonated,0,-9999,C16 H29 O9 P1,16,29,9,-9999,1,-9999,-9999,N/A,-9999,-9999
2405,395.16291,395.162723485,395.162899198,1864331.4,-9999,226723.3,10.06,-1,-0.444659324,0.964759548,0,0.578855729,7,0.3,1.45,P1 O6,de-protonated,0,-9999,C20 H29 O6 P1,20,29,6,-9999,1,-9999,-9999,N/A,-9999,-9999
2406,395.16588,395.165693484,395.165328539,3094668,-9999,284540.9,18.24,-1,0.923525794,0.856622828,0.794451583,0.83175433,8,0.388888889,1.388888889,13C1 N3 O7,de-protonated,1,2389,C17 H25 O7 N3 13C1,17,25,7,3,-9999,-9999,1,N/A,-9999,-9999
2407,395.171603,395.171416482,395.171141407,5305485.5,-9999,286358.7,32.95,-1,0.696091374,0.457917195,0.822155738,0.603612612,7,0.4,1.4,O8,de-protonated,0,-9999,C20 H28 O8,20,28,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2408,395.17857,395.178383479,395.178155339,1746319.1,-9999,241830.1,9.27,-1,0.577308435,0.94131812,0,0.564790872,11,0.125,1.208333333,P1 O3,de-protonated,0,-9999,C24 H29 O3 P1,24,29,3,-9999,1,-9999,-9999,N/A,-9999,-9999
2408,395.17857,395.178383479,395.178352044,1746319.1,-9999,241830.1,9.27,-1,0.079546849,0.998852506,0,0.599311503,3,0.642857143,2,N4 O9,de-protonated,0,-9999,C14 H28 O9 N4,14,28,9,4,-9999,-9999,-9999,N/A,-9999,-9999
2409,395.18458,395.184393477,395.184028566,5807248.5,-9999,270939.2,36.29,-1,0.923393969,0.908379976,0.913382461,0.91038097,2,0.470588235,1.941176471,P1 O8,de-protonated,0,-9999,C17 H33 O8 P1,17,33,8,-9999,1,-9999,-9999,N/A,-9999,-9999
2410,395.199848,395.199661471,395.199284708,5106836,-9999,263967.7,31.63,-1,0.953350038,0.852428497,0.935966885,0.885843852,6,0.238095238,1.571428571,P1 O5,de-protonated,0,-9999,C21 H33 O5 P1,21,33,5,-9999,1,-9999,-9999,N/A,-9999,-9999
2412,395.207929,395.207742468,395.207526916,4293782,-9999,277827.1,26.22,-1,0.545413662,0.947454238,0,0.568472543,6,0.333333333,1.523809524,O7,de-protonated,0,-9999,C21 H32 O7,21,32,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2412,395.207929,395.207742468,395.207364725,4293782,-9999,277827.1,26.22,-1,0.955809401,0.847244154,0,0.508346492,1,0.0625,2.3125,N4 S2 P1 O1,de-protonated,0,-9999,C16 H37 O1 N4 P1 S2,16,37,1,4,1,2,-9999,N/A,-9999,-9999
2413,395.220959,395.220772462,395.220414076,6113433,-9999,263297.8,38.33,-1,0.906802575,0.430696856,0.837042051,0.593234934,1,0.388888889,2.055555556,P1 O7,de-protonated,0,-9999,C18 H37 O7 P1,18,37,7,-9999,1,-9999,-9999,N/A,-9999,-9999
2414,395.244273,395.244086453,395.243912425,6840478.5,-9999,259922.9,43.16,-1,0.440305172,0.482717158,0.807789663,0.61274616,5,0.272727273,1.636363636,O6,de-protonated,0,-9999,C22 H36 O6,22,36,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2416,395.995913,395.995726158,395.995696221,2049868.6,-9999,278333.9,11.29,-1,0.075597413,0.998963564,0,0.599378138,12,0.923076923,0.538461538,N3 O12,de-protonated,0,-9999,C13 H7 O12 N3,13,7,12,3,-9999,-9999,-9999,N/A,-9999,-9999
2418,396.141502,396.1413151,396.141238259,2114926.3,-9999,293091.9,11.72,-1,0.193975222,0.993195994,0,0.595917597,8,0.470588235,1.352941176,N3 O8,de-protonated,0,-9999,C17 H23 O8 N3,17,23,8,3,-9999,-9999,-9999,N/A,-9999,-9999
2419,396.154579,396.154392095,396.154125418,1471857.1,-9999,253684.9,7.45,-1,0.673164442,0.921066042,0,0.552639625,3,0.571428571,2,N3 P1 O8,de-protonated,0,-9999,C14 H28 O8 N3 P1,14,28,8,3,1,-9999,-9999,N/A,-9999,-9999
2420,396.172088,396.171901088,396.171750541,1524341.1,-9999,269833.7,7.79,-1,0.380004313,0.974138503,0,0.584483102,16,0.08,0.92,N3 O2,de-protonated,0,-9999,C25 H23 O2 N3,25,23,2,3,-9999,-9999,-9999,N/A,-9999,-9999
2421,396.187758,396.187571082,396.187383401,1853304.9,-9999,256405.7,9.98,-1,0.473717484,0.96009928,0.913382461,0.941412553,2,0.470588235,1.941176471,13C1 P1 O8,de-protonated,1,2409,C16 H33 O8 P1 13C1,16,33,8,-9999,1,-9999,1,N/A,-9999,-9999
2421,396.187758,396.187571082,396.187519747,1853304.9,-9999,256405.7,9.98,-1,0.129573164,0.996958256,0,0.598174954,2,0.625,1.9375,N1 O10,de-protonated,0,-9999,C16 H31 O10 N1,16,31,10,1,-9999,-9999,-9999,N/A,-9999,-9999
2422,396.203192,396.203005076,396.202639543,1694332.4,-9999,232315.2,8.93,-1,0.922592363,0.856890716,0.935966885,0.888521184,6,0.238095238,1.571428571,13C1 P1 O5,de-protonated,1,2410,C20 H33 O5 P1 13C1,20,33,5,-9999,1,-9999,1,N/A,-9999,-9999
2422,396.203192,396.203005076,396.202775888,1694332.4,-9999,232315.2,8.93,-1,0.57846114,0.941090596,0,0.564654358,6,0.35,1.55,N1 O7,de-protonated,0,-9999,C20 H31 O7 N1,20,31,7,1,-9999,-9999,-9999,N/A,-9999,-9999
2425,397.041591,397.041403746,397.041249434,1538620.1,-9999,231149.3,7.89,-1,0.388656406,0.972963691,0,0.583778215,10,0.75,0.875,O12,de-protonated,0,-9999,C16 H14 O12,16,14,12,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2425,397.041591,397.041403746,397.041738691,1538620.1,-9999,231149.3,7.89,-1,-0.843600791,0.878859541,0,0.527315724,14,0.210526316,0.789473684,N2 S1 P1 O4,de-protonated,0,-9999,C19 H15 O4 N2 P1 S1,19,15,4,2,1,1,-9999,N/A,-9999,-9999
2425,397.041591,397.041403746,397.041087242,1538620.1,-9999,231149.3,7.89,-1,0.79715668,0.891095959,0,0.534657575,5,0.545454545,1.727272727,N4 S2 P1 O6,de-protonated,0,-9999,C11 H19 O6 N4 P1 S2,11,19,6,4,1,2,-9999,N/A,-9999,-9999
2426,397.077919,397.077731732,397.077634943,4876868.5,-9999,272228,30.1,-1,0.243753305,0.98927701,0,0.593566206,9,0.647058824,1.058823529,O11,de-protonated,0,-9999,C17 H18 O11,17,18,11,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2426,397.077919,397.077731732,397.0781242,4876868.5,-9999,272228,30.1,-1,-0.988390798,0.418780915,0.822155738,0.580130844,13,0.15,0.95,N2 S1 P1 O3,de-protonated,0,-9999,C20 H19 O3 N2 P1 S1,20,19,3,2,1,1,-9999,N/A,-9999,-9999
2426,397.077919,397.077731732,397.077472752,4876868.5,-9999,272228,30.1,-1,0.652216088,0.925717933,0,0.55543076,4,0.416666667,1.916666667,N4 S2 P1 O5,de-protonated,0,-9999,C12 H23 O5 N4 P1 S2,12,23,5,4,1,2,-9999,N/A,-9999,-9999
2427,397.106048,397.105860721,397.105778244,1542986.8,-9999,198545.9,7.92,-1,0.207695446,0.992203329,0,0.595321997,8,0.444444444,1.277777778,P1 O8,de-protonated,0,-9999,C18 H23 O8 P1,18,23,8,-9999,1,-9999,-9999,N/A,-9999,-9999
2428,397.114421,397.114233718,397.114020452,6146636.5,-9999,267141.4,38.54,-1,0.537037897,0.474507079,0.837042051,0.619521068,8,0.555555556,1.222222222,O10,de-protonated,0,-9999,C18 H22 O10,18,22,10,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2428,397.114421,397.114233718,397.11450971,6146636.5,-9999,267141.4,38.54,-1,-0.694993673,0.458044088,0.81490939,0.600790209,12,0.095238095,1.095238095,N2 S1 P1 O2,de-protonated,0,-9999,C21 H23 O2 N2 P1 S1,21,23,2,2,1,1,-9999,N/A,-9999,-9999
2428,397.114421,397.114233718,397.113858261,6146636.5,-9999,267141.4,38.54,-1,0.945463374,0.850273548,0,0.510164129,3,0.307692308,2.076923077,N4 S2 P1 O4,de-protonated,0,-9999,C13 H27 O4 N4 P1 S2,13,27,4,4,1,2,-9999,N/A,-9999,-9999
2429,397.127393,397.127205713,397.126907612,2916943.5,-9999,267522.2,17.06,-1,0.750643183,0.902812834,0,0.541687701,3,0.666666667,1.8,P1 O10,de-protonated,0,-9999,C15 H27 O10 P1,15,27,10,-9999,1,-9999,-9999,N/A,-9999,-9999
2431,397.150821,397.150633703,397.150405962,3294805,-9999,294384.9,19.57,-1,0.573439199,0.942078921,0,0.565247352,7,0.473684211,1.368421053,O9,de-protonated,0,-9999,C19 H26 O9,19,26,9,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2431,397.150821,397.150633703,397.150895219,3294805,-9999,294384.9,19.57,-1,-0.658479541,0.92434001,0,0.554604006,11,0.045454545,1.227272727,N2 S1 P1 O1,de-protonated,0,-9999,C22 H27 O1 N2 P1 S1,22,27,1,2,1,1,-9999,N/A,-9999,-9999
2431,397.150821,397.150633703,397.15024377,3294805,-9999,294384.9,19.57,-1,0.981827273,0.839529406,0,0.503717644,2,0.214285714,2.214285714,N4 S2 P1 O3,de-protonated,0,-9999,C14 H31 O3 N4 P1 S2,14,31,3,4,1,2,-9999,N/A,-9999,-9999
2432,397.163867,397.163679698,397.163293121,3727959.8,-9999,268871.6,22.45,-1,0.973345009,0.842059521,0,0.505235712,2,0.5625,1.9375,P1 O9,de-protonated,0,-9999,C16 H31 O9 P1,16,31,9,-9999,1,-9999,-9999,N/A,-9999,-9999
2433,397.171916,397.171728695,397.17153533,2076249.8,-9999,259036.5,11.46,-1,0.486855769,0.957903231,0,0.574741939,2,0.6875,1.875,O11,de-protonated,0,-9999,C16 H30 O11,16,30,11,-9999,-9999,-9999,-9999,N/A,-9999,-9999
2433,397.171916,397.171728695,397.172024587,2076249.8,-9999,259036.5,11.46,-1,-0.744997327,0.90419717,0,0.542518302,6,0.157894737,1.631578947,N2 S1 P1 O3,de-protonated,0,-9999,C19 H31 O3 N2 P1 S1,19,31,3,2,1,1,-9999,N/A,-9999,-9999
2434,397.179091,397.178903692,397.178549263,3566171.3,-9999,277413.9,21.38,-1,0.892368512,0.865462268,0,0.519277361,6,0.3,1.55,P1 O6,de-protonated,0,-9999,C20 H31 O6 P1,20,31,6,-9999,1,-9999,-9999,N/A,-9999,-9999
2435,397.181479,397.181291691,397.180918244,2329691.8,-9999,256226,13.15,-1,0.940243992,0.851793373,0,0.511076024,15,0.111111111,0.962962963,O3,de-protonated,0,-9999,C27 H26 O3,27,26,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
