Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,OtoC_ratio,HtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
204,165.019459,165.01936301,165.019332219,3706710,-9999,645744.4,29.84,-1,0.186585391,0.993702936,0,0.596221762,6,0.5,0.75,O4,de-protonated,0,-9999,C8 H6 O4,8,6,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
208,167.035148,167.035051217,167.034982284,1510867,-9999,604409.9,10.61,-1,0.412685344,0.969570219,0,0.581742131,5,0.5,1,O4,de-protonated,0,-9999,C8 H8 O4,8,8,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
216,171.012274,171.012175652,171.012138839,2409219.8,-9999,595115.6,18.35,-1,0.215269534,0.991626744,0,0.594976046,4,0.428571429,1.142857143,S1 O3,de-protonated,0,-9999,C7 H8 O3 S1,7,8,3,-9999,-9999,1,-9999,N/A,-9999,-9999
217,171.066431,171.066332631,171.066282413,2983326.3,-9999,624575.5,23.33,-1,0.293560547,0.984484773,0,0.590690864,3,0.5,1.5,O4,de-protonated,0,-9999,C8 H12 O4,8,12,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
218,171.102793,171.102694617,171.102667922,1242927.9,-9999,782850.2,8.23,-1,0.156015445,0.995593129,0,0.597355878,2,0.333333333,1.777777778,O3,de-protonated,0,-9999,C9 H16 O3,9,16,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
221,172.098086,172.097987225,172.097916894,2852752.3,-9999,700864.3,22.11,-1,0.408668352,0.970150842,0,0.582090505,2,0.375,1.875,N1 O3,de-protonated,0,-9999,C8 H15 O3 N1,8,15,3,1,-9999,-9999,-9999,N/A,-9999,-9999
224,173.04568,173.045580853,173.045546968,1353934,-9999,748875.9,9.15,-1,0.195813691,0.993066859,0,0.595840115,3,0.714285714,1.428571429,O5,de-protonated,0,-9999,C7 H10 O5,7,10,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
226,173.082087,173.081987838,173.081932477,10216799,-9999,636526,85.76,-1,0.319854396,0.981607799,0,0.588964679,2,0.5,1.75,O4,de-protonated,0,-9999,C8 H14 O4,8,14,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
227,173.118483,173.118383824,173.118317987,1296239.8,-9999,852631.2,8.65,-1,0.380302626,0.974098414,0,0.584459048,1,0.333333333,2,O3,de-protonated,0,-9999,C9 H18 O3,9,18,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
230,175.061379,175.06127906,175.061197032,2059097.1,-9999,668295.5,15.18,-1,0.468564006,0.960945615,0,0.576567369,2,0.714285714,1.714285714,O5,de-protonated,0,-9999,C7 H12 O5,7,12,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
231,175.097752,175.097652045,175.097582542,2892265,-9999,707385.9,22.36,-1,0.396942767,0.971815117,0,0.58308907,1,0.5,2,O4,de-protonated,0,-9999,C8 H16 O4,8,16,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
235,179.035114,179.035012497,179.034982284,1652507.6,-9999,759975.4,11.65,-1,0.168753857,0.994846056,0,0.596907634,6,0.444444444,0.888888889,O4,de-protonated,0,-9999,C9 H8 O4,9,8,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
236,179.071505,179.071403482,179.071367793,1281705,-9999,565137.8,8.46,-1,0.199301431,0.992818576,0,0.595691146,5,0.3,1.2,O3,de-protonated,0,-9999,C10 H12 O3,10,12,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
237,179.107918,179.107816468,179.107753302,1364790.4,-9999,756677.9,9.17,-1,0.352667633,0.977685161,0,0.586611097,4,0.181818182,1.454545455,O2,de-protonated,0,-9999,C11 H16 O2,11,16,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
240,181.014405,181.014302718,181.014246839,1706708.6,-9999,709346.1,12.08,-1,0.308700581,0.982857294,0,0.589714377,6,0.625,0.75,O5,de-protonated,0,-9999,C8 H6 O5,8,6,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
241,181.050802,181.050699704,181.050632348,1727072.9,-9999,599917.1,12.26,-1,0.372025968,0.97519961,0,0.585119766,5,0.444444444,1.111111111,O4,de-protonated,0,-9999,C9 H10 O4,9,10,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
243,183.004901,183.004797935,183.004744783,1970768.4,-9999,642133.8,14.34,-1,0.290439819,0.984810388,0,0.590886233,6,0.833333333,0.666666667,N2 O5,de-protonated,0,-9999,C6 H4 O5 N2,6,4,5,2,-9999,-9999,-9999,N/A,-9999,-9999
244,183.066433,183.066329911,183.066282413,1329507,-9999,669669.5,8.82,-1,0.259459314,0.987859331,0,0.592715599,4,0.444444444,1.333333333,O4,de-protonated,0,-9999,C9 H12 O4,9,12,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
245,183.102854,183.102750897,183.102667922,2558574,-9999,631583.8,19.35,-1,0.453158751,0.963424643,0,0.578054786,3,0.3,1.6,O3,de-protonated,0,-9999,C10 H16 O3,10,16,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
247,185.045674,185.045570132,185.045546968,1303964.4,-9999,607124.3,8.6,-1,0.125183401,0.997160578,0,0.598296347,4,0.625,1.25,O5,de-protonated,0,-9999,C8 H10 O5,8,10,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
248,185.082105,185.082001118,185.081932477,5738150.5,-9999,610962.8,46.57,-1,0.37086792,0.975351852,0,0.585211111,3,0.444444444,1.555555556,O4,de-protonated,0,-9999,C9 H14 O4,9,14,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
249,185.118488,185.118384104,185.118317987,3145648.3,-9999,613743,24.37,-1,0.357162334,0.977119336,0,0.586271601,2,0.3,1.8,O3,de-protonated,0,-9999,C10 H18 O3,10,18,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
250,186.077358,186.077253727,186.077181449,2060206.4,-9999,715977.5,15.07,-1,0.388426349,0.972995253,0,0.583797152,3,0.5,1.625,N1 O4,de-protonated,0,-9999,C8 H13 O4 N1,8,13,4,1,-9999,-9999,-9999,N/A,-9999,-9999
251,186.113742,186.113637712,186.113566959,2738103.8,-9999,623056.3,20.88,-1,0.380163683,0.97411709,0,0.584470254,2,0.333333333,1.888888889,N1 O3,de-protonated,0,-9999,C9 H17 O3 N1,9,17,3,1,-9999,-9999,-9999,N/A,-9999,-9999
256,187.061376,187.06127134,187.061197032,4643494,-9999,599971.2,37.11,-1,0.397235341,0.971774146,0,0.583064488,3,0.625,1.5,O5,de-protonated,0,-9999,C8 H12 O5,8,12,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
258,187.097754,187.097649325,187.097582542,46654640,-9999,582974.1,396.09,-1,0.356945603,0.975256126,0.996614904,0.983799637,2,0.444444444,1.777777778,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
259,187.108983,187.108878321,187.108815931,2506673.5,-9999,653875.7,18.85,-1,0.333442079,0.980028014,0,0.588016809,2,0.375,2,N2 O3,de-protonated,0,-9999,C8 H16 O3 N2,8,16,3,2,-9999,-9999,-9999,N/A,-9999,-9999
260,187.134149,187.134044311,187.133968051,2642103.8,-9999,660075.5,20.01,-1,0.407515507,0.970316491,0,0.582189894,1,0.3,2,O3,de-protonated,0,-9999,C10 H20 O3,10,20,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
261,188.017845,188.017739963,188.017558572,1556874,-9999,605449.7,10.74,-1,0.964759376,0.844605776,0,0.506763466,8,0.1,0.7,N1 S1 O1,de-protonated,0,-9999,C10 H7 O1 N1 S1,10,7,1,1,-9999,1,-9999,N/A,-9999,-9999
263,188.101115,188.101009931,188.100937377,4732317.5,-9999,565562.4,37.87,-1,0.385718063,0.973365476,0.996614904,0.982665247,2,0.444444444,1.777777778,13C1 O4,de-protonated,1,258,C8 H16 O4 13C1,8,16,4,-9999,-9999,-9999,1,N/A,-9999,-9999
265,189.07704,189.076934547,189.076847097,4340345,-9999,636229.1,34.52,-1,0.462510466,0.961928876,0,0.577157326,2,0.625,1.75,O5,de-protonated,0,-9999,C8 H14 O5,8,14,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
266,189.11341,189.113304532,189.113232606,2167680.8,-9999,705000.5,15.95,-1,0.380334913,0.974094073,0,0.584456444,1,0.444444444,2,O4,de-protonated,0,-9999,C9 H18 O4,9,18,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
268,191.035162,191.035055777,191.034982284,1282829.9,-9999,694148.2,8.37,-1,0.384708421,0.973502867,0,0.58410172,7,0.4,0.8,O4,de-protonated,0,-9999,C10 H8 O4,10,8,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
272,193.050839,193.050731984,193.050632348,1983361.3,-9999,613036.9,14.31,-1,0.516110527,0.952816922,0,0.571690153,6,0.4,1,O4,de-protonated,0,-9999,C10 H10 O4,10,10,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
273,193.087213,193.087105969,193.087017858,2251143.5,-9999,531493.8,16.59,-1,0.45633211,0.962920243,0,0.577752146,5,0.272727273,1.272727273,O3,de-protonated,0,-9999,C11 H14 O3,11,14,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
274,195.030055,195.029947205,195.029896903,2818756.8,-9999,584977.6,21.41,-1,0.257918674,0.988002217,0,0.59280133,6,0.555555556,0.888888889,O5,de-protonated,0,-9999,C9 H8 O5,9,8,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
275,195.066457,195.066349191,195.066282413,1908426.4,-9999,600490.1,13.67,-1,0.342335863,0.97895983,0,0.587375898,5,0.4,1.2,O4,de-protonated,0,-9999,C10 H12 O4,10,12,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
276,195.139253,195.139145162,195.139053431,1977813.5,-9999,565379.2,14.26,-1,0.470079407,0.960697631,0,0.576418578,3,0.166666667,1.666666667,O2,de-protonated,0,-9999,C12 H20 O2,12,20,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
284,197.045683,197.045574412,197.045546968,1396072.4,-9999,640535.6,9.29,-1,0.13928033,0.996486263,0,0.597891758,5,0.555555556,1.111111111,O5,de-protonated,0,-9999,C9 H10 O5,9,10,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
285,197.082118,197.082009398,197.081932477,3315181.5,-9999,561953.8,25.58,-1,0.390299032,0.972737825,0,0.583642695,4,0.4,1.4,O4,de-protonated,0,-9999,C10 H14 O4,10,14,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
286,197.118524,197.118415384,197.118317987,1657842.3,-9999,656001.8,11.51,-1,0.494105361,0.956667965,0,0.574000779,3,0.272727273,1.636363636,O3,de-protonated,0,-9999,C11 H18 O3,11,18,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
292,199.007231,199.007121641,199.007053458,4514531.5,-9999,559139.6,35.75,-1,0.342614223,0.978925963,0,0.587355578,5,0.5,1,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,N/A,-9999,-9999
293,199.06138,199.06127062,199.061197032,11728106,-9999,535421.2,96.99,-1,0.369671535,0.986905706,0.97716021,0.983007507,4,0.555555556,1.333333333,O5,de-protonated,0,-9999,C9 H12 O5,9,12,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
295,199.097763,199.097653605,199.097582542,23235822,-9999,547985.8,194.67,-1,0.356928479,0.977645791,0.990637407,0.982842437,3,0.4,1.6,O4,de-protonated,0,-9999,C10 H16 O4,10,16,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
296,199.134121,199.134011591,199.133968051,2579186.8,-9999,537353.8,19.33,-1,0.218646506,0.991363125,0,0.594817875,2,0.272727273,1.818181818,O3,de-protonated,0,-9999,C11 H20 O3,11,20,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
299,200.064681,200.064571225,200.064551867,1472479,-9999,450133.2,9.91,-1,0.096756529,0.998302751,0.97716021,0.989845735,4,0.555555556,1.333333333,13C1 O5,de-protonated,1,293,C8 H12 O5 13C1,8,12,5,-9999,-9999,-9999,1,N/A,-9999,-9999
300,200.093043,200.092933214,200.092831514,1239138.3,-9999,653429.5,7.93,-1,0.508263664,0.954207627,0,0.572524576,3,0.444444444,1.666666667,N1 O4,de-protonated,0,-9999,C9 H15 O4 N1,9,15,4,1,-9999,-9999,-9999,N/A,-9999,-9999
301,200.101117,200.101007211,200.100937377,2783075.3,-9999,577177.4,21.01,-1,0.348993217,0.978142639,0.990637407,0.983140546,3,0.4,1.6,13C1 O4,de-protonated,1,295,C9 H16 O4 13C1,9,16,4,-9999,-9999,-9999,1,N/A,-9999,-9999
303,201.040602,201.040491841,201.040461587,1187274.1,-9999,558049.1,7.49,-1,0.150485351,0.995899373,0,0.597539624,4,0.75,1.25,O6,de-protonated,0,-9999,C8 H10 O6,8,10,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
304,201.077027,201.076916827,201.076847097,7738830,-9999,533674.8,62.97,-1,0.346782676,0.978415652,0,0.587049391,3,0.555555556,1.555555556,O5,de-protonated,0,-9999,C9 H14 O5,9,14,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
305,201.088249,201.088138822,201.088080486,1204431.3,-9999,566540.6,7.64,-1,0.290103038,0.984845325,0,0.590907195,3,0.5,1.75,N2 O4,de-protonated,0,-9999,C8 H14 O4 N2,8,14,4,2,-9999,-9999,-9999,N/A,-9999,-9999
306,201.11341,201.113299812,201.113232606,36617680,-9999,520866.6,307.53,-1,0.334171479,0.98306014,0.998898924,0.989395654,2,0.4,1.8,O4,de-protonated,0,-9999,C10 H18 O4,10,18,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
307,201.124664,201.124553808,201.124465995,3925971,-9999,572588.7,30.68,-1,0.436608193,0.966002394,0,0.579601436,2,0.333333333,2,N2 O3,de-protonated,0,-9999,C9 H18 O3 N2,9,18,3,2,-9999,-9999,-9999,N/A,-9999,-9999
308,201.149785,201.149674798,201.149618115,2002133.8,-9999,577371.6,14.39,-1,0.281793469,0.985694907,0,0.591416944,1,0.272727273,2,O3,de-protonated,0,-9999,C11 H22 O3,11,22,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
310,202.072279,202.072168435,202.072096069,2110772.8,-9999,569581.6,15.31,-1,0.358121175,0.976997745,0,0.586198647,3,0.625,1.625,N1 O5,de-protonated,0,-9999,C8 H13 O5 N1,8,13,5,1,-9999,-9999,-9999,N/A,-9999,-9999
311,202.116754,202.116643418,202.116587441,4010041.3,-9999,510934.6,31.4,-1,0.276951949,0.986178855,0.998898924,0.991266883,2,0.4,1.8,13C1 O4,de-protonated,1,306,C9 H18 O4 13C1,9,18,4,-9999,-9999,-9999,1,N/A,-9999,-9999
314,203.056337,203.056226048,203.056111652,1389332.8,-9999,568477.4,9.2,-1,0.563372941,0.944037084,0,0.56642225,3,0.75,1.5,O6,de-protonated,0,-9999,C8 H12 O6,8,12,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
315,203.092672,203.092561034,203.092497161,7661208.5,-9999,533373.8,62.31,-1,0.314500426,0.982212908,0,0.589327745,2,0.555555556,1.777777778,O5,de-protonated,0,-9999,C9 H16 O5,9,16,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
316,203.129074,203.12896302,203.128882671,2640795.8,-9999,515668,19.8,-1,0.39555679,0.97200882,0,0.583205292,1,0.4,2,O4,de-protonated,0,-9999,C10 H20 O4,10,20,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
320,205.050887,205.050775264,205.050632348,1309768.1,-9999,627094.9,8.51,-1,0.696976081,0.915629607,0,0.549377764,7,0.363636364,0.909090909,O4,de-protonated,0,-9999,C11 H10 O4,11,10,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
321,206.082471,206.082358858,206.08226683,1408670,-9999,612559.5,9.34,-1,0.446559892,0.964463083,0,0.57867785,6,0.272727273,1.181818182,N1 O3,de-protonated,0,-9999,C11 H13 O3 N1,11,13,3,1,-9999,-9999,-9999,N/A,-9999,-9999
325,207.01231,207.012197492,207.012138839,1572327.9,-9999,526267.8,10.72,-1,0.283333692,0.985539242,0,0.591323545,7,0.3,0.8,S1 O3,de-protonated,0,-9999,C10 H8 O3 S1,10,8,3,-9999,-9999,1,-9999,N/A,-9999,-9999
326,207.030093,207.029980485,207.029896903,1714665.3,-9999,547442.3,11.92,-1,0.4037184,0.970858975,0,0.582515385,7,0.5,0.8,O5,de-protonated,0,-9999,C10 H8 O5,10,8,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
327,207.066453,207.066340471,207.066282413,1185516.1,-9999,680677.6,7.45,-1,0.280384263,0.985836609,0,0.591501965,6,0.363636364,1.090909091,O4,de-protonated,0,-9999,C11 H12 O4,11,12,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
334,209.009276,209.009162707,209.009161458,1431805.5,-9999,475247.5,9.51,-1,0.005971894,0.999993529,0,0.599996117,7,0.666666667,0.666666667,O6,de-protonated,0,-9999,C9 H6 O6,9,6,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
335,209.045718,209.045604692,209.045546968,3390080.3,-9999,518892.9,26.01,-1,0.276133586,0.986259851,0,0.591755911,6,0.5,1,O5,de-protonated,0,-9999,C10 H10 O5,10,10,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
337,209.118538,209.118424664,209.118317987,1278853.4,-9999,448976.7,8.22,-1,0.510128212,0.953878919,0,0.572327351,4,0.25,1.5,O3,de-protonated,0,-9999,C12 H18 O3,12,18,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
341,211.02496,211.024845914,211.024811523,3233547.5,-9999,524699.8,24.69,-1,0.162970765,0.995192413,0,0.597115448,6,0.666666667,0.888888889,O6,de-protonated,0,-9999,C9 H8 O6,9,8,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
342,211.061398,211.061283899,211.061197032,2985742,-9999,536017.4,22.6,-1,0.411573485,0.969731462,0,0.581838877,5,0.5,1.2,O5,de-protonated,0,-9999,C10 H12 O5,10,12,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
343,211.097737,211.097622885,211.097582542,3806992.5,-9999,510512.4,29.44,-1,0.191113268,0.993394629,0,0.596036777,4,0.363636364,1.454545455,O4,de-protonated,0,-9999,C11 H16 O4,11,16,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
344,211.134125,211.134010871,211.133968051,3349267,-9999,536005,25.6,-1,0.202809082,0.99256452,0,0.595538712,3,0.25,1.666666667,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
346,213.015531,213.015416131,213.015309467,1165202.6,-9999,698750,7.24,-1,0.50073165,0.955524356,0,0.573314613,6,0.857142857,0.857142857,N2 O6,de-protonated,0,-9999,C7 H6 O6 N2,7,6,6,2,-9999,-9999,-9999,N/A,-9999,-9999
347,213.04059,213.040475121,213.040461587,1222292.4,-9999,444443.2,7.72,-1,0.063525917,0.999268024,0,0.599560815,5,0.666666667,1.111111111,O6,de-protonated,0,-9999,C9 H10 O6,9,10,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
348,213.077028,213.076913107,213.076847097,4699543,-9999,467726.7,36.94,-1,0.309793903,0.982736707,0,0.589642024,4,0.5,1.4,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
349,213.113407,213.113292092,213.113232606,16867738,-9999,486963.1,139.21,-1,0.279129776,0.992811556,0.987772374,0.990795883,3,0.363636364,1.636363636,O4,de-protonated,0,-9999,C11 H18 O4,11,18,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
350,213.124631,213.124516088,213.124465995,2424730,-9999,477744.9,17.83,-1,0.235038919,0.990026248,0,0.594015749,3,0.3,1.8,N2 O3,de-protonated,0,-9999,C10 H18 O3 N2,10,18,3,2,-9999,-9999,-9999,N/A,-9999,-9999
351,213.14978,213.149665078,213.149618115,5315995.5,-9999,490767.4,42.12,-1,0.220326888,0.991230445,0,0.594738267,2,0.25,1.833333333,O3,de-protonated,0,-9999,C12 H22 O3,12,22,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
352,214.051119,214.051003724,214.050966701,1664728.4,-9999,573726.6,11.44,-1,0.172961709,0.994586532,0,0.596751919,9,0.25,0.75,N1 O3,de-protonated,0,-9999,C12 H9 O3 N1,12,9,3,1,-9999,-9999,-9999,N/A,-9999,-9999
353,214.108685,214.108569701,214.108481578,1153756.3,-9999,578802.1,7.14,-1,0.411579062,0.969730654,0,0.581838393,3,0.4,1.7,N1 O4,de-protonated,0,-9999,C10 H17 O4 N1,10,17,4,1,-9999,-9999,-9999,N/A,-9999,-9999
354,214.116712,214.116596698,214.116587441,2268636.8,-9999,461207.3,16.51,-1,0.043231311,0.99966094,0.987772374,0.994905513,3,0.363636364,1.636363636,13C1 O4,de-protonated,1,349,C10 H18 O4 13C1,10,18,4,-9999,-9999,-9999,1,N/A,-9999,-9999
358,215.056285,215.056169328,215.056111652,1981980.4,-9999,507588.6,14.1,-1,0.268191777,0.987033767,0,0.59222026,4,0.666666667,1.333333333,O6,de-protonated,0,-9999,C9 H12 O6,9,12,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
359,215.092669,215.092553314,215.092497161,10106399,-9999,484375,82.38,-1,0.26106266,0.493854874,0.902398978,0.657272516,3,0.5,1.6,O5,de-protonated,0,-9999,C10 H16 O5,10,16,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
360,215.129042,215.1289263,215.128882671,40448544,-9999,471561.6,337.38,-1,0.202803836,0.992637757,0.995766467,0.993889241,2,0.363636364,1.818181818,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
361,215.140272,215.140156295,215.14011606,2162466,-9999,526612.2,15.62,-1,0.187018843,0.993673738,0,0.596204243,2,0.3,2,N2 O3,de-protonated,0,-9999,C10 H20 O3 N2,10,20,3,2,-9999,-9999,-9999,N/A,-9999,-9999
362,215.165451,215.165335285,215.16526818,3499555.8,-9999,507332,26.86,-1,0.311877898,0.982505715,0,0.589503429,1,0.25,2,O3,de-protonated,0,-9999,C12 H24 O3,12,24,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
363,216.087879,216.087762922,216.087746133,1879651,-9999,439542.5,13.21,-1,0.077695129,0.998905279,0,0.599343167,3,0.555555556,1.666666667,N1 O5,de-protonated,0,-9999,C9 H15 O5 N1,9,15,5,1,-9999,-9999,-9999,N/A,-9999,-9999
364,216.132397,216.132280905,216.132237506,4598886,-9999,498906.9,36,-1,0.200799452,0.99271061,0.995766467,0.993932953,2,0.363636364,1.818181818,13C1 O4,de-protonated,1,360,C10 H20 O4 13C1,10,20,4,-9999,-9999,-9999,1,N/A,-9999,-9999
365,217.071929,217.071812535,217.071761716,14772904,-9999,462834.1,121.27,-1,0.234111478,0.987199944,0.986549072,0.986939595,3,0.666666667,1.555555556,O6,de-protonated,0,-9999,C9 H14 O6,9,14,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
366,217.108318,217.108201521,217.108147226,8201898.5,-9999,455881.2,66.19,-1,0.250084248,0.98871596,0,0.593229576,2,0.5,1.8,O5,de-protonated,0,-9999,C10 H18 O5,10,18,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
367,217.119526,217.119409517,217.119380615,1776043,-9999,523866.9,12.34,-1,0.133114,0.996790013,0,0.598074008,2,0.444444444,2,N2 O4,de-protonated,0,-9999,C9 H18 O4 N2,9,18,4,2,-9999,-9999,-9999,N/A,-9999,-9999
