Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,OtoC_ratio,HtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
255,183.00489,183.004790379,183.004744783,1461488.5,-9999,643781.3,9.99,-1,0.249149815,0.988799655,0,0.593279793,6,0.833333333,0.666666667,N2 O5,de-protonated,0,-9999,C6 H4 O5 N2,6,4,5,2,-9999,-9999,-9999,N/A,-9999,-9999
256,183.030047,183.029947371,183.029896903,1151352.5,-9999,738694.8,7.32,-1,0.275733937,0.986299321,0,0.591779593,5,0.625,1,O5,de-protonated,0,-9999,C8 H8 O5,8,8,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
257,183.066458,183.066358359,183.066282413,1489156,-9999,641084.7,10.23,-1,0.414858745,0.96925385,0,0.58155231,4,0.444444444,1.333333333,O4,de-protonated,0,-9999,C9 H12 O4,9,12,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
261,185.04567,185.045569731,185.045546968,2040408.6,-9999,568409,14.93,-1,0.123015069,0.997257956,0,0.598354774,4,0.625,1.25,O5,de-protonated,0,-9999,C8 H10 O5,8,10,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
262,185.082096,185.08199572,185.081932477,4871139,-9999,603511.6,39.2,-1,0.341699913,0.979037105,0,0.587422263,3,0.444444444,1.555555556,O4,de-protonated,0,-9999,C9 H14 O4,9,14,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
264,185.118509,185.118408708,185.118317987,1745389.4,-9999,709962.5,12.4,-1,0.490073455,0.957357023,0,0.574414214,2,0.3,1.8,O3,de-protonated,0,-9999,C10 H18 O3,10,18,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
266,186.077323,186.077222404,186.077181449,1857015.9,-9999,568682.2,13.35,-1,0.220093738,0.991248914,0,0.594749348,3,0.5,1.625,N1 O4,de-protonated,0,-9999,C8 H13 O4 N1,8,13,4,1,-9999,-9999,-9999,N/A,-9999,-9999
267,186.113708,186.113607392,186.113566959,4277505.5,-9999,602546.8,34.11,-1,0.217251893,0.991472482,0,0.594883489,2,0.333333333,1.888888889,N1 O3,de-protonated,0,-9999,C9 H17 O3 N1,9,17,3,1,-9999,-9999,-9999,N/A,-9999,-9999
270,187.06136,187.061259091,187.061197032,3171323.3,-9999,707108.3,24.56,-1,0.331758842,0.980227143,0,0.588136286,3,0.625,1.5,O5,de-protonated,0,-9999,C8 H12 O5,8,12,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
272,187.097742,187.09764108,187.097582542,36312580,-9999,590420.3,308.07,-1,0.312875819,0.982824428,0.994554961,0.987516641,2,0.444444444,1.777777778,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
273,187.134113,187.134012068,187.133968051,1996558,-9999,643327.7,14.51,-1,0.235218741,0.990011057,0,0.594006634,1,0.3,2,O3,de-protonated,0,-9999,C10 H20 O3,10,20,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
274,188.101096,188.100994762,188.100937377,3298046.8,-9999,630912.4,25.64,-1,0.305074516,0.983254282,0.994554961,0.987774553,2,0.444444444,1.777777778,13C1 O4,de-protonated,1,272,C8 H16 O4 13C1,8,16,4,-9999,-9999,-9999,1,N/A,-9999,-9999
277,189.077013,189.076911452,189.076847097,3319012.5,-9999,554428.9,25.82,-1,0.34036443,0.979198932,0,0.587519359,2,0.625,1.75,O5,de-protonated,0,-9999,C8 H14 O5,8,14,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
278,189.11341,189.11330844,189.113232606,2256621,-9999,569363.8,16.73,-1,0.400998549,0.971244618,0,0.582746771,1,0.444444444,2,O4,de-protonated,0,-9999,C9 H18 O4,9,18,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
280,191.035169,191.03506683,191.034982284,1367436.6,-9999,726247.3,9.1,-1,0.44257087,0.965083968,0,0.579050381,7,0.4,0.8,O4,de-protonated,0,-9999,C10 H8 O4,10,8,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
283,193.01449,193.014387202,193.014246839,1486473.8,-9999,593306,10.08,-1,0.72721692,0.908502054,0,0.545101232,7,0.555555556,0.666666667,O5,de-protonated,0,-9999,C9 H6 O5,9,6,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
284,193.05081,193.050707191,193.050632348,1606672.4,-9999,668005.3,11.1,-1,0.387682487,0.973097183,0,0.58385831,6,0.4,1,O4,de-protonated,0,-9999,C10 H10 O4,10,10,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
285,193.087187,193.087084179,193.087017858,2945815,-9999,638277.6,22.5,-1,0.343479613,0.978820506,0,0.587292304,5,0.272727273,1.272727273,O3,de-protonated,0,-9999,C11 H14 O3,11,14,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
286,193.090584,193.090481178,193.090389161,1355415.5,-9999,590242.4,8.97,-1,0.476549125,0.959630631,0,0.575778379,0,0.375,2.25,S1 O3,de-protonated,0,-9999,C8 H18 O3 S1,8,18,3,-9999,-9999,1,-9999,N/A,-9999,-9999
289,195.030073,195.029969562,195.029896903,4387424.5,-9999,578957.1,34.76,-1,0.372553525,0.975130106,0,0.585078063,6,0.555555556,0.888888889,O5,de-protonated,0,-9999,C9 H8 O5,9,8,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
290,195.066437,195.066333551,195.066282413,2000486.3,-9999,699019.9,14.45,-1,0.26215799,0.987607043,0,0.592564226,5,0.4,1.2,O4,de-protonated,0,-9999,C10 H12 O4,10,12,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
291,195.139215,195.139111528,195.139053431,1902833.9,-9999,519878.8,13.62,-1,0.297717888,0.984045764,0,0.590427458,3,0.166666667,1.666666667,O2,de-protonated,0,-9999,C12 H20 O2,12,20,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
296,196.061706,196.061602235,196.061531385,1176319.5,-9999,629984,7.42,-1,0.361366725,0.976583872,0,0.585950323,5,0.444444444,1.222222222,N1 O4,de-protonated,0,-9999,C9 H11 O4 N1,9,11,4,1,-9999,-9999,-9999,N/A,-9999,-9999
297,197.045722,197.045617923,197.045546968,1856653.5,-9999,579049.2,13.19,-1,0.360093922,0.976746604,0,0.586047963,5,0.555555556,1.111111111,O5,de-protonated,0,-9999,C9 H10 O5,9,10,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
298,197.082123,197.082018911,197.081932477,2238866.5,-9999,590296.1,16.43,-1,0.438568874,0.96570167,0,0.579421002,4,0.4,1.4,O4,de-protonated,0,-9999,C10 H14 O4,10,14,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
304,199.006738,199.0066333,199.006673336,1689998,-9999,771448.9,11.77,-1,-0.20117576,0.992683364,0,0.595610018,10,0.1,0.5,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,N/A,-9999,-9999
305,199.007224,199.0071193,199.007053458,9104014,-9999,543841,74.69,-1,0.33085263,0.980333949,0,0.588200369,5,0.5,1,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,N/A,-9999,-9999
306,199.025036,199.024931295,199.024811523,1128720.3,-9999,563003.6,7.01,-1,0.601792375,0.936400154,0,0.561840092,5,0.75,1,O6,de-protonated,0,-9999,C8 H8 O6,8,8,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
307,199.061362,199.061257283,199.061197032,3572884.8,-9999,538194,27.75,-1,0.302674434,0.983514554,0,0.590108732,4,0.555555556,1.333333333,O5,de-protonated,0,-9999,C9 H12 O5,9,12,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
308,199.097749,199.097644271,199.097582542,19889818,-9999,543260.9,166.21,-1,0.310048149,0.989376177,0.987668773,0.988693215,3,0.4,1.6,O4,de-protonated,0,-9999,C10 H16 O4,10,16,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
309,199.134123,199.13401826,199.133968051,1959581.5,-9999,616270.3,14.06,-1,0.252136505,0.988531071,0,0.593118643,2,0.272727273,1.818181818,O3,de-protonated,0,-9999,C11 H20 O3,11,20,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
313,200.092993,200.092887956,200.092831514,1529358.1,-9999,532129.6,10.38,-1,0.28207794,0.985666218,0,0.591399731,3,0.444444444,1.666666667,N1 O4,de-protonated,0,-9999,C9 H15 O4 N1,9,15,4,1,-9999,-9999,-9999,N/A,-9999,-9999
314,200.101072,200.100966953,200.100937377,2456591,-9999,552260.1,18.22,-1,0.147807102,0.996043748,0.987668773,0.992693758,3,0.4,1.6,13C1 O4,de-protonated,1,308,C9 H16 O4 13C1,9,16,4,-9999,-9999,-9999,1,N/A,-9999,-9999
315,200.12935,200.129244944,200.129217023,1195410.3,-9999,681309.4,7.55,-1,0.139514287,0.996474469,0,0.597884682,2,0.3,1.9,N1 O3,de-protonated,0,-9999,C10 H19 O3 N1,10,19,3,1,-9999,-9999,-9999,N/A,-9999,-9999
317,200.986495,200.986389672,200.986318013,1859184.4,-9999,604128.1,13.17,-1,0.356535368,0.977198673,0,0.586319204,5,0.714285714,0.857142857,S1 O5,de-protonated,0,-9999,C7 H6 O5 S1,7,6,5,-9999,-9999,1,-9999,N/A,-9999,-9999
318,201.077019,201.076913643,201.076847097,6351738,-9999,544180.9,51.18,-1,0.330950887,0.980322382,0,0.588193429,3,0.555555556,1.555555556,O5,de-protonated,0,-9999,C9 H14 O5,9,14,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
320,201.113397,201.113291632,201.113232606,21067646,-9999,537444.1,175.7,-1,0.293494689,0.990523526,0.989186785,0.989988829,2,0.4,1.8,O4,de-protonated,0,-9999,C10 H18 O4,10,18,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
321,201.124634,201.124528628,201.124465995,1456767.1,-9999,582235.7,9.76,-1,0.311413179,0.982557354,0,0.589534413,2,0.333333333,2,N2 O3,de-protonated,0,-9999,C9 H18 O3 N2,9,18,3,2,-9999,-9999,-9999,N/A,-9999,-9999
322,201.149757,201.14965162,201.149618115,1675009.8,-9999,555070.9,11.61,-1,0.166566441,0.994978469,0,0.596987081,1,0.272727273,2,O3,de-protonated,0,-9999,C11 H22 O3,11,22,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
324,202.072268,202.072162327,202.072096069,1364064,-9999,617645.4,8.98,-1,0.327895328,0.980680541,0,0.588408325,3,0.625,1.625,N1 O5,de-protonated,0,-9999,C8 H13 O5 N1,8,13,5,1,-9999,-9999,-9999,N/A,-9999,-9999
325,202.108635,202.108529316,202.108481578,1393635.6,-9999,550571.3,9.23,-1,0.236197927,0.98992814,0,0.593956884,2,0.444444444,1.888888889,N1 O4,de-protonated,0,-9999,C9 H17 O4 N1,9,17,4,1,-9999,-9999,-9999,N/A,-9999,-9999
326,202.116721,202.116615313,202.116587441,2561764.5,-9999,560543.1,19.11,-1,0.137901438,0.996555372,0.989186785,0.993607937,2,0.4,1.8,13C1 O4,de-protonated,1,320,C9 H18 O4 13C1,9,18,4,-9999,-9999,-9999,1,N/A,-9999,-9999
328,203.056234,203.056128015,203.056111652,1788734.3,-9999,510094.3,12.57,-1,0.080585127,0.998822373,0,0.599293424,3,0.75,1.5,O6,de-protonated,0,-9999,C8 H12 O6,8,12,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
329,203.092652,203.092546004,203.092497161,4827713.5,-9999,517756.2,38.28,-1,0.240493347,0.989560418,0,0.593736251,2,0.555555556,1.777777778,O5,de-protonated,0,-9999,C9 H16 O5,9,16,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
330,203.129049,203.128942992,203.128882671,2162245,-9999,545685.1,15.73,-1,0.296961674,0.984126064,0,0.590475638,1,0.4,2,O4,de-protonated,0,-9999,C10 H20 O4,10,20,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
335,205.014415,205.014308394,205.014246839,1476199.6,-9999,513398.8,9.89,-1,0.300246352,0.98377584,0,0.590265504,8,0.5,0.6,O5,de-protonated,0,-9999,C10 H6 O5,10,6,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
336,205.050794,205.050687382,205.050632348,1681258.5,-9999,520358.6,11.62,-1,0.268391681,0.987014556,0,0.592208734,7,0.363636364,0.909090909,O4,de-protonated,0,-9999,C11 H10 O4,11,10,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
337,206.048801,206.048694065,206.048872501,1143736.4,-9999,483142.2,7.09,-1,-0.865988025,0.872777375,0,0.523666425,7,0.111111111,1.111111111,N3 P1 O1,de-protonated,0,-9999,C9 H10 O1 N3 P1,9,10,1,3,1,-9999,-9999,N/A,-9999,-9999
345,207.012319,207.01221176,207.012138839,2411135,-9999,526184.4,17.78,-1,0.352254608,0.977736812,0,0.586642087,7,0.3,0.8,S1 O3,de-protonated,0,-9999,C10 H8 O3 S1,10,8,3,-9999,-9999,1,-9999,N/A,-9999,-9999
346,207.030058,207.029950754,207.029896903,3318656.3,-9999,499769,25.44,-1,0.260110307,0.987798706,0,0.592679223,7,0.5,0.8,O5,de-protonated,0,-9999,C10 H8 O5,10,8,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
347,207.066427,207.066319742,207.066282413,1296130.8,-9999,599952.3,8.37,-1,0.180279073,0.994120173,0,0.596472104,6,0.363636364,1.090909091,O4,de-protonated,0,-9999,C11 H12 O4,11,12,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
353,209.009322,209.009214126,209.009161458,9941508,-9999,497408.3,81.06,-1,0.251985777,0.988544701,0,0.59312682,7,0.666666667,0.666666667,O6,de-protonated,0,-9999,C9 H6 O6,9,6,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
354,209.045692,209.045584114,209.045546968,1895942.6,-9999,554228.2,13.39,-1,0.177695453,0.994287017,0,0.59657221,6,0.5,1,O5,de-protonated,0,-9999,C10 H10 O5,10,10,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
355,209.082069,209.081961103,209.081932477,1805320.9,-9999,517754.8,12.63,-1,0.136910673,0.996604607,0,0.597962764,5,0.363636364,1.272727273,O4,de-protonated,0,-9999,C11 H14 O4,11,14,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
356,209.118473,209.118365091,209.118317987,1447563.1,-9999,517084.9,9.62,-1,0.225253554,0.990835696,0,0.594501418,4,0.25,1.5,O3,de-protonated,0,-9999,C12 H18 O3,12,18,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
360,211.025002,211.024893486,211.024811523,4514429,-9999,519763.4,35.41,-1,0.388405296,0.97299814,0,0.583798884,6,0.666666667,0.888888889,O6,de-protonated,0,-9999,C9 H8 O6,9,8,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
361,211.061352,211.061243475,211.061197032,3939454.8,-9999,548763.1,30.58,-1,0.220041716,0.991253032,0,0.594751819,5,0.5,1.2,O5,de-protonated,0,-9999,C10 H12 O5,10,12,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
362,211.097753,211.097644463,211.097582542,3282305,-9999,450928.1,24.97,-1,0.293330528,0.984508888,0,0.590705333,4,0.363636364,1.454545455,O4,de-protonated,0,-9999,C11 H16 O4,11,16,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
363,211.134068,211.133959451,211.133968051,2362243,-9999,436995.7,17.26,-1,-0.040730112,0.999699032,0,0.599819419,3,0.25,1.666666667,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
366,212.020236,212.02012717,212.020060495,1692852.3,-9999,453436.7,11.65,-1,0.314475406,0.982215713,0,0.589329428,6,0.75,0.875,N1 O6,de-protonated,0,-9999,C8 H7 O6 N1,8,7,6,1,-9999,-9999,-9999,N/A,-9999,-9999
370,213.015475,213.015365854,213.015309467,1719657.6,-9999,451237.2,11.87,-1,0.264708829,0.987366237,0,0.592419742,6,0.857142857,0.857142857,N2 O6,de-protonated,0,-9999,C7 H6 O6 N2,7,6,6,2,-9999,-9999,-9999,N/A,-9999,-9999
371,213.040619,213.040509846,213.040461587,1293546.9,-9999,405841.7,8.3,-1,0.226525011,0.990732429,0,0.594439458,5,0.666666667,1.111111111,O6,de-protonated,0,-9999,C9 H10 O6,9,10,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
372,213.076995,213.076885835,213.076847097,3558124.8,-9999,490114.8,27.28,-1,0.181803414,0.994020619,0,0.596412371,4,0.5,1.4,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
373,213.113388,213.113278823,213.113232606,10761967,-9999,475823.2,87.68,-1,0.216866862,0.986400884,0.98451166,0.985645194,3,0.363636364,1.636363636,O4,de-protonated,0,-9999,C11 H18 O4,11,18,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
374,213.124599,213.12448982,213.124465995,1702511.4,-9999,471492,11.73,-1,0.111786087,0.997735162,0,0.598641097,3,0.3,1.8,N2 O3,de-protonated,0,-9999,C10 H18 O3 N2,10,18,3,2,-9999,-9999,-9999,N/A,-9999,-9999
375,213.149771,213.149661812,213.149618115,2960112.8,-9999,505429.4,22.27,-1,0.205002953,0.9924034,0,0.59544204,2,0.25,1.833333333,O3,de-protonated,0,-9999,C12 H22 O3,12,22,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
376,213.963965,213.963855553,213.963808921,1832347,-9999,441723,12.81,-1,0.217946103,0.991418132,0,0.594850879,6,0.428571429,0.714285714,N1 S2 O3,de-protonated,0,-9999,C7 H5 O3 N1 S2,7,5,3,1,-9999,2,-9999,N/A,-9999,-9999
377,214.116766,214.116656505,214.116587441,1492770.9,-9999,578023.2,9.97,-1,0.322551767,0.981299214,0.98451166,0.982584193,3,0.363636364,1.636363636,13C1 O4,de-protonated,1,373,C10 H18 O4 13C1,10,18,4,-9999,-9999,-9999,1,N/A,-9999,-9999
378,214.145051,214.144941496,214.144867088,2125092.3,-9999,505376.8,15.27,-1,0.347466776,0.978331339,0,0.586998804,2,0.272727273,1.909090909,N1 O3,de-protonated,0,-9999,C11 H21 O3 N1,11,21,3,1,-9999,-9999,-9999,N/A,-9999,-9999
381,215.002102,215.001992224,215.001968078,1181264,-9999,608239.2,7.36,-1,0.112306424,0.997714053,0,0.598628432,5,0.625,1,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,N/A,-9999,-9999
382,215.005037,215.004927223,215.004959259,1185040.1,-9999,300604.6,7.39,-1,-0.14899949,0.995979788,0,0.597587873,5,0.285714286,1.285714286,N2 S1 P1 O2,de-protonated,0,-9999,C7 H9 O2 N2 P1 S1,7,9,2,2,1,1,-9999,N/A,-9999,-9999
383,215.035133,215.035023213,215.034982284,1512785.8,-9999,562434.1,10.13,-1,0.190339212,0.993447852,0,0.596068711,9,0.333333333,0.666666667,O4,de-protonated,0,-9999,C12 H8 O4,12,8,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
384,215.056326,215.056216207,215.056111652,1388882.8,-9999,548715.5,9.1,-1,0.486174525,0.958018452,0,0.574811071,4,0.666666667,1.333333333,O6,de-protonated,0,-9999,C9 H12 O6,9,12,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
385,215.092656,215.092546195,215.092497161,6911828.5,-9999,491728,55.4,-1,0.227966682,0.990614648,0,0.594368789,3,0.5,1.6,O5,de-protonated,0,-9999,C10 H16 O5,10,16,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
386,215.12903,215.128920184,215.128882671,25281366,-9999,483725.2,209.4,-1,0.174374674,0.990223005,0.992539129,0.991149455,2,0.363636364,1.818181818,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
387,215.165391,215.165281172,215.16526818,1741912.3,-9999,611429.2,12.06,-1,0.060382137,0.999338656,0,0.599603194,1,0.25,2,O3,de-protonated,0,-9999,C12 H24 O3,12,24,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
388,216.132408,216.132297865,216.132237506,3245961,-9999,481153.5,24.58,-1,0.279271222,0.985948042,0.992539129,0.988584477,2,0.363636364,1.818181818,13C1 O4,de-protonated,1,386,C10 H20 O4 13C1,10,20,4,-9999,-9999,-9999,1,N/A,-9999,-9999
392,217.071919,217.071808567,217.071761716,5482936.5,-9999,480743.3,43.27,-1,0.215830234,0.991583253,0,0.594949952,3,0.666666667,1.555555556,O6,de-protonated,0,-9999,C9 H14 O6,9,14,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
393,217.1083,217.108189555,217.108147226,4732346,-9999,467177.3,37,-1,0.194970817,0.993126212,0,0.595875727,2,0.5,1.8,O5,de-protonated,0,-9999,C10 H18 O5,10,18,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
394,217.144691,217.144580544,217.144532735,1334075.9,-9999,364890.4,8.61,-1,0.220170652,0.991242823,0,0.594745694,1,0.363636364,2,O4,de-protonated,0,-9999,C11 H22 O4,11,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
395,218.103559,218.10344824,218.103396198,7403500.5,-9999,492915.3,59.32,-1,0.238610154,0.989722433,0,0.59383346,2,0.555555556,1.888888889,N1 O5,de-protonated,0,-9999,C9 H17 O5 N1,9,17,5,1,-9999,-9999,-9999,N/A,-9999,-9999
398,219.030065,219.029953946,219.029896903,1459868.4,-9999,429411.1,9.66,-1,0.260430828,0.987768802,0,0.592661281,8,0.454545455,0.727272727,O5,de-protonated,0,-9999,C11 H8 O5,11,8,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
