Molecular Formula,HJA_155_p1.corems,HJA_156_p1.corems,HJA_160_p1.corems,HJA_161_p1.corems,HJA_162_p1.corems,HJA_163_p1.corems,HJA_164_p1.corems,HJA_165_p1.corems,HJA_169_p1.corems,HJA_170_p1.corems,HJA_177_p1.corems,HJA_178_p1.corems,HJA_190_p1.corems,HJA_192_p1.corems,HJA_260_p1.corems,HJA_360_p1.corems,HJA_45_p1.corems,HJA_47_p1.corems,HJA_49_p1.corems,HJA_50_p1.corems,HJA_53_p1.corems,HJA_54_p1.corems,HJA_55_p1.corems,HJA_56_p1.corems,HJA_57_p1.corems,HJA_58_p1.corems,HJA_60_p1.corems,HJA_64_p1.corems,HJA_65_p1.corems,HJA_66_p1.corems,HJA_68_p1.corems,HJA_71_p1.corems,HJA_72_p1.corems,HJA_73_p1.corems,HJA_74_p1.corems,HJA_76_p1.corems,HJA_82_p1.corems,HJA_83_p1.corems,HJA_84_p1.corems,HJA_CC-1-15m_p1.corems,HJA_CC-2-55m_p1.corems,HJA_CC-3-100m_p1.corems,HJA_CC-4-250m_p1.corems,HJA_KC-1-275m_p1.corems,HJA_KC-2-360m_p1.corems,HJA_KC-3-400m_p1.corems,HJA_KerryCreek2_p1.corems,HJA_WS1-2_p1.corems,HJA_WS1-3_p1.corems,HJA_WS1-5_p1.corems,HJA_WS1-6_p1.corems,HJA_WS1-7_p1.corems,HJA_WS1-8_p1.corems,HJA_WS1_250m_p1.corems,HJA_WS3-1_30m_p1.corems,HJA_WS3-2_p1.corems,HJA_WS3-3_p1.corems,HJA_WS3-4_p1.corems,HJA_WS3-5_p1.corems,HJA_WS3-6_p1.corems,HJW_01_SIR-1_p08.corems,HJW_01_SIR-2_p14.corems,HJW_01_SIR-3_p06.corems,HJW_02_SIR-1_p12.corems,HJW_02_SIR-2_p08.corems,HJW_02_SIR-3_p05.corems,HJW_03_SIR-1_p15.corems,HJW_03_SIR-2_p06.corems,HJW_03_SIR-3_p08.corems,HJW_04_SIR-1_p16.corems,HJW_04_SIR-2_p08.corems,HJW_04_SIR-3_p06.corems,HJW_05_SIR-1_p1.corems,HJW_05_SIR-2_p1.corems,HJW_05_SIR-3_p15.corems,HJW_06_SIR-1_p35.corems,HJW_06_SIR-2_p12.corems,HJW_06_SIR-3_p12.corems,HJW_07_SIR-1_p13.corems,HJW_07_SIR-2_p1.corems,HJW_07_SIR-3_p1.corems,HJW_08_SIR-1_p06.corems,HJW_08_SIR-2_p14.corems,HJW_08_SIR-3_p2.corems,HJW_09_SIR-1_p1.corems,HJW_09_SIR-2_p12.corems,HJW_09_SIR-3_p1.corems,HJW_10_SIR-1_p1.corems,HJW_10_SIR-2_p15.corems,HJW_10_SIR-3_p12.corems,HJW_11_SIR-1_p18.corems,HJW_11_SIR-2_p08.corems,HJW_11_SIR-3_p2.corems,HJW_12_SIR-1_p1.corems,HJW_12_SIR-2_p18.corems,HJW_12_SIR-3_p18.corems,HJW_13_SIR-1_p2.corems,HJW_13_SIR-2_p18.corems,HJW_13_SIR-3_p12.corems,HJW_14_SIR-1_p08.corems,HJW_14_SIR-2_p12.corems,HJW_14_SIR-3_p15.corems,HJW_15_SIR-1_p2.corems,HJW_15_SIR-2_p16.corems,HJW_15_SIR-3_p2.corems,HJW_16_SIR-1_p1.corems,HJW_16_SIR-2_p1.corems,HJW_16_SIR-3_p13.corems,HJW_17_SIR-1_p12.corems,HJW_17_SIR-2_p2.corems,HJW_17_SIR-3_p12.corems,HJW_18_SIR-1_p3.corems,HJW_18_SIR-2_p08.corems,HJW_18_SIR-3_p14.corems,HJW_19_SIR-1_p12.corems,HJW_19_SIR-2_p14.corems,HJW_19_SIR-3_p1.corems,HJW_20_SIR-1_p1.corems,HJW_20_SIR-2_p12.corems,HJW_20_SIR-3_p08.corems,HJW_21_SIR-1_p12.corems,HJW_21_SIR-2_p2.corems,HJW_21_SIR-3_p12.corems,HJW_22_SIR-1_p08.corems,HJW_22_SIR-2_p12.corems,HJW_22_SIR-3_p1.corems,HJW_23_SIR-1_p1.corems,HJW_23_SIR-2_p1.corems,HJW_23_SIR-3_p2.corems,HJW_24_SIR-1_p06.corems,HJW_24_SIR-2_p12.corems,HJW_24_SIR-3_p18.corems,HJW_25_SIR-1_p12.corems,HJW_25_SIR-2_p12.corems,HJW_25_SIR-3_p16.corems,HJW_26_SIR-1_p06.corems,HJW_26_SIR-2_p1.corems,HJW_26_SIR-3_p2.corems,HJW_28_SIR-1_p12.corems,HJW_28_SIR-2_p12.corems,HJW_28_SIR-3_p06.corems,HJW_29_SIR-1_p1.corems,HJW_29_SIR-2_p08.corems,HJW_29_SIR-3_p12.corems,HJW_30_SIR-1_p06.corems,HJW_30_SIR-2_p14.corems,HJW_30_SIR-3_p16.corems,HJW_31_SIR-1_p08.corems,HJW_31_SIR-2_p1.corems,HJW_31_SIR-3_p1.corems,HJW_32_SIR-1_p16.corems,HJW_32_SIR-2_p1.corems,HJW_32_SIR-3_p12.corems,HJW_33_SIR-1_p08.corems,HJW_33_SIR-2_p12.corems,HJW_33_SIR-3_p12.corems,HJW_34_SIR-1_p12.corems,HJW_34_SIR-2_p1.corems,HJW_35_SIR-1_p14.corems,HJW_35_SIR-2_p14.corems,HJW_35_SIR-3_p1.corems,HJW_36_SIR-1_p2.corems,HJW_36_SIR-2_p18.corems,HJW_36_SIR-3_p15.corems,HJW_37_SIR-1_p08.corems,HJW_37_SIR-2_p1.corems,HJW_37_SIR-3_p1.corems,HJW_38_SIR-1_p12.corems,HJW_38_SIR-2_p08.corems,HJW_38_SIR-3_p1.corems,HJW_39_SIR-1_p1.corems,HJW_39_SIR-2_p04.corems,HJW_39_SIR-3_p12.corems,HJW_40_SIR-1_p08.corems,HJW_40_SIR-2_p1.corems,HJW_40_SIR-3_p13.corems,HJW_41_SIR-1_p15.corems,HJW_41_SIR-2_p12.corems,HJW_41_SIR-3_p1.corems,HJW_42_SIR-1_p06.corems,HJW_42_SIR-2_p12.corems,HJW_42_SIR-3_p12.corems,HJW_43_SIR-1_p06.corems,HJW_43_SIR-3_p14.corems,HJW_44_SIR-1_p3.corems,HJW_44_SIR-2_p08.corems,HJW_44_SIR-3_p14.corems,HJW_45_SIR-1_p12.corems,HJW_45_SIR-2_p1.corems,HJW_45_SIR-3_p1.corems,HJW_46_SIR-1_p08.corems,HJW_46_SIR-2_p1.corems,HJW_46_SIR-3_p13.corems,HJW_47_SIR-1_p12.corems,HJW_47_SIR-2_p16.corems,HJW_47_SIR-3_p1.corems,HJW_48_SIR-1_p15.corems,HJW_48_SIR-2_p13.corems,HJW_48_SIR-3_p16.corems,HJW_Blk-1_p05.corems,HJW_Blk-2_p05.corems
C18H41O5N4P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925612.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H41O6N2P1S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093797.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H41O6N4P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694101.8,NA,3106026.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717865.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4038698.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417250.1,926719.1
C18H41O7N2P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947932.2,NA,NA,NA,NA,1087949.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801296.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219495.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H41O7N2P1S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1501636.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281979.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862893.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763761.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841522.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H41O7N4P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999934.6,NA,NA,1222451.5,1283730.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025560.9,NA,791153.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946300.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817321.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008275.3,NA,NA,NA,NA,NA,763830.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885271.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11053218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843565.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2390860,2330057.8
C18H41O7N4P113C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2122480.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H41O8N2P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970073.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961606.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833465.8,1308546,1960632.1,NA,NA,NA,NA,1291226.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442184,NA,1425784.3,NA,1477226.3,1401371.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806574,NA,NA,779559.2,1355315.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259537.1,NA,NA,NA,NA,1099136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761477.8,NA,NA,NA,NA,1189032.4,NA,NA,NA,NA,NA,NA,1383547.1,NA,NA,NA,NA,NA,NA,NA
C18H41O8N2P1S1,NA,NA,NA,NA,NA,NA,1930765.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H41O8N4P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10028243,NA,NA,NA,NA,NA,NA,NA,1632634,1562322.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853618.7,NA,1292004.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405836.6,NA,886953.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153740.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1828380.1,NA,NA,NA,NA,NA,1582890,NA,NA,NA,NA,NA,907671.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396989.6,1487658.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18191462,NA,NA,NA,NA,NA,918085.8,NA,NA,NA,NA,1435155.5,NA,NA,NA,NA,NA,NA,959028.6,NA,1073746,NA,NA,NA,NA,NA,NA,NA,3388994.3,2970113.5
C18H41O8N4P113C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627405.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3820921.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H41O9N2P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707856.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,888197.6,NA,NA,NA,NA,NA,NA,1014469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859590.2,1215396.4,NA,NA,NA,NA,3047549,1354116.5,2479362.3,NA,NA,NA,NA,1750895.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2669159.8,NA,1867952.1,NA,2529145,2435374.3,NA,NA,978328.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2732472.5,NA,NA,1039510.3,1513466.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1714258.8,NA,NA,NA,NA,1563228.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1327783.8,NA,NA,NA,NA,NA,1161307,NA,NA,NA,1129226.3,1765954.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H41O9N4P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524326.4,1437334.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139117.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106746.1,NA,NA,NA,NA,NA,1392138.4,NA,NA,NA,NA,894620.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817423.7,963042.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15520650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110388.8,2176023.5
C18H41O9N4P113C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4795153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H42O10N3P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677784.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18H42O8N3P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627743.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043610.9,NA,NA,NA,NA,NA,NA,1107300.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057282,NA,1250034.4,NA,1231506.1,839247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
