Calibrated m/z,Molecular Formula,MolForm,molecular_formula_clean,molform_clean,exact_match,whitespace_normalized_match
381.044952949,C10H23O9P1S2,C10H23O9S2P,C10H23O9P1S2,C10H23O9S2P,FALSE,FALSE
280.143413926,C10H24O4N3P1,C10H24O4N3P,C10H24O4N3P1,C10H24O4N3P,FALSE,FALSE
268.132091795,C10H24O5N1P1,C10H24O5NP,C10H24O5N1P1,C10H24O5NP,FALSE,FALSE
396.056107319,C10H24O9N1P1S2,C10H24O9NS2P,C10H24O9N1P1S2,C10H24O9NS2P,FALSE,FALSE
295.154280725,C10H25O4N4P1,C10H25O4N4P,C10H25O4N4P1,C10H25O4N4P,FALSE,FALSE
379.094194713,C10H25O9N2P1S1,C10H25O9N2SP,C10H25O9N2P1S1,C10H25O9N2SP,FALSE,FALSE
375.128995487,C10H25O9N4P1,C10H25O9N4P,C10H25O9N4P1,C10H25O9N4P,FALSE,FALSE
249.007057041,C10H7O4N2P1,C10H7O4N2P,C10H7O4N2P1,C10H7O4N2P,FALSE,FALSE
312.986683755,C10H7O8N2P1,C10H7O8N2P,C10H7O8N2P1,C10H7O8N2P,FALSE,FALSE
251.022701008,C10H9O4N2P1,C10H9O4N2P,C10H9O4N2P1,C10H9O4N2P,FALSE,FALSE
267.017717328,C10H9O5N2P1,C10H9O5N2P,C10H9O5N2P1,C10H9O5N2P,FALSE,FALSE
362.969690333,C10H9O9N2P1S1,C10H9O9N2SP,C10H9O9N2P1S1,C10H9O9N2SP,FALSE,FALSE
359.003518693,C10H9O9N4P1,C10H9O9N4P,C10H9O9N4P1,C10H9O9N4P,FALSE,FALSE
392.979543865,C11H11O10N2P1S1,C11H11O10N2SP,C11H11O10N2P1S1,C11H11O10N2SP,FALSE,FALSE
364.974026564,C11H11O10P1S1,C11H11O10SP,C11H11O10P1S1,C11H11O10SP,FALSE,FALSE
265.038421198,C11H11O4N2P1,C11H11O4N2P,C11H11O4N2P1,C11H11O4N2P,FALSE,FALSE
293.044439206,C11H11O4N4P1,C11H11O4N4P,C11H11O4N4P1,C11H11O4N4P,FALSE,FALSE
281.033474517,C11H11O5N2P1,C11H11O5N2P,C11H11O5N2P1,C11H11O5N2P,FALSE,FALSE
332.966226611,C11H11O6P1S2,C11H11O6S2P,C11H11O6P1S2,C11H11O6S2P,FALSE,FALSE
313.022895726,C11H11O7N2P1,C11H11O7N2P,C11H11O7N2P1,C11H11O7N2P,FALSE,FALSE
376.984830169,C11H11O9N2P1S1,C11H11O9N2SP,C11H11O9N2P1S1,C11H11O9N2SP,FALSE,FALSE
268.038256721,C11H12O5N1P1,C11H12O5NP,C11H12O5N1P1,C11H12O5NP,FALSE,FALSE
300.027697107,C11H12O7N1P1,C11H12O7NP,C11H12O7N1P1,C11H12O7NP,FALSE,FALSE
363.971947171,C11H12O7N1P1S2,C11H12O7NS2P,C11H12O7N1P1S2,C11H12O7NS2P,FALSE,FALSE
363.989686277,C11H12O9N1P1S1,C11H12O9NSP,C11H12O9N1P1S1,C11H12O9NSP,FALSE,FALSE
394.995883198,C11H13O10N2P1S1,C11H13O10N2SP,C11H13O10N2P1S1,C11H13O10N2SP,FALSE,FALSE
391.029574882,C11H13O10N4P1,C11H13O10N4P,C11H13O10N4P1,C11H13O10N4P,FALSE,FALSE
267.054027165,C11H13O4N2P1,C11H13O4N2P,C11H13O4N2P1,C11H13O4N2P,FALSE,FALSE
283.049139484,C11H13O5N2P1,C11H13O5N2P,C11H13O5N2P1,C11H13O5N2P,FALSE,FALSE
315.021031969,C11H13O5N2P1S1,C11H13O5N2SP,C11H13O5N2P1S1,C11H13O5N2SP,FALSE,FALSE
299.04410709,C11H13O6N2P1,C11H13O6N2P,C11H13O6N2P1,C11H13O6N2P,FALSE,FALSE
334.981982155,C11H13O6P1S2,C11H13O6S2P,C11H13O6P1S2,C11H13O6S2P,FALSE,FALSE
347.011088172,C11H13O7N2P1S1,C11H13O7N2SP,C11H13O7N2P1S1,C11H13O7N2SP,FALSE,FALSE
287.032364728,C11H13O7P1,C11H13O7P,C11H13O7P1,C11H13O7P,FALSE,FALSE
363.006002596,C11H13O8N2P1S1,C11H13O8N2SP,C11H13O8N2P1S1,C11H13O8N2SP,FALSE,FALSE
413.972072527,C11H14O10N1P1S2,C11H14O10NS2P,C11H14O10N1P1S2,C11H14O10NS2P,FALSE,FALSE
318.038708009,C11H14O8N1P1,C11H14O8NP,C11H14O8N1P1,C11H14O8NP,FALSE,FALSE
337.033296522,C11H15O10P1,C11H15O10P,C11H15O10P1,C11H15O10P,FALSE,FALSE
269.069871131,C11H15O4N2P1,C11H15O4N2P,C11H15O4N2P1,C11H15O4N2P,FALSE,FALSE
297.075875167,C11H15O4N4P1,C11H15O4N4P,C11H15O4N4P1,C11H15O4N4P,FALSE,FALSE
317.036861403,C11H15O5N2P1S1,C11H15O5N2SP,C11H15O5N2P1S1,C11H15O5N2SP,FALSE,FALSE
301.0596867,C11H15O6N2P1,C11H15O6N2P,C11H15O6N2P1,C11H15O6N2P,FALSE,FALSE
273.053467572,C11H15O6P1,C11H15O6P,C11H15O6P1,C11H15O6P,FALSE,FALSE
289.048137673,C11H15O7P1,C11H15O7P,C11H15O7P1,C11H15O7P,FALSE,FALSE
305.043480522,C11H15O8P1,C11H15O8P,C11H15O8P1,C11H15O8P,FALSE,FALSE
256.074310438,C11H16O4N1P1,C11H16O4NP,C11H16O4N1P1,C11H16O4NP,FALSE,FALSE
352.026200689,C11H16O8N1P1S1,C11H16O8NSP,C11H16O8N1P1S1,C11H16O8NSP,FALSE,FALSE
399.026540905,C11H17O10N2P1S1,C11H17O10N2SP,C11H17O10N2P1S1,C11H17O10N2SP,FALSE,FALSE
395.061341355,C11H17O10N4P1,C11H17O10N4P,C11H17O10N4P1,C11H17O10N4P,FALSE,FALSE
402.992478718,C11H17O10P1S2,C11H17O10S2P,C11H17O10P1S2,C11H17O10S2P,FALSE,FALSE
271.085524626,C11H17O4N2P1,C11H17O4N2P,C11H17O4N2P1,C11H17O4N2P,FALSE,FALSE
315.086327458,C11H17O5N4P1,C11H17O5N4P,C11H17O5N4P1,C11H17O5N4P,FALSE,FALSE
259.074283301,C11H17O5P1,C11H17O5P,C11H17O5P1,C11H17O5P,FALSE,FALSE
275.069196701,C11H17O6P1,C11H17O6P,C11H17O6P1,C11H17O6P,FALSE,FALSE
319.070369957,C11H17O7N2P1,C11H17O7N2P,C11H17O7N2P1,C11H17O7N2P,FALSE,FALSE
291.06415463,C11H17O7P1,C11H17O7P,C11H17O7P1,C11H17O7P,FALSE,FALSE
335.065228858,C11H17O8N2P1,C11H17O8N2P,C11H17O8N2P1,C11H17O8N2P,FALSE,FALSE
307.059110881,C11H17O8P1,C11H17O8P,C11H17O8P1,C11H17O8P,FALSE,FALSE
379.066413976,C11H17O9N4P1,C11H17O9N4P,C11H17O9N4P1,C11H17O9N4P,FALSE,FALSE
323.053745032,C11H17O9P1,C11H17O9P,C11H17O9P1,C11H17O9P,FALSE,FALSE
355.025479194,C11H17O9P1S1,C11H17O9SP,C11H17O9P1S1,C11H17O9SP,FALSE,FALSE
258.090276447,C11H18O4N1P1,C11H18O4NP,C11H18O4N1P1,C11H18O4NP,FALSE,FALSE
354.024194324,C11H18O6N1P1S2,C11H18O6NS2P,C11H18O6N1P1S2,C11H18O6NS2P,FALSE,FALSE
369.070719321,C11H19O10N2P1,C11H19O10N2P,C11H19O10N2P1,C11H19O10N2P,FALSE,FALSE
401.042818235,C11H19O10N2P1S1,C11H19O10N2SP,C11H19O10N2P1S1,C11H19O10N2SP,FALSE,FALSE
397.076930188,C11H19O10N4P1,C11H19O10N4P,C11H19O10N4P1,C11H19O10N4P,FALSE,FALSE
341.064471934,C11H19O10P1,C11H19O10P,C11H19O10P1,C11H19O10P,FALSE,FALSE
405.008124318,C11H19O10P1S2,C11H19O10S2P,C11H19O10P1S2,C11H19O10S2P,FALSE,FALSE
321.067633263,C11H19O5N2P1S1,C11H19O5N2SP,C11H19O5N2P1S1,C11H19O5N2SP,FALSE,FALSE
261.089861486,C11H19O5P1,C11H19O5P,C11H19O5P1,C11H19O5P,FALSE,FALSE
277.084816617,C11H19O6P1,C11H19O6P,C11H19O6P1,C11H19O6P,FALSE,FALSE
341.028843439,C11H19O6P1S2,C11H19O6S2P,C11H19O6P1S2,C11H19O6S2P,FALSE,FALSE
293.079789254,C11H19O7P1,C11H19O7P,C11H19O7P1,C11H19O7P,FALSE,FALSE
309.074765219,C11H19O8P1,C11H19O8P,C11H19O8P1,C11H19O8P,FALSE,FALSE
381.082048854,C11H19O9N4P1,C11H19O9N4P,C11H19O9N4P1,C11H19O9N4P,FALSE,FALSE
325.069657238,C11H19O9P1,C11H19O9P,C11H19O9P1,C11H19O9P,FALSE,FALSE
308.090759054,C11H20O7N1P1,C11H20O7NP,C11H20O7N1P1,C11H20O7NP,FALSE,FALSE
399.092647726,C11H21O10N4P1,C11H21O10N4P,C11H21O10N4P1,C11H21O10N4P,FALSE,FALSE
343.080293139,C11H21O10P1,C11H21O10P,C11H21O10P1,C11H21O10P,FALSE,FALSE
375.051692377,C11H21O10P1S1,C11H21O10SP,C11H21O10P1S1,C11H21O10SP,FALSE,FALSE
247.110698802,C11H21O4P1,C11H21O4P,C11H21O4P1,C11H21O4P,FALSE,FALSE
263.105554007,C11H21O5P1,C11H21O5P,C11H21O5P1,C11H21O5P,FALSE,FALSE
295.077739691,C11H21O5P1S1,C11H21O5SP,C11H21O5P1S1,C11H21O5SP,FALSE,FALSE
335.112799185,C11H21O6N4P1,C11H21O6N4P,C11H21O6N4P1,C11H21O6N4P,FALSE,FALSE
279.100488213,C11H21O6P1,C11H21O6P,C11H21O6P1,C11H21O6P,FALSE,FALSE
311.072141791,C11H21O6P1S1,C11H21O6SP,C11H21O6P1S1,C11H21O6SP,FALSE,FALSE
351.107203318,C11H21O7N4P1,C11H21O7N4P,C11H21O7N4P1,C11H21O7N4P,FALSE,FALSE
295.095398956,C11H21O7P1,C11H21O7P,C11H21O7P1,C11H21O7P,FALSE,FALSE
359.039333231,C11H21O7P1S2,C11H21O7S2P,C11H21O7P1S2,C11H21O7S2P,FALSE,FALSE
339.09614858,C11H21O8N2P1,C11H21O8N2P,C11H21O8N2P1,C11H21O8N2P,FALSE,FALSE
367.102425213,C11H21O8N4P1,C11H21O8N4P,C11H21O8N4P1,C11H21O8N4P,FALSE,FALSE
311.09039977,C11H21O8P1,C11H21O8P,C11H21O8P1,C11H21O8P,FALSE,FALSE
343.062363175,C11H21O8P1S1,C11H21O8SP,C11H21O8P1S1,C11H21O8SP,FALSE,FALSE
383.0977117,C11H21O9N4P1,C11H21O9N4P,C11H21O9N4P1,C11H21O9N4P,FALSE,FALSE
327.085199443,C11H21O9P1,C11H21O9P,C11H21O9P1,C11H21O9P,FALSE,FALSE
422.034604503,C11H22O10N1P1S2,C11H22O10NS2P,C11H22O10N1P1S2,C11H22O10NS2P,FALSE,FALSE
278.116467683,C11H22O5N1P1,C11H22O5NP,C11H22O5N1P1,C11H22O5NP,FALSE,FALSE
326.083264782,C11H22O6N1P1S1,C11H22O6NSP,C11H22O6N1P1S1,C11H22O6NSP,FALSE,FALSE
406.04013261,C11H22O9N1P1S2,C11H22O9NS2P,C11H22O9N1P1S2,C11H22O9NS2P,FALSE,FALSE
373.102062912,C11H23O10N2P1,C11H23O10N2P,C11H23O10N2P1,C11H23O10N2P,FALSE,FALSE
405.073480143,C11H23O10N2P1S1,C11H23O10N2SP,C11H23O10N2P1S1,C11H23O10N2SP,FALSE,FALSE
401.108045787,C11H23O10N4P1,C11H23O10N4P,C11H23O10N4P1,C11H23O10N4P,FALSE,FALSE
345.095884226,C11H23O10P1,C11H23O10P,C11H23O10P1,C11H23O10P,FALSE,FALSE
377.067405747,C11H23O10P1S1,C11H23O10SP,C11H23O10P1S1,C11H23O10SP,FALSE,FALSE
249.126342006,C11H23O4P1,C11H23O4P,C11H23O4P1,C11H23O4P,FALSE,FALSE
265.121189384,C11H23O5P1,C11H23O5P,C11H23O5P1,C11H23O5P,FALSE,FALSE
297.093115396,C11H23O5P1S1,C11H23O5SP,C11H23O5P1S1,C11H23O5SP,FALSE,FALSE
309.122172868,C11H23O6N2P1,C11H23O6N2P,C11H23O6N2P1,C11H23O6N2P,FALSE,FALSE
281.116174021,C11H23O6P1,C11H23O6P,C11H23O6P1,C11H23O6P,FALSE,FALSE
313.087718076,C11H23O6P1S1,C11H23O6SP,C11H23O6P1S1,C11H23O6SP,FALSE,FALSE
325.1172215,C11H23O7N2P1,C11H23O7N2P,C11H23O7N2P1,C11H23O7N2P,FALSE,FALSE
297.111059658,C11H23O7P1,C11H23O7P,C11H23O7P1,C11H23O7P,FALSE,FALSE
341.11171822,C11H23O8N2P1,C11H23O8N2P,C11H23O8N2P1,C11H23O8N2P,FALSE,FALSE
369.118352155,C11H23O8N4P1,C11H23O8N4P,C11H23O8N4P1,C11H23O8N4P,FALSE,FALSE
313.106004069,C11H23O8P1,C11H23O8P,C11H23O8P1,C11H23O8P,FALSE,FALSE
357.107029438,C11H23O9N2P1,C11H23O9N2P,C11H23O9N2P1,C11H23O9N2P,FALSE,FALSE
385.113144971,C11H23O9N4P1,C11H23O9N4P,C11H23O9N4P1,C11H23O9N4P,FALSE,FALSE
329.100913649,C11H23O9P1,C11H23O9P,C11H23O9P1,C11H23O9P,FALSE,FALSE
361.072409693,C11H23O9P1S1,C11H23O9SP,C11H23O9P1S1,C11H23O9SP,FALSE,FALSE
392.078338798,C11H24O10N1P1S1,C11H24O10NSP,C11H24O10N1P1S1,C11H24O10NSP,FALSE,FALSE
264.137188763,C11H24O4N1P1,C11H24O4NP,C11H24O4N1P1,C11H24O4NP,FALSE,FALSE
308.138325519,C11H24O5N3P1,C11H24O5N3P,C11H24O5N3P1,C11H24O5N3P,FALSE,FALSE
296.127138605,C11H24O6N1P1,C11H24O6NP,C11H24O6N1P1,C11H24O6NP,FALSE,FALSE
324.133176337,C11H24O6N3P1,C11H24O6N3P,C11H24O6N3P1,C11H24O6N3P,FALSE,FALSE
312.121933864,C11H24O7N1P1,C11H24O7NP,C11H24O7N1P1,C11H24O7NP,FALSE,FALSE
356.123051999,C11H24O8N3P1,C11H24O8N3P,C11H24O8N3P1,C11H24O8N3P,FALSE,FALSE
403.123722923,C11H25O10N4P1,C11H25O10N4P,C11H25O10N4P1,C11H25O10N4P,FALSE,FALSE
379.082953158,C11H25O10P1S1,C11H25O10SP,C11H25O10P1S1,C11H25O10SP,FALSE,FALSE
411.05499167,C11H25O10P1S2,C11H25O10S2P,C11H25O10P1S2,C11H25O10S2P,FALSE,FALSE
279.148131201,C11H25O4N2P1,C11H25O4N2P,C11H25O4N2P1,C11H25O4N2P,FALSE,FALSE
251.142007846,C11H25O4P1,C11H25O4P,C11H25O4P1,C11H25O4P,FALSE,FALSE
315.086120598,C11H25O4P1S2,C11H25O4S2P,C11H25O4P1S2,C11H25O4S2P,FALSE,FALSE
267.136939009,C11H25O5P1,C11H25O5P,C11H25O5P1,C11H25O5P,FALSE,FALSE
299.108474703,C11H25O5P1S1,C11H25O5SP,C11H25O5P1S1,C11H25O5SP,FALSE,FALSE
283.131852745,C11H25O6P1,C11H25O6P,C11H25O6P1,C11H25O6P,FALSE,FALSE
347.075951772,C11H25O6P1S2,C11H25O6S2P,C11H25O6P1S2,C11H25O6S2P,FALSE,FALSE
327.132942549,C11H25O7N2P1,C11H25O7N2P,C11H25O7N2P1,C11H25O7N2P,FALSE,FALSE
355.139132474,C11H25O7N4P1,C11H25O7N4P,C11H25O7N4P1,C11H25O7N4P,FALSE,FALSE
299.126638462,C11H25O7P1,C11H25O7P,C11H25O7P1,C11H25O7P,FALSE,FALSE
375.100012438,C11H25O8N2P1S1,C11H25O8N2SP,C11H25O8N2P1S1,C11H25O8N2SP,FALSE,FALSE
371.134084803,C11H25O8N4P1,C11H25O8N4P,C11H25O8N4P1,C11H25O8N4P,FALSE,FALSE
315.121668825,C11H25O8P1,C11H25O8P,C11H25O8P1,C11H25O8P,FALSE,FALSE
347.093236061,C11H25O8P1S1,C11H25O8SP,C11H25O8P1S1,C11H25O8SP,FALSE,FALSE
391.094625335,C11H25O9N2P1S1,C11H25O9N2SP,C11H25O9N2P1S1,C11H25O9N2SP,FALSE,FALSE
387.128854107,C11H25O9N4P1,C11H25O9N4P,C11H25O9N4P1,C11H25O9N4P,FALSE,FALSE
363.088127177,C11H25O9P1S1,C11H25O9SP,C11H25O9P1S1,C11H25O9SP,FALSE,FALSE
394.094029194,C11H26O10N1P1S1,C11H26O10NSP,C11H26O10N1P1S1,C11H26O10NSP,FALSE,FALSE
390.128444279,C11H26O10N3P1,C11H26O10N3P,C11H26O10N3P1,C11H26O10N3P,FALSE,FALSE
266.152697308,C11H26O4N1P1,C11H26O4NP,C11H26O4N1P1,C11H26O4NP,FALSE,FALSE
330.132018043,C11H26O8N1P1,C11H26O8NP,C11H26O8N1P1,C11H26O8NP,FALSE,FALSE
409.105280175,C11H27O10N2P1S1,C11H27O10N2SP,C11H27O10N2P1S1,C11H27O10N2SP,FALSE,FALSE
405.139454058,C11H27O10N4P1,C11H27O10N4P,C11H27O10N4P1,C11H27O10N4P,FALSE,FALSE
309.169924089,C11H27O4N4P1,C11H27O4N4P,C11H27O4N4P1,C11H27O4N4P,FALSE,FALSE
357.154279439,C11H27O7N4P1,C11H27O7N4P,C11H27O7N4P1,C11H27O7N4P,FALSE,FALSE
373.149620426,C11H27O8N4P1,C11H27O8N4P,C11H27O8N4P1,C11H27O8N4P,FALSE,FALSE
389.144517618,C11H27O9N4P1,C11H27O9N4P,C11H27O9N4P1,C11H27O9N4P,FALSE,FALSE
262.957136037,C11H5O4P1S1,C11H5O4SP,C11H5O4P1S1,C11H5O4SP,FALSE,FALSE
262.974856334,C11H5O6P1,C11H5O6P,C11H5O6P1,C11H5O6P,FALSE,FALSE
334.982475294,C11H5O7N4P1,C11H5O7N4P,C11H5O7N4P1,C11H5O7N4P,FALSE,FALSE
322.971124704,C11H5O8N2P1,C11H5O8N2P,C11H5O8N2P1,C11H5O8N2P,FALSE,FALSE
356.9765441,C11H7O10N2P1,C11H7O10N2P,C11H7O10N2P1,C11H7O10N2P,FALSE,FALSE
321.003175223,C11H7O6N4P1,C11H7O6N4P,C11H7O6N4P1,C11H7O6N4P,FALSE,FALSE
308.991719574,C11H7O7N2P1,C11H7O7N2P,C11H7O7N2P1,C11H7O7N2P,FALSE,FALSE
312.975511746,C11H7O9P1,C11H7O9P,C11H7O9P1,C11H7O9P,FALSE,FALSE
362.95828793,C11H9O10P1S1,C11H9O10SP,C11H9O10P1S1,C11H9O10SP,FALSE,FALSE
263.022758231,C11H9O4N2P1,C11H9O4N2P,C11H9O4N2P1,C11H9O4N2P,FALSE,FALSE
266.98859093,C11H9O4P1S1,C11H9O4SP,C11H9O4P1S1,C11H9O4SP,FALSE,FALSE
279.01787955,C11H9O5N2P1,C11H9O5N2P,C11H9O5N2P1,C11H9O5N2P,FALSE,FALSE
326.984844475,C11H9O6N2P1S1,C11H9O6N2SP,C11H9O6N2P1S1,C11H9O6N2SP,FALSE,FALSE
342.979546181,C11H9O7N2P1S1,C11H9O7N2SP,C11H9O7N2P1S1,C11H9O7N2SP,FALSE,FALSE
376.974018742,C12H11O10P1S1,C12H11O10SP,C12H11O10P1S1,C12H11O10SP,FALSE,FALSE
424.940761589,C12H11O11P1S2,C12H11O11S2P,C12H11O11P1S2,C12H11O11S2P,FALSE,FALSE
277.03848342,C12H11O4N2P1,C12H11O4N2P,C12H11O4N2P1,C12H11O4N2P,FALSE,FALSE
312.976312369,C12H11O4P1S2,C12H11O4S2P,C12H11O4P1S2,C12H11O4S2P,FALSE,FALSE
353.029515244,C12H11O7N4P1,C12H11O7N4P,C12H11O7N4P1,C12H11O7N4P,FALSE,FALSE
344.984028027,C12H11O8P1S1,C12H11O8SP,C12H11O8P1S1,C12H11O8SP,FALSE,FALSE
329.006727066,C12H11O9P1,C12H11O9P,C12H11O9P1,C12H11O9P,FALSE,FALSE
439.951965267,C12H12O11N1P1S2,C12H12O11NS2P,C12H12O11N1P1S2,C12H12O11NS2P,FALSE,FALSE
324.038989052,C12H12O6N3P1,C12H12O6N3P,C12H12O6N3P1,C12H12O6N3P,FALSE,FALSE
372.023487837,C12H12O9N3P1,C12H12O9N3P,C12H12O9N3P1,C12H12O9N3P,FALSE,FALSE
378.989532227,C12H13O10P1S1,C12H13O10SP,C12H13O10P1S1,C12H13O10SP,FALSE,FALSE
279.054143388,C12H13O4N2P1,C12H13O4N2P,C12H13O4N2P1,C12H13O4N2P,FALSE,FALSE
295.049211707,C12H13O5N2P1,C12H13O5N2P,C12H13O5N2P1,C12H13O5N2P,FALSE,FALSE
346.981988446,C12H13O6P1S2,C12H13O6S2P,C12H13O6P1S2,C12H13O6S2P,FALSE,FALSE
331.004726094,C12H13O7P1S1,C12H13O7SP,C12H13O7P1S1,C12H13O7SP,FALSE,FALSE
362.976499744,C12H13O7P1S2,C12H13O7S2P,C12H13O7P1S2,C12H13O7S2P,FALSE,FALSE
346.99958545,C12H13O8P1S1,C12H13O8SP,C12H13O8P1S1,C12H13O8SP,FALSE,FALSE
391.000855072,C12H13O9N2P1S1,C12H13O9N2SP,C12H13O9N2P1S1,C12H13O9N2SP,FALSE,FALSE
387.035116487,C12H13O9N4P1,C12H13O9N4P,C12H13O9N4P1,C12H13O9N4P,FALSE,FALSE
441.967545214,C12H14O11N1P1S2,C12H14O11NS2P,C12H14O11N1P1S2,C12H14O11NS2P,FALSE,FALSE
346.01584134,C12H14O7N1P1S1,C12H14O7NSP,C12H14O7N1P1S1,C12H14O7NSP,FALSE,FALSE
377.987560528,C12H14O7N1P1S2,C12H14O7NS2P,C12H14O7N1P1S2,C12H14O7NS2P,FALSE,FALSE
377.039497748,C12H15O10N2P1,C12H15O10N2P,C12H15O10N2P1,C12H15O10N2P,FALSE,FALSE
409.011511002,C12H15O10N2P1S1,C12H15O10N2SP,C12H15O10N2P1S1,C12H15O10N2SP,FALSE,FALSE
412.97730473,C12H15O10P1S2,C12H15O10S2P,C12H15O10P1S2,C12H15O10S2P,FALSE,FALSE
421.040469834,C12H15O11N4P1,C12H15O11N4P,C12H15O11N4P1,C12H15O11N4P,FALSE,FALSE
428.97218794,C12H15O11P1S2,C12H15O11S2P,C12H15O11P1S2,C12H15O11S2P,FALSE,FALSE
281.069877354,C12H15O4N2P1,C12H15O4N2P,C12H15O4N2P1,C12H15O4N2P,FALSE,FALSE
309.075576331,C12H15O4N4P1,C12H15O4N4P,C12H15O4N4P1,C12H15O4N4P,FALSE,FALSE
297.06460037,C12H15O5N2P1,C12H15O5N2P,C12H15O5N2P1,C12H15O5N2P,FALSE,FALSE
333.002418072,C12H15O5P1S2,C12H15O5S2P,C12H15O5P1S2,C12H15O5S2P,FALSE,FALSE
348.997646869,C12H15O6P1S2,C12H15O6S2P,C12H15O6P1S2,C12H15O6S2P,FALSE,FALSE
357.060912415,C12H15O7N4P1,C12H15O7N4P,C12H15O7N4P1,C12H15O7N4P,FALSE,FALSE
301.048521895,C12H15O7P1,C12H15O7P,C12H15O7P1,C12H15O7P,FALSE,FALSE
427.987659244,C12H16O10N1P1S2,C12H16O10NS2P,C12H16O10N1P1S2,C12H16O10NS2P,FALSE,FALSE
380.038633369,C12H16O11N1P1,C12H16O11NP,C12H16O11N1P1,C12H16O11NP,FALSE,FALSE
408.044879513,C12H16O11N3P1,C12H16O11N3P,C12H16O11N3P1,C12H16O11N3P,FALSE,FALSE
348.013791533,C12H16O5N1P1S2,C12H16O5NS2P,C12H16O5N1P1S2,C12H16O5NS2P,FALSE,FALSE
328.070141075,C12H16O6N3P1,C12H16O6N3P,C12H16O6N3P1,C12H16O6N3P,FALSE,FALSE
379.055104157,C12H17O10N2P1,C12H17O10N2P,C12H17O10N2P1,C12H17O10N2P,FALSE,FALSE
407.060878512,C12H17O10N4P1,C12H17O10N4P,C12H17O10N4P1,C12H17O10N4P,FALSE,FALSE
351.048922663,C12H17O10P1,C12H17O10P,C12H17O10P1,C12H17O10P,FALSE,FALSE
395.049623585,C12H17O11N2P1,C12H17O11N2P,C12H17O11N2P1,C12H17O11N2P,FALSE,FALSE
423.056089276,C12H17O11N4P1,C12H17O11N4P,C12H17O11N4P1,C12H17O11N4P,FALSE,FALSE
367.043708307,C12H17O11P1,C12H17O11P,C12H17O11P1,C12H17O11P,FALSE,FALSE
283.085421322,C12H17O4N2P1,C12H17O4N2P,C12H17O4N2P1,C12H17O4N2P,FALSE,FALSE
311.091311951,C12H17O4N4P1,C12H17O4N4P,C12H17O4N4P1,C12H17O4N4P,FALSE,FALSE
299.080359121,C12H17O5N2P1,C12H17O5N2P,C12H17O5N2P1,C12H17O5N2P,FALSE,FALSE
331.052486218,C12H17O5N2P1S1,C12H17O5N2SP,C12H17O5N2P1S1,C12H17O5N2SP,FALSE,FALSE
315.075373629,C12H17O6N2P1,C12H17O6N2P,C12H17O6N2P1,C12H17O6N2P,FALSE,FALSE
287.069217695,C12H17O6P1,C12H17O6P,C12H17O6P1,C12H17O6P,FALSE,FALSE
319.041143206,C12H17O6P1S1,C12H17O6SP,C12H17O6P1S1,C12H17O6SP,FALSE,FALSE
303.064085431,C12H17O7P1,C12H17O7P,C12H17O7P1,C12H17O7P,FALSE,FALSE
347.064763953,C12H17O8N2P1,C12H17O8N2P,C12H17O8N2P1,C12H17O8N2P,FALSE,FALSE
379.036837274,C12H17O8N2P1S1,C12H17O8N2SP,C12H17O8N2P1S1,C12H17O8N2SP,FALSE,FALSE
375.07147649,C12H17O8N4P1,C12H17O8N4P,C12H17O8N4P1,C12H17O8N4P,FALSE,FALSE
319.059067606,C12H17O8P1,C12H17O8P,C12H17O8P1,C12H17O8P,FALSE,FALSE
391.066274353,C12H17O9N4P1,C12H17O9N4P,C12H17O9N4P1,C12H17O9N4P,FALSE,FALSE
335.054036256,C12H17O9P1,C12H17O9P,C12H17O9P1,C12H17O9P,FALSE,FALSE
270.090266913,C12H18O4N1P1,C12H18O4NP,C12H18O4N1P1,C12H18O4NP,FALSE,FALSE
298.095924038,C12H18O4N3P1,C12H18O4N3P,C12H18O4N3P1,C12H18O4N3P,FALSE,FALSE
409.076961891,C12H19O10N4P1,C12H19O10N4P,C12H19O10N4P1,C12H19O10N4P,FALSE,FALSE
353.064450018,C12H19O10P1,C12H19O10P,C12H19O10P1,C12H19O10P,FALSE,FALSE
425.071492283,C12H19O11N4P1,C12H19O11N4P,C12H19O11N4P1,C12H19O11N4P,FALSE,FALSE
285.101245193,C12H19O4N2P1,C12H19O4N2P,C12H19O4N2P1,C12H19O4N2P,FALSE,FALSE
313.106857024,C12H19O4N4P1,C12H19O4N4P,C12H19O4N4P1,C12H19O4N4P,FALSE,FALSE
301.096094888,C12H19O5N2P1,C12H19O5N2P,C12H19O5N2P1,C12H19O5N2P,FALSE,FALSE
329.102143797,C12H19O5N4P1,C12H19O5N4P,C12H19O5N4P1,C12H19O5N4P,FALSE,FALSE
273.089968207,C12H19O5P1,C12H19O5P,C12H19O5P1,C12H19O5P,FALSE,FALSE
317.091041347,C12H19O6N2P1,C12H19O6N2P,C12H19O6N2P1,C12H19O6N2P,FALSE,FALSE
289.08493264,C12H19O6P1,C12H19O6P,C12H19O6P1,C12H19O6P,FALSE,FALSE
333.085907693,C12H19O7N2P1,C12H19O7N2P,C12H19O7N2P1,C12H19O7N2P,FALSE,FALSE
365.057601672,C12H19O7N2P1S1,C12H19O7N2SP,C12H19O7N2P1S1,C12H19O7N2SP,FALSE,FALSE
305.079575481,C12H19O7P1,C12H19O7P,C12H19O7P1,C12H19O7P,FALSE,FALSE
