#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Locality_Description,Country,State_or_Province,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
HJW_39_Sediment,10.58052/IEWDR02C7,10.58052/IEWDR029J,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.210028,-122.257217,stream,Lookout Creek,162,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-30,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_40_Sediment,10.58052/IEWDR02C8,10.58052/IEWDR029K,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.230631,-122.190671,stream,N/A,192,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-29,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_41_Sediment,10.58052/IEWDR02C9,10.58052/IEWDR029L,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.20615,-122.25531,stream,N/A,WS1-4,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-08-01,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_42_Sediment,10.58052/IEWDR02CA,10.58052/IEWDR029M,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.238115,-122.156255,stream,N/A,60,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-30,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_43_Sediment,10.58052/IEWDR02CB,10.58052/IEWDR029N,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.272555,-122.13991,stream,N/A,169,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-30,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_44_Sediment,10.58052/IEWDR02CC,10.58052/IEWDR029O,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.236631,-122.161001,stream,Nostoc Creek,58,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-30,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_45_Sediment,10.58052/IEWDR02CD,10.58052/IEWDR029P,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.23149,-122.173402,stream,Nostoc Creek,155,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-30,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_46_Sediment,10.58052/IEWDR02CE,10.58052/IEWDR029Q,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.22975,-122.18232,stream,N/A,74,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-30,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_47_Sediment,10.58052/IEWDR02CF,10.58052/IEWDR029R,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.23111,-122.19589,stream,N/A,190,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-30,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
HJW_48_Sediment,10.58052/IEWDR02CG,10.58052/IEWDR029S,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon, sieved to less than 2 millimeters, and then put into a bottle. Both the spoon and sieve were cleaned with hydrogen peroxide.",2025 HJ Andrews River Corridor Critical Zone Workshop,44.231858,-122.159554,stream,Lookout Creek,67,In stream site,United States,Oregon,"US Department of Energy River Corridor Science Focus Area, Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS)",Adam Ward; Vanessa Garayburu-Caruso, 2025-07-30,https://whondrs.pnnl.gov; https://andrewsforest.oregonstate.edu,regular URL
